variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
lysM~~~fimV~~~rsgI2	9.49E-01	5.27E-02	2.07E-01	1.14E-01	9.03E-02	7.35E-02	bad-chisq
group_19126	9.49E-01	4.51E-01	1.26E-01	-1.31E-01	8.54E-02	8.91E-02	
group_19117	9.49E-01	5.54E-01	5.01E-01	-6.65E-02	9.88E-02	3.92E-02	
group_19077	9.49E-01	5.69E-04	5.46E-02	-1.70E-01	8.81E-02	1.12E-01	
group_17951	9.49E-01	2.06E-01	8.91E-01	1.26E-02	9.25E-02	7.96E-03	bad-chisq
group_15588	9.49E-01	5.27E-02	8.40E-01	4.26E-02	2.10E-01	1.18E-02	bad-chisq
djlA~~~terB	9.49E-01	2.06E-01	7.47E-01	2.77E-02	8.59E-02	1.88E-02	bad-chisq
group_15159	9.49E-01	2.06E-01	6.37E-01	8.88E-02	1.88E-01	2.75E-02	bad-chisq
group_15143	9.49E-01	5.54E-01	2.16E-01	1.08E-01	8.73E-02	7.20E-02	
cytC556	9.49E-01	9.35E-01	3.01E-01	-8.82E-02	8.53E-02	6.02E-02	
group_14473	9.49E-01	9.35E-01	2.09E-01	1.20E-01	9.52E-02	7.32E-02	
group_14433	9.49E-01	9.35E-01	2.73E-01	-9.46E-02	8.61E-02	6.38E-02	
group_14158	9.49E-01	5.54E-01	4.43E-01	-6.83E-02	8.90E-02	4.47E-02	
rfaD	9.49E-01	3.57E-02	4.79E-02	1.72E-01	8.68E-02	1.15E-01	
purA	9.49E-01	2.06E-01	9.42E-01	6.17E-03	8.47E-02	4.24E-03	bad-chisq
group_9147	9.49E-01	3.81E-05	8.35E-01	1.88E-02	9.04E-02	1.21E-02	
group_20646	9.49E-01	5.27E-02	1.87E-01	1.95E-01	1.47E-01	7.68E-02	bad-chisq
group_20434	9.49E-01	2.06E-01	5.98E-01	8.11E-02	1.54E-01	3.07E-02	bad-chisq
tetR~~~yxaF	9.49E-01	2.06E-01	5.98E-01	8.11E-02	1.54E-01	3.07E-02	bad-chisq
group_19769	9.49E-01	5.27E-02	7.16E-01	5.60E-02	1.54E-01	2.12E-02	bad-chisq
eAL~~~rcsC	9.49E-01	5.27E-02	7.16E-01	5.60E-02	1.54E-01	2.12E-02	bad-chisq
group_19745	9.49E-01	4.51E-01	4.37E-02	-2.54E-01	1.25E-01	1.17E-01	
group_19738	9.49E-01	4.51E-01	4.37E-02	-2.54E-01	1.25E-01	1.17E-01	
group_19672	9.49E-01	4.51E-01	7.22E-02	-2.12E-01	1.18E-01	1.04E-01	
group_19630	9.49E-01	4.51E-01	4.71E-02	-2.52E-01	1.27E-01	1.15E-01	
group_19463	9.49E-01	5.27E-02	1.82E-01	1.92E-01	1.43E-01	7.77E-02	bad-chisq
group_19422	9.46E-01	5.59E-02	4.07E-01	-6.93E-02	8.35E-02	4.83E-02	
group_18926	9.49E-01	5.27E-02	9.53E-01	2.24E-02	3.82E-01	3.42E-03	bad-chisq
group_18878	9.49E-01	5.27E-02	9.53E-01	2.24E-02	3.82E-01	3.42E-03	bad-chisq
group_18856	9.49E-01	5.27E-02	9.53E-01	2.24E-02	3.82E-01	3.42E-03	bad-chisq
group_17888	9.49E-01	5.27E-02	7.00E-01	5.59E-02	1.45E-01	2.25E-02	bad-chisq
perM~~~ydiK	9.46E-01	9.63E-01	2.07E-01	-1.07E-01	8.47E-02	7.35E-02	
group_16848	9.49E-01	4.51E-01	3.08E-01	-8.62E-02	8.43E-02	5.94E-02	
group_16832	9.46E-01	1.77E-01	5.65E-01	-9.53E-02	1.65E-01	3.35E-02	bad-chisq
nIF3	9.49E-01	2.06E-01	1.89E-01	1.11E-01	8.43E-02	7.65E-02	bad-chisq
group_16783	9.49E-01	5.54E-01	5.15E-01	-5.61E-02	8.59E-02	3.80E-02	
group_15985	9.49E-01	5.54E-01	2.33E-01	-1.57E-01	1.32E-01	6.94E-02	
group_15964	9.49E-01	5.54E-01	2.33E-01	-1.57E-01	1.32E-01	6.94E-02	
group_15953	9.46E-01	6.11E-06	2.85E-01	-9.12E-02	8.51E-02	6.23E-02	
group_15952	9.49E-01	5.54E-01	2.33E-01	-1.57E-01	1.32E-01	6.94E-02	
group_15938	9.49E-01	5.54E-01	2.33E-01	-1.57E-01	1.32E-01	6.94E-02	
group_15513	9.49E-01	2.06E-01	7.76E-01	-4.14E-02	1.45E-01	1.66E-02	bad-chisq
tex	9.49E-01	5.54E-01	9.95E-01	5.14E-04	8.72E-02	3.43E-04	
group_15423	9.49E-01	2.06E-01	7.76E-01	-4.14E-02	1.45E-01	1.66E-02	bad-chisq
group_15305	9.49E-01	2.06E-01	7.76E-01	-4.14E-02	1.45E-01	1.66E-02	bad-chisq
group_15218	9.49E-01	3.57E-02	1.03E-02	-2.78E-01	1.08E-01	1.49E-01	
group_15200	9.46E-01	4.85E-01	6.06E-01	4.89E-02	9.46E-02	3.01E-02	
group_15078	9.46E-01	1.77E-01	7.39E-01	2.76E-02	8.29E-02	1.94E-02	bad-chisq
vacB	9.46E-01	4.85E-01	2.30E-01	9.77E-02	8.12E-02	6.99E-02	
group_14798	9.49E-01	9.35E-01	1.92E-01	-1.58E-01	1.21E-01	7.59E-02	
group_14560	9.49E-01	9.35E-01	1.92E-01	-1.58E-01	1.21E-01	7.59E-02	
sfcA	9.46E-01	2.08E-01	7.21E-01	-2.98E-02	8.34E-02	2.08E-02	
fliJ	9.46E-01	4.51E-02	3.26E-01	8.18E-02	8.32E-02	5.72E-02	bad-chisq
group_13903	9.49E-01	5.27E-02	6.40E-01	6.97E-02	1.49E-01	2.73E-02	bad-chisq
plcC	9.46E-01	1.77E-01	6.04E-01	8.38E-02	1.62E-01	3.02E-02	bad-chisq
yhfF	9.49E-01	2.06E-01	7.79E-01	-4.24E-02	1.51E-01	1.64E-02	bad-chisq
group_13036	9.49E-01	2.06E-01	2.06E-01	-2.16E-01	1.71E-01	7.36E-02	bad-chisq
group_12948	9.49E-01	5.27E-02	6.46E-01	7.34E-02	1.60E-01	2.68E-02	bad-chisq
group_12517	9.49E-01	2.06E-01	5.78E-01	-9.75E-02	1.75E-01	3.24E-02	bad-chisq
group_12292	9.49E-01	2.06E-01	2.06E-01	-2.16E-01	1.71E-01	7.36E-02	bad-chisq
livM~~~livH	9.49E-01	2.06E-01	2.06E-01	-2.16E-01	1.71E-01	7.36E-02	bad-chisq
group_11799	9.46E-01	1.77E-01	1.77E-01	-2.44E-01	1.81E-01	7.85E-02	bad-chisq
group_11745	9.49E-01	2.06E-01	1.57E-01	2.01E-01	1.41E-01	8.24E-02	bad-chisq
group_11617	9.46E-01	4.85E-01	4.68E-01	-6.15E-02	8.45E-02	4.23E-02	
group_11351	9.49E-01	2.06E-01	2.06E-01	-2.16E-01	1.71E-01	7.36E-02	bad-chisq
group_10492	9.49E-01	2.06E-01	1.57E-01	2.00E-01	1.41E-01	8.23E-02	bad-chisq
group_8741	9.46E-01	4.85E-01	8.61E-01	1.44E-02	8.24E-02	1.02E-02	
group_21136	9.46E-01	9.63E-01	1.38E-01	-1.83E-01	1.23E-01	8.62E-02	
group_21126	9.46E-01	4.51E-02	8.15E-01	5.69E-02	2.43E-01	1.36E-02	bad-chisq
group_20880	9.46E-01	1.77E-01	8.84E-01	-1.94E-02	1.33E-01	8.49E-03	bad-chisq
group_20879	9.46E-01	1.77E-01	8.84E-01	-1.94E-02	1.33E-01	8.49E-03	bad-chisq
group_20878	9.46E-01	1.77E-01	8.84E-01	-1.94E-02	1.33E-01	8.49E-03	bad-chisq
group_20809	9.43E-01	1.51E-01	9.65E-01	4.46E-03	1.02E-01	2.53E-03	bad-chisq
group_20761	9.43E-01	1.51E-01	9.65E-01	4.46E-03	1.02E-01	2.53E-03	bad-chisq
group_20715	9.43E-01	1.51E-01	9.65E-01	4.46E-03	1.02E-01	2.53E-03	bad-chisq
group_20713	9.43E-01	1.51E-01	9.65E-01	4.46E-03	1.02E-01	2.53E-03	bad-chisq
mdtD~~~emrB	9.46E-01	1.77E-01	1.66E-01	1.91E-01	1.38E-01	8.05E-02	bad-chisq
ankX~~~aNKYR	9.43E-01	8.25E-02	6.28E-02	1.53E-01	8.20E-02	1.08E-01	
group_19728	9.46E-01	4.51E-02	7.05E-01	5.98E-02	1.57E-01	2.21E-02	bad-chisq
group_19387	9.46E-01	1.77E-01	3.41E-01	-2.28E-01	2.40E-01	5.54E-02	bad-chisq
ybjG~~~pgpB	9.43E-01	4.23E-01	9.98E-01	1.56E-04	8.19E-02	1.11E-04	
group_18877	9.46E-01	4.51E-02	1.05E-01	3.88E-01	2.39E-01	9.43E-02	bad-chisq
group_18872	9.46E-01	4.51E-02	7.32E-01	5.22E-02	1.52E-01	2.00E-02	bad-chisq
group_18748	9.43E-01	4.23E-01	9.84E-01	-2.34E-03	1.13E-01	1.20E-03	
group_18741	9.46E-01	4.51E-02	8.66E-01	2.72E-02	1.61E-01	9.85E-03	bad-chisq
rutB~~~yecD	9.46E-01	1.77E-01	3.41E-01	-2.28E-01	2.40E-01	5.54E-02	bad-chisq
group_18169	9.46E-01	1.77E-01	3.40E-01	-2.29E-01	2.39E-01	5.55E-02	bad-chisq
group_18168	9.46E-01	1.77E-01	3.40E-01	-2.29E-01	2.39E-01	5.55E-02	bad-chisq
group_17942	9.46E-01	1.77E-01	3.40E-01	-2.29E-01	2.39E-01	5.55E-02	bad-chisq
group_17681	9.46E-01	4.51E-02	8.31E-01	5.20E-02	2.44E-01	1.24E-02	bad-chisq
group_17552	9.43E-01	8.68E-01	4.86E-01	-5.77E-02	8.26E-02	4.06E-02	
group_17480	9.46E-01	1.77E-01	3.41E-01	-2.28E-01	2.40E-01	5.54E-02	bad-chisq
group_17423	9.46E-01	1.77E-01	3.41E-01	-2.28E-01	2.40E-01	5.54E-02	bad-chisq
group_17263	9.46E-01	4.51E-02	8.31E-01	5.20E-02	2.44E-01	1.24E-02	bad-chisq
group_16942	9.46E-01	4.51E-02	8.31E-01	5.20E-02	2.44E-01	1.24E-02	bad-chisq
group_16937	9.46E-01	9.63E-01	2.25E-01	-1.51E-01	1.24E-01	7.06E-02	
trmL	9.43E-01	3.85E-02	3.66E-01	8.80E-02	9.71E-02	5.27E-02	bad-chisq
group_15600	9.46E-01	4.85E-01	4.18E-01	-1.07E-01	1.32E-01	4.71E-02	
group_15577	9.46E-01	9.63E-01	7.69E-02	-2.03E-01	1.14E-01	1.03E-01	
group_15337	9.43E-01	3.85E-02	6.77E-02	1.56E-01	8.53E-02	1.06E-01	bad-chisq
nagR	9.46E-01	1.77E-01	8.95E-01	-1.75E-02	1.32E-01	7.71E-03	bad-chisq
group_15083	9.46E-01	2.08E-01	5.46E-01	-6.23E-02	1.03E-01	3.51E-02	
group_15025	9.46E-01	1.77E-01	8.95E-01	-1.75E-02	1.32E-01	7.71E-03	bad-chisq
group_14981	9.46E-01	9.63E-01	2.70E-01	-1.26E-01	1.14E-01	6.43E-02	
group_14881	9.46E-01	1.77E-01	8.95E-01	-1.75E-02	1.32E-01	7.71E-03	bad-chisq
group_14683	9.46E-01	1.77E-01	8.95E-01	-1.75E-02	1.32E-01	7.71E-03	bad-chisq
group_14666	9.46E-01	4.51E-02	6.34E-01	6.24E-02	1.31E-01	2.78E-02	bad-chisq
group_14643	9.43E-01	1.92E-05	1.38E-01	-1.21E-01	8.12E-02	8.63E-02	
group_14419	9.46E-01	1.77E-01	8.95E-01	-1.75E-02	1.32E-01	7.71E-03	bad-chisq
group_14404	9.46E-01	4.51E-02	6.34E-01	6.24E-02	1.31E-01	2.78E-02	bad-chisq
atoC~~~dctD	9.46E-01	4.51E-02	5.56E-03	3.50E-01	1.25E-01	1.61E-01	bad-chisq
group_14144	9.46E-01	1.77E-01	8.95E-01	-1.75E-02	1.32E-01	7.71E-03	bad-chisq
group_14132	9.46E-01	4.51E-02	6.34E-01	6.24E-02	1.31E-01	2.78E-02	bad-chisq
group_13764	9.46E-01	1.77E-01	8.95E-01	-1.75E-02	1.32E-01	7.71E-03	bad-chisq
group_13749	9.46E-01	4.51E-02	6.34E-01	6.24E-02	1.31E-01	2.78E-02	bad-chisq
group_13708	9.46E-01	4.51E-02	7.96E-01	4.05E-02	1.57E-01	1.51E-02	bad-chisq
group_13592	9.46E-01	1.77E-01	2.58E-01	-1.74E-01	1.53E-01	6.59E-02	bad-chisq
tapA	9.49E-01	2.06E-01	3.94E-01	-1.34E-01	1.58E-01	4.96E-02	bad-chisq
group_10979	9.46E-01	4.51E-02	2.35E-01	1.44E-01	1.21E-01	6.91E-02	bad-chisq
group_10510	9.43E-01	8.68E-01	8.50E-01	1.61E-02	8.51E-02	1.10E-02	
group_21129	9.43E-01	3.85E-02	8.33E-01	4.52E-02	2.14E-01	1.23E-02	bad-chisq
hdfR~~~argP~~~lysR	9.43E-01	3.85E-02	8.33E-01	4.52E-02	2.14E-01	1.23E-02	bad-chisq
group_20856	9.43E-01	1.51E-01	8.92E-01	-1.71E-02	1.25E-01	7.93E-03	bad-chisq
group_19757	9.43E-01	3.85E-02	7.21E-01	5.28E-02	1.48E-01	2.08E-02	bad-chisq
group_19746	9.43E-01	3.85E-02	7.21E-01	5.28E-02	1.48E-01	2.08E-02	bad-chisq
ompR~~~phoP~~~baeR~~~mprA	9.43E-01	3.85E-02	7.21E-01	5.28E-02	1.48E-01	2.08E-02	bad-chisq
group_19740	9.43E-01	3.85E-02	7.21E-01	5.28E-02	1.48E-01	2.08E-02	bad-chisq
group_19739	9.43E-01	6.40E-01	1.08E-01	-1.77E-01	1.10E-01	9.35E-02	
group_19660	9.43E-01	1.51E-01	5.48E-01	-1.15E-01	1.91E-01	3.50E-02	bad-chisq
group_19592	9.43E-01	1.51E-01	5.48E-01	-1.15E-01	1.91E-01	3.50E-02	bad-chisq
ubiK	9.39E-01	1.30E-01	5.64E-01	4.57E-02	7.92E-02	3.36E-02	bad-chisq
ogt	9.39E-01	3.69E-01	9.56E-01	4.36E-03	7.97E-02	3.18E-03	
group_18663	9.43E-01	1.51E-01	6.16E-01	9.56E-02	1.90E-01	2.92E-02	bad-chisq
lutR~~~gntR~~~fadR	9.43E-01	1.51E-01	5.16E-01	-1.27E-01	1.95E-01	3.78E-02	bad-chisq
group_16687	9.39E-01	7.36E-01	9.47E-01	-5.11E-03	7.73E-02	3.85E-03	
degQ~~~degS	9.43E-01	4.23E-01	8.68E-01	1.34E-02	8.06E-02	9.68E-03	
luxN~~~atoC	9.43E-01	3.85E-02	7.45E-01	6.27E-02	1.93E-01	1.89E-02	bad-chisq
pbuX~~~xanP	9.43E-01	6.40E-01	5.18E-02	-1.90E-01	9.71E-02	1.13E-01	
group_15461	9.43E-01	3.85E-02	6.35E-01	9.14E-02	1.92E-01	2.77E-02	bad-chisq
group_15352	9.43E-01	3.85E-02	6.35E-01	9.14E-02	1.92E-01	2.77E-02	bad-chisq
group_15219	9.43E-01	3.85E-02	6.35E-01	9.14E-02	1.92E-01	2.77E-02	bad-chisq
group_15110	9.43E-01	8.68E-01	7.37E-01	-3.61E-02	1.07E-01	1.96E-02	
group_15087	9.43E-01	3.85E-02	6.35E-01	9.14E-02	1.92E-01	2.77E-02	bad-chisq
group_15067	9.43E-01	3.85E-02	8.40E-01	4.65E-02	2.30E-01	1.18E-02	bad-chisq
group_14867	9.43E-01	3.85E-02	5.86E-01	6.61E-02	1.21E-01	3.17E-02	bad-chisq
group_14541	9.39E-01	7.36E-01	9.17E-02	-1.33E-01	7.87E-02	9.80E-02	
group_14517	9.39E-01	7.36E-01	6.27E-01	4.20E-02	8.64E-02	2.83E-02	
group_13349	9.43E-01	3.85E-02	7.41E-01	6.41E-02	1.94E-01	1.93E-02	bad-chisq
group_12463	9.43E-01	1.51E-01	9.65E-01	-5.41E-03	1.22E-01	2.58E-03	bad-chisq
group_11941	9.43E-01	1.51E-01	6.16E-01	-7.93E-02	1.58E-01	2.93E-02	bad-chisq
group_11552	9.43E-01	3.85E-02	1.48E-01	2.09E-01	1.44E-01	8.41E-02	bad-chisq
group_11276	9.43E-01	1.51E-01	4.84E-01	7.94E-02	1.13E-01	4.08E-02	bad-chisq
group_6268	9.43E-01	3.85E-02	2.33E-01	1.89E-01	1.58E-01	6.95E-02	bad-chisq
group_21130	9.39E-01	3.29E-02	7.73E-01	5.11E-02	1.77E-01	1.68E-02	bad-chisq
group_21127	9.39E-01	3.29E-02	7.48E-01	4.76E-02	1.48E-01	1.87E-02	bad-chisq
group_20936	9.39E-01	1.30E-01	8.09E-01	-3.08E-02	1.28E-01	1.41E-02	bad-chisq
group_20817	9.39E-01	1.30E-01	1.71E-01	1.57E-01	1.15E-01	7.96E-02	bad-chisq
group_19624	9.39E-01	1.30E-01	6.77E-01	-6.90E-02	1.66E-01	2.43E-02	bad-chisq
group_18908	9.39E-01	3.69E-01	1.41E-01	-2.40E-01	1.63E-01	8.57E-02	
group_18854	9.39E-01	3.29E-02	2.25E-02	3.88E-01	1.69E-01	1.32E-01	bad-chisq
yvaK	9.39E-01	3.69E-01	9.99E-01	1.61E-04	1.25E-01	7.49E-05	
group_18081	9.39E-01	3.69E-01	1.44E-01	-1.75E-01	1.20E-01	8.49E-02	
group_18028	9.39E-01	3.29E-02	9.62E-01	1.18E-02	2.49E-01	2.75E-03	bad-chisq
group_17972	9.39E-01	3.29E-02	7.28E-01	5.72E-02	1.65E-01	2.02E-02	bad-chisq
group_17807	9.39E-01	3.29E-02	1.78E-01	2.20E-01	1.63E-01	7.84E-02	bad-chisq
group_17806	9.39E-01	3.29E-02	9.62E-01	1.18E-02	2.49E-01	2.75E-03	bad-chisq
group_17741	9.39E-01	3.29E-02	9.62E-01	1.18E-02	2.49E-01	2.75E-03	bad-chisq
group_17740	9.39E-01	3.29E-02	9.62E-01	1.18E-02	2.49E-01	2.75E-03	bad-chisq
group_17662	9.39E-01	3.29E-02	7.28E-01	5.72E-02	1.65E-01	2.02E-02	bad-chisq
group_17467	9.39E-01	3.29E-02	9.62E-01	1.18E-02	2.49E-01	2.75E-03	bad-chisq
nrtD~~~tauB	9.43E-01	1.51E-01	6.18E-01	-7.74E-02	1.55E-01	2.91E-02	bad-chisq
group_17246	9.39E-01	3.29E-02	7.28E-01	5.72E-02	1.65E-01	2.02E-02	bad-chisq
artM~~~hisP	9.39E-01	3.29E-02	7.28E-01	5.72E-02	1.65E-01	2.02E-02	bad-chisq
group_15918	9.39E-01	7.79E-01	9.88E-01	-1.60E-03	1.07E-01	8.65E-04	
group_13654	9.36E-01	1.56E-01	8.18E-02	-1.31E-01	7.51E-02	1.01E-01	
tatC	9.39E-01	3.69E-01	8.22E-01	1.77E-02	7.88E-02	1.31E-02	
group_13149	9.39E-01	3.29E-02	5.41E-01	7.00E-02	1.14E-01	3.56E-02	bad-chisq
ompV	9.39E-01	3.69E-01	1.26E-01	-2.07E-01	1.35E-01	8.89E-02	
msbA~~~cydC	9.36E-01	2.81E-02	7.67E-01	5.34E-02	1.80E-01	1.73E-02	bad-chisq
group_21088	9.33E-01	9.52E-02	7.36E-01	-4.41E-02	1.31E-01	1.97E-02	bad-chisq
group_20903	9.36E-01	1.11E-01	9.46E-01	7.38E-03	1.09E-01	3.94E-03	bad-chisq
group_20855	9.36E-01	1.11E-01	9.65E-01	4.91E-03	1.12E-01	2.56E-03	bad-chisq
group_20765	9.36E-01	3.21E-01	9.67E-01	-4.44E-03	1.08E-01	2.39E-03	
alaX	9.36E-01	8.31E-01	1.26E-01	-1.32E-01	8.56E-02	8.91E-02	
yqjC	9.33E-01	2.80E-01	7.74E-01	-2.17E-02	7.55E-02	1.67E-02	
group_18555	9.36E-01	1.11E-01	8.02E-01	2.32E-02	9.23E-02	1.46E-02	bad-chisq
group_18425	9.36E-01	1.11E-01	8.02E-01	2.32E-02	9.23E-02	1.46E-02	bad-chisq
group_18424	9.36E-01	1.11E-01	8.02E-01	2.32E-02	9.23E-02	1.46E-02	bad-chisq
group_18263	9.36E-01	1.11E-01	8.02E-01	2.32E-02	9.23E-02	1.46E-02	bad-chisq
group_17848	9.36E-01	1.11E-01	6.93E-01	3.22E-02	8.15E-02	2.30E-02	bad-chisq
group_17646	9.39E-01	7.79E-01	1.33E-01	-1.97E-01	1.31E-01	8.73E-02	
group_15946	9.36E-01	1.11E-01	8.00E-01	-3.69E-02	1.46E-01	1.48E-02	bad-chisq
group_15391	9.36E-01	2.81E-02	6.45E-01	6.79E-02	1.47E-01	2.69E-02	bad-chisq
group_15049	9.33E-01	2.80E-01	5.21E-01	-5.31E-02	8.27E-02	3.74E-02	
group_13175	9.36E-01	1.11E-01	4.61E-01	7.96E-02	1.08E-01	4.29E-02	bad-chisq
iclR~~~tctC	9.36E-01	2.81E-02	6.18E-01	6.76E-02	1.36E-01	2.90E-02	bad-chisq
metQ	9.36E-01	2.81E-02	8.38E-01	3.69E-02	1.80E-01	1.19E-02	bad-chisq
glcE	9.36E-01	3.21E-01	4.22E-01	-7.41E-02	9.21E-02	4.68E-02	
group_11114	9.36E-01	2.81E-02	8.38E-01	3.69E-02	1.80E-01	1.19E-02	bad-chisq
citB~~~rcsB~~~luxR	9.33E-01	9.52E-02	7.33E-01	-5.17E-02	1.51E-01	1.99E-02	bad-chisq
yobV~~~yafY~~~pafB	9.33E-01	9.52E-02	9.52E-01	-6.96E-03	1.16E-01	3.49E-03	bad-chisq
group_20914	9.33E-01	2.40E-02	1.99E-01	1.81E-01	1.40E-01	7.48E-02	bad-chisq
group_20786	9.33E-01	9.52E-02	7.87E-01	-3.90E-02	1.44E-01	1.58E-02	bad-chisq
group_18897	9.33E-01	2.40E-02	6.85E-01	6.92E-02	1.70E-01	2.36E-02	bad-chisq
group_18851	9.33E-01	2.40E-02	6.89E-01	6.32E-02	1.58E-01	2.33E-02	bad-chisq
group_18846	9.33E-01	2.40E-02	6.85E-01	6.92E-02	1.70E-01	2.36E-02	bad-chisq
urcA~~~psiF	9.33E-01	9.52E-02	1.77E-01	1.81E-01	1.34E-01	7.85E-02	bad-chisq
group_18567	9.33E-01	2.80E-01	4.20E-01	-1.06E-01	1.32E-01	4.69E-02	
group_18433	9.33E-01	9.52E-02	5.49E-01	7.91E-02	1.32E-01	3.49E-02	bad-chisq
group_18379	9.33E-01	2.80E-01	2.73E-01	-1.66E-01	1.51E-01	6.38E-02	
group_18206	9.33E-01	2.80E-01	2.73E-01	-1.66E-01	1.51E-01	6.38E-02	
group_18124	9.36E-01	1.11E-01	5.75E-01	-9.00E-02	1.60E-01	3.27E-02	bad-chisq
group_17878	9.33E-01	9.52E-02	9.22E-01	1.42E-02	1.46E-01	5.69E-03	bad-chisq
group_17877	9.33E-01	9.52E-02	9.22E-01	1.42E-02	1.46E-01	5.69E-03	bad-chisq
group_17760	9.33E-01	1.44E-02	1.10E-04	-3.66E-01	9.33E-02	2.23E-01	
group_17545	9.33E-01	9.52E-02	9.22E-01	1.42E-02	1.46E-01	5.69E-03	bad-chisq
group_17303	9.33E-01	2.40E-02	6.51E-01	7.65E-02	1.69E-01	2.63E-02	bad-chisq
group_17072	9.33E-01	9.52E-02	9.22E-01	1.42E-02	1.46E-01	5.69E-03	bad-chisq
group_17071	9.33E-01	9.52E-02	9.22E-01	1.42E-02	1.46E-01	5.69E-03	bad-chisq
group_16868	9.33E-01	9.52E-02	9.22E-01	1.42E-02	1.46E-01	5.69E-03	bad-chisq
group_16813	9.33E-01	1.44E-02	1.10E-04	-3.66E-01	9.33E-02	2.23E-01	
group_16029	9.29E-01	2.58E-01	8.51E-02	-1.41E-01	8.17E-02	1.00E-01	
lysR~~~gbpR~~~hdfR	9.33E-01	2.40E-02	5.27E-01	7.22E-02	1.14E-01	3.68E-02	bad-chisq
group_16003	9.33E-01	2.40E-02	4.96E-01	7.53E-02	1.10E-01	3.97E-02	bad-chisq
group_15930	9.33E-01	9.52E-02	8.11E-01	-3.31E-02	1.39E-01	1.39E-02	bad-chisq
group_15905	9.33E-01	9.52E-02	8.11E-01	-3.31E-02	1.39E-01	1.39E-02	bad-chisq
group_15855	9.33E-01	9.52E-02	8.11E-01	-3.31E-02	1.39E-01	1.39E-02	bad-chisq
group_15823	9.33E-01	9.52E-02	8.11E-01	-3.31E-02	1.39E-01	1.39E-02	bad-chisq
group_15149	9.33E-01	1.44E-02	1.10E-04	-3.66E-01	9.33E-02	2.23E-01	
group_14817	9.29E-01	4.63E-06	7.54E-01	2.48E-02	7.93E-02	1.82E-02	
dinG~~~dnaQ	9.33E-01	1.44E-02	1.10E-04	-3.66E-01	9.33E-02	2.23E-01	
iclR~~~kipR	9.33E-01	9.52E-02	9.28E-01	9.27E-03	1.02E-01	5.30E-03	bad-chisq
bdlA~~~pAS	9.33E-01	1.44E-02	1.10E-04	-3.66E-01	9.33E-02	2.23E-01	
group_13677	9.33E-01	1.44E-02	1.10E-04	-3.66E-01	9.33E-02	2.23E-01	
group_13676	9.33E-01	1.44E-02	1.10E-04	-3.66E-01	9.33E-02	2.23E-01	
cdhR~~~glxA~~~rhaS	9.33E-01	1.44E-02	1.10E-04	-3.66E-01	9.33E-02	2.23E-01	
group_11996	9.33E-01	2.40E-02	7.69E-01	5.04E-02	1.71E-01	1.71E-02	bad-chisq
group_11576	9.33E-01	9.52E-02	8.67E-01	1.73E-02	1.03E-01	9.75E-03	bad-chisq
glnK	9.29E-01	5.54E-01	7.08E-01	-2.78E-02	7.41E-02	2.18E-02	
group_20925	9.29E-01	9.86E-01	7.99E-01	2.05E-02	8.02E-02	1.48E-02	
group_20719	9.29E-01	2.05E-02	2.44E-01	1.26E-01	1.08E-01	6.79E-02	bad-chisq
group_20349	9.29E-01	2.43E-01	5.10E-01	-6.63E-02	1.01E-01	3.83E-02	
group_20113	9.29E-01	2.05E-02	8.96E-01	2.44E-02	1.87E-01	7.59E-03	bad-chisq
group_18810	9.29E-01	5.54E-01	3.52E-01	1.15E-01	1.24E-01	5.42E-02	
group_18678	9.29E-01	5.54E-01	1.29E-01	-2.03E-01	1.33E-01	8.82E-02	
group_18529	9.29E-01	2.05E-02	9.49E-01	1.67E-02	2.59E-01	3.75E-03	bad-chisq
group_18360	9.29E-01	2.43E-01	2.48E-02	2.77E-01	1.23E-01	1.30E-01	
tssM~~~icmF	9.29E-01	2.05E-02	9.49E-01	1.67E-02	2.59E-01	3.75E-03	bad-chisq
group_18208	9.29E-01	2.05E-02	9.51E-01	1.60E-02	2.58E-01	3.61E-03	bad-chisq
group_18096	9.29E-01	2.05E-02	8.02E-01	5.99E-02	2.39E-01	1.46E-02	bad-chisq
kefA~~~mscS~~~mscK	9.29E-01	2.25E-02	1.58E-04	-3.49E-01	9.13E-02	2.17E-01	
group_16748	9.29E-01	2.05E-02	8.18E-01	5.53E-02	2.40E-01	1.34E-02	bad-chisq
cytB	9.29E-01	2.58E-01	9.27E-02	-1.21E-01	7.19E-02	9.77E-02	
group_16234	9.33E-01	9.52E-02	5.18E-01	8.65E-02	1.34E-01	3.77E-02	bad-chisq
yhdG~~~ybaT	9.29E-01	8.15E-02	6.30E-01	6.71E-02	1.39E-01	2.81E-02	bad-chisq
group_15959	9.29E-01	8.15E-02	8.21E-01	-2.98E-02	1.31E-01	1.32E-02	bad-chisq
group_15881	9.29E-01	8.15E-02	8.99E-01	-1.61E-02	1.27E-01	7.39E-03	bad-chisq
ugpQ	9.26E-01	1.21E-05	4.01E-01	6.61E-02	7.86E-02	4.89E-02	
rlmJ	9.26E-01	1.21E-05	4.01E-01	6.61E-02	7.86E-02	4.89E-02	
yadH	9.29E-01	8.15E-02	3.94E-01	1.05E-01	1.23E-01	4.96E-02	bad-chisq
eutE	9.26E-01	3.35E-02	2.36E-01	9.46E-02	7.98E-02	6.89E-02	
group_13943	9.33E-01	2.40E-02	7.69E-01	5.04E-02	1.71E-01	1.71E-02	bad-chisq
