variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
group_19077	9.49E-01	1.05E-01	7.46E-01	-3.47E-02	1.07E-01	1.90E-02	
group_17951	9.49E-01	7.19E-01	4.04E-01	-9.15E-02	1.10E-01	4.89E-02	
group_15588	9.49E-01	3.67E-01	8.53E-01	-3.78E-02	2.04E-01	1.09E-02	
djlA~~~terB	9.49E-01	3.67E-01	8.53E-01	1.93E-02	1.04E-01	1.09E-02	
group_15159	9.49E-01	3.67E-01	6.96E-01	7.56E-02	1.93E-01	2.29E-02	
group_15143	9.49E-01	7.19E-01	7.50E-01	-3.37E-02	1.06E-01	1.87E-02	
cytC556	9.49E-01	3.67E-01	7.50E-01	3.32E-02	1.04E-01	1.87E-02	
group_14473	9.49E-01	7.86E-01	4.80E-01	8.15E-02	1.15E-01	4.14E-02	
group_14433	9.49E-01	7.86E-01	8.77E-01	-1.62E-02	1.04E-01	9.07E-03	
group_14158	9.49E-01	7.86E-01	7.23E-01	-3.81E-02	1.07E-01	2.08E-02	
rfaD	9.49E-01	2.42E-02	9.06E-01	-1.27E-02	1.08E-01	6.90E-03	
purA	9.49E-01	3.67E-01	9.78E-01	2.83E-03	1.04E-01	1.59E-03	
group_9147	9.49E-01	2.42E-02	7.05E-01	4.23E-02	1.12E-01	2.22E-02	
group_19422	9.45E-01	4.12E-01	9.47E-01	6.84E-03	1.02E-01	3.93E-03	
perM~~~ydiK	9.45E-01	3.10E-01	9.34E-01	8.57E-03	1.03E-01	4.86E-03	
group_16848	9.49E-01	3.67E-01	4.43E-01	7.97E-02	1.04E-01	4.50E-02	
group_16832	9.45E-01	3.10E-01	8.75E-01	2.75E-02	1.75E-01	9.21E-03	
nIF3	9.49E-01	7.86E-01	9.07E-01	-1.21E-02	1.04E-01	6.84E-03	
group_16783	9.49E-01	7.86E-01	5.08E-01	-6.96E-02	1.05E-01	3.89E-02	
group_15953	9.45E-01	7.86E-03	6.15E-01	-5.31E-02	1.06E-01	2.95E-02	
tex	9.49E-01	3.67E-01	4.51E-01	8.02E-02	1.06E-01	4.42E-02	
group_15200	9.45E-01	3.10E-01	3.83E-01	9.84E-02	1.13E-01	5.11E-02	
group_15078	9.45E-01	3.10E-01	8.30E-01	2.19E-02	1.02E-01	1.26E-02	
vacB	9.45E-01	6.87E-01	5.29E-01	6.31E-02	1.00E-01	3.69E-02	
sfcA	9.45E-01	1.52E-01	3.54E-01	-9.48E-02	1.02E-01	5.44E-02	
fliJ	9.45E-01	2.51E-02	9.64E-02	1.69E-01	1.01E-01	9.73E-02	bad-chisq
plcC	9.45E-01	1.04E-01	9.86E-02	2.86E-01	1.72E-01	9.67E-02	bad-chisq
group_11799	9.45E-01	3.10E-01	5.98E-01	-9.48E-02	1.80E-01	3.09E-02	
group_11617	9.45E-01	3.10E-01	9.25E-01	9.60E-03	1.02E-01	5.50E-03	
group_8741	9.45E-01	3.10E-01	4.96E-01	6.86E-02	1.01E-01	3.99E-02	
group_21136	9.49E-01	3.67E-01	3.96E-01	1.12E-01	1.32E-01	4.97E-02	
group_20809	9.42E-01	9.47E-01	4.95E-01	-7.71E-02	1.13E-01	4.00E-02	
group_20761	9.42E-01	9.47E-01	4.95E-01	-7.71E-02	1.13E-01	4.00E-02	
group_20715	9.42E-01	9.47E-01	4.95E-01	-7.71E-02	1.13E-01	4.00E-02	
group_20713	9.42E-01	9.47E-01	4.95E-01	-7.71E-02	1.13E-01	4.00E-02	
ankX~~~aNKYR	9.42E-01	2.31E-05	1.54E-02	-2.45E-01	1.00E-01	1.41E-01	
ybjG~~~pgpB	9.42E-01	2.61E-01	3.83E-01	8.66E-02	9.90E-02	5.12E-02	
group_18748	9.42E-01	2.61E-01	4.71E-01	8.82E-02	1.22E-01	4.23E-02	
group_17552	9.42E-01	2.61E-01	6.24E-01	4.89E-02	9.95E-02	2.88E-02	
group_16937	9.49E-01	3.67E-01	2.43E-01	1.55E-01	1.32E-01	6.85E-02	
trmL	9.45E-01	3.10E-01	5.58E-01	6.83E-02	1.16E-01	3.44E-02	
group_15577	9.49E-01	7.86E-01	9.90E-01	-1.67E-03	1.31E-01	7.45E-04	
group_15337	9.42E-01	2.61E-01	3.77E-01	9.22E-02	1.04E-01	5.18E-02	
group_15083	9.49E-01	7.86E-01	1.25E-01	1.86E-01	1.21E-01	8.97E-02	
group_14666	9.49E-01	3.67E-01	9.32E-01	1.22E-02	1.44E-01	4.97E-03	
group_14643	9.42E-01	6.40E-02	9.84E-01	2.03E-03	1.01E-01	1.18E-03	
group_14404	9.49E-01	3.67E-01	9.32E-01	1.22E-02	1.44E-01	4.97E-03	
atoC~~~dctD	9.49E-01	3.67E-01	2.66E-01	1.51E-01	1.35E-01	6.52E-02	
group_14132	9.49E-01	3.67E-01	9.32E-01	1.22E-02	1.44E-01	4.97E-03	
group_13749	9.49E-01	3.67E-01	9.32E-01	1.22E-02	1.44E-01	4.97E-03	
group_13708	9.49E-01	3.67E-01	8.03E-01	4.06E-02	1.63E-01	1.46E-02	
group_10979	9.49E-01	3.67E-01	6.77E-01	5.63E-02	1.35E-01	2.44E-02	
group_10510	9.42E-01	5.97E-01	6.04E-01	5.27E-02	1.01E-01	3.05E-02	
group_21129	9.49E-01	7.19E-01	8.19E-01	-4.75E-02	2.08E-01	1.34E-02	
hdfR~~~argP~~~lysR	9.49E-01	7.19E-01	8.19E-01	-4.75E-02	2.08E-01	1.34E-02	
group_20856	9.49E-01	7.19E-01	6.36E-01	6.71E-02	1.42E-01	2.78E-02	
group_19757	9.49E-01	7.19E-01	7.76E-01	4.54E-02	1.59E-01	1.67E-02	
group_19746	9.49E-01	7.19E-01	7.76E-01	4.54E-02	1.59E-01	1.67E-02	
ompR~~~phoP~~~baeR~~~mprA	9.49E-01	7.19E-01	7.76E-01	4.54E-02	1.59E-01	1.67E-02	
group_19740	9.49E-01	7.19E-01	7.76E-01	4.54E-02	1.59E-01	1.67E-02	
group_19739	9.49E-01	3.22E-01	9.71E-01	-4.55E-03	1.25E-01	2.13E-03	
group_19660	9.49E-01	7.19E-01	7.54E-01	6.14E-02	1.96E-01	1.84E-02	
group_19592	9.49E-01	7.19E-01	7.54E-01	6.14E-02	1.96E-01	1.84E-02	
ubiK	9.39E-01	2.20E-01	4.92E-01	6.66E-02	9.69E-02	4.03E-02	
ogt	9.39E-01	2.20E-01	3.44E-01	9.14E-02	9.65E-02	5.55E-02	
group_18663	9.49E-01	3.22E-01	5.84E-01	-1.07E-01	1.96E-01	3.21E-02	
lutR~~~gntR~~~fadR	9.49E-01	3.22E-01	2.70E-01	-2.18E-01	1.97E-01	6.47E-02	
group_16687	9.39E-01	6.09E-01	5.76E-01	-5.31E-02	9.48E-02	3.28E-02	
degQ~~~degS	9.42E-01	5.97E-01	8.63E-01	-1.70E-02	9.83E-02	1.01E-02	
luxN~~~atoC	9.49E-01	7.19E-01	8.32E-01	-4.16E-02	1.96E-01	1.24E-02	
pbuX~~~xanP	9.45E-01	6.87E-01	9.05E-01	1.35E-02	1.13E-01	6.98E-03	
group_15461	9.49E-01	7.19E-01	9.11E-01	-2.19E-02	1.96E-01	6.55E-03	
group_15352	9.49E-01	7.19E-01	9.11E-01	-2.19E-02	1.96E-01	6.55E-03	
group_15219	9.49E-01	7.19E-01	9.11E-01	-2.19E-02	1.96E-01	6.55E-03	
group_15110	9.49E-01	1.05E-01	5.30E-01	-7.85E-02	1.25E-01	3.68E-02	
group_15087	9.49E-01	7.19E-01	9.11E-01	-2.19E-02	1.96E-01	6.55E-03	
group_15067	9.49E-01	7.19E-01	7.57E-01	-6.63E-02	2.14E-01	1.81E-02	
group_14867	9.45E-01	3.10E-01	8.56E-01	2.47E-02	1.36E-01	1.07E-02	
group_14541	9.39E-01	5.18E-01	8.26E-01	-2.13E-02	9.66E-02	1.29E-02	
group_14517	9.39E-01	6.09E-01	6.23E-01	-5.10E-02	1.04E-01	2.88E-02	
group_13349	9.49E-01	7.19E-01	9.58E-01	9.55E-03	1.83E-01	3.06E-03	
group_12463	9.49E-01	3.22E-01	6.64E-01	-6.07E-02	1.40E-01	2.55E-02	
group_11941	9.45E-01	3.10E-01	6.76E-01	6.79E-02	1.63E-01	2.45E-02	
group_11552	9.42E-01	2.61E-01	7.86E-01	4.31E-02	1.58E-01	1.59E-02	
group_11276	9.45E-01	8.34E-01	4.50E-01	-9.55E-02	1.26E-01	4.43E-02	
group_6268	9.45E-01	8.34E-01	1.46E-01	-2.34E-01	1.61E-01	8.51E-02	
group_21130	9.45E-01	8.34E-01	9.41E-01	-1.35E-02	1.84E-01	4.31E-03	
group_21127	9.42E-01	2.61E-01	7.99E-01	3.92E-02	1.54E-01	1.49E-02	
group_20936	9.42E-01	5.97E-01	8.64E-01	-2.38E-02	1.39E-01	1.01E-02	
group_20817	9.45E-01	4.12E-01	7.23E-01	4.68E-02	1.32E-01	2.08E-02	
group_19624	9.45E-01	8.34E-01	6.96E-01	6.88E-02	1.76E-01	2.29E-02	
group_18908	9.45E-01	1.52E-01	5.62E-02	-3.33E-01	1.74E-01	1.12E-01	
group_18854	9.45E-01	4.12E-01	7.33E-01	-6.18E-02	1.81E-01	2.00E-02	
yvaK	9.42E-01	2.61E-01	2.08E-01	1.74E-01	1.38E-01	7.38E-02	
group_18081	9.45E-01	4.08E-02	1.65E-02	-3.21E-01	1.33E-01	1.40E-01	
group_18028	9.45E-01	4.12E-01	2.37E-01	-2.71E-01	2.29E-01	6.93E-02	
group_17972	9.45E-01	8.34E-01	9.35E-01	-1.42E-02	1.76E-01	4.75E-03	
group_17807	9.45E-01	8.34E-01	6.63E-01	7.64E-02	1.75E-01	2.56E-02	
group_17806	9.45E-01	4.12E-01	2.37E-01	-2.71E-01	2.29E-01	6.93E-02	
group_17741	9.45E-01	4.12E-01	2.37E-01	-2.71E-01	2.29E-01	6.93E-02	
group_17740	9.45E-01	4.12E-01	2.37E-01	-2.71E-01	2.29E-01	6.93E-02	
group_17662	9.45E-01	8.34E-01	9.35E-01	-1.42E-02	1.76E-01	4.75E-03	
group_17467	9.45E-01	4.12E-01	2.37E-01	-2.71E-01	2.29E-01	6.93E-02	
nrtD~~~tauB	9.45E-01	6.87E-01	8.74E-01	-2.53E-02	1.60E-01	9.30E-03	
group_17246	9.45E-01	8.34E-01	9.35E-01	-1.42E-02	1.76E-01	4.75E-03	
artM~~~hisP	9.45E-01	8.34E-01	9.35E-01	-1.42E-02	1.76E-01	4.75E-03	
group_15918	9.42E-01	5.08E-01	3.68E-01	-1.06E-01	1.18E-01	5.28E-02	
group_13654	9.35E-01	8.46E-01	8.40E-01	-1.88E-02	9.30E-02	1.18E-02	
tatC	9.39E-01	5.18E-01	9.54E-01	-5.51E-03	9.59E-02	3.37E-03	
group_13149	9.42E-01	2.61E-01	7.07E-01	4.86E-02	1.29E-01	2.21E-02	
ompV	9.45E-01	6.87E-01	8.14E-01	-3.60E-02	1.53E-01	1.38E-02	
msbA~~~cydC	9.42E-01	9.47E-01	9.71E-01	6.45E-03	1.80E-01	2.10E-03	
group_21088	9.35E-01	1.85E-01	5.68E-01	8.72E-02	1.52E-01	3.35E-02	
group_20903	9.42E-01	9.47E-01	5.08E-01	8.34E-02	1.26E-01	3.88E-02	
group_20855	9.42E-01	9.47E-01	4.49E-01	9.70E-02	1.28E-01	4.44E-02	
group_20765	9.42E-01	2.09E-01	4.72E-01	-9.03E-02	1.25E-01	4.22E-02	
alaX	9.42E-01	2.61E-01	3.37E-01	1.01E-01	1.05E-01	5.62E-02	
yqjC	9.32E-01	8.14E-01	2.61E-01	-1.03E-01	9.16E-02	6.58E-02	
group_18555	9.39E-01	2.20E-01	3.30E-01	1.06E-01	1.08E-01	5.71E-02	
group_18425	9.39E-01	2.20E-01	3.30E-01	1.06E-01	1.08E-01	5.71E-02	
group_18424	9.39E-01	2.20E-01	3.30E-01	1.06E-01	1.08E-01	5.71E-02	
group_18263	9.39E-01	2.20E-01	3.30E-01	1.06E-01	1.08E-01	5.71E-02	
group_17848	9.35E-01	1.41E-02	4.57E-02	1.92E-01	9.56E-02	1.17E-01	bad-chisq
group_17646	9.42E-01	2.61E-01	1.28E-01	2.17E-01	1.42E-01	8.92E-02	
group_15946	9.42E-01	5.08E-01	6.41E-01	-7.46E-02	1.60E-01	2.74E-02	
group_15391	9.42E-01	5.08E-01	4.06E-01	-1.34E-01	1.60E-01	4.88E-02	
group_15049	9.32E-01	7.52E-01	7.55E-01	-3.07E-02	9.82E-02	1.83E-02	
group_13175	9.42E-01	5.08E-01	9.01E-01	1.56E-02	1.25E-01	7.31E-03	
iclR~~~tctC	9.39E-01	2.20E-01	6.00E-01	7.49E-02	1.43E-01	3.07E-02	
metQ	9.42E-01	9.47E-01	8.81E-01	2.72E-02	1.82E-01	8.76E-03	
glcE	9.39E-01	5.18E-01	8.80E-01	-1.63E-02	1.08E-01	8.83E-03	
group_11114	9.42E-01	9.47E-01	8.81E-01	2.72E-02	1.82E-01	8.76E-03	
citB~~~rcsB~~~luxR	9.35E-01	1.85E-01	1.45E-01	2.25E-01	1.54E-01	8.53E-02	
yobV~~~yafY~~~pafB	9.35E-01	4.47E-01	9.79E-01	3.36E-03	1.27E-01	1.55E-03	
group_20914	9.39E-01	9.46E-01	4.98E-01	1.04E-01	1.53E-01	3.97E-02	
group_20786	9.39E-01	6.09E-01	6.35E-01	-7.40E-02	1.56E-01	2.78E-02	
group_18897	9.39E-01	9.46E-01	8.14E-01	4.12E-02	1.74E-01	1.38E-02	
group_18851	9.39E-01	6.09E-01	4.14E-01	-1.35E-01	1.65E-01	4.79E-02	
group_18846	9.39E-01	9.46E-01	8.14E-01	4.12E-02	1.74E-01	1.38E-02	
urcA~~~psiF	9.39E-01	9.48E-02	1.06E-01	-2.41E-01	1.49E-01	9.47E-02	
group_18567	9.39E-01	6.09E-01	9.66E-01	-6.24E-03	1.48E-01	2.47E-03	
group_18433	9.39E-01	6.09E-01	9.68E-01	-6.03E-03	1.48E-01	2.39E-03	
group_18379	9.35E-01	8.46E-01	3.87E-01	-1.39E-01	1.61E-01	5.07E-02	
group_18206	9.35E-01	8.46E-01	3.87E-01	-1.39E-01	1.61E-01	5.07E-02	
group_18124	9.45E-01	4.12E-01	6.03E-01	-8.47E-02	1.63E-01	3.05E-02	
group_17878	9.35E-01	5.88E-02	1.31E-01	2.06E-01	1.36E-01	8.85E-02	bad-chisq
group_17877	9.35E-01	5.88E-02	1.31E-01	2.06E-01	1.36E-01	8.85E-02	bad-chisq
group_17760	9.35E-01	7.11E-01	4.03E-01	-8.94E-02	1.07E-01	4.91E-02	
group_17545	9.35E-01	5.88E-02	1.31E-01	2.06E-01	1.36E-01	8.85E-02	bad-chisq
group_17303	9.39E-01	6.09E-01	3.67E-01	-1.48E-01	1.64E-01	5.29E-02	
group_17072	9.35E-01	5.88E-02	1.31E-01	2.06E-01	1.36E-01	8.85E-02	bad-chisq
group_17071	9.35E-01	5.88E-02	1.31E-01	2.06E-01	1.36E-01	8.85E-02	bad-chisq
group_16868	9.35E-01	5.88E-02	1.31E-01	2.06E-01	1.36E-01	8.85E-02	bad-chisq
group_16813	9.35E-01	7.11E-01	4.03E-01	-8.94E-02	1.07E-01	4.91E-02	
group_16029	9.28E-01	3.31E-01	2.92E-01	1.02E-01	9.69E-02	6.17E-02	
lysR~~~gbpR~~~hdfR	9.35E-01	4.47E-01	8.34E-01	-2.57E-02	1.23E-01	1.23E-02	
group_16003	9.35E-01	4.47E-01	8.56E-01	-2.17E-02	1.20E-01	1.06E-02	
group_15930	9.39E-01	6.09E-01	7.32E-01	-5.24E-02	1.53E-01	2.01E-02	
group_15905	9.39E-01	6.09E-01	7.32E-01	-5.24E-02	1.53E-01	2.01E-02	
group_15855	9.39E-01	6.09E-01	7.32E-01	-5.24E-02	1.53E-01	2.01E-02	
group_15823	9.39E-01	6.09E-01	7.32E-01	-5.24E-02	1.53E-01	2.01E-02	
group_15149	9.35E-01	7.11E-01	4.03E-01	-8.94E-02	1.07E-01	4.91E-02	
group_14817	9.28E-01	5.06E-03	9.23E-01	9.52E-03	9.78E-02	5.70E-03	
dinG~~~dnaQ	9.35E-01	7.11E-01	4.03E-01	-8.94E-02	1.07E-01	4.91E-02	
iclR~~~kipR	9.35E-01	4.47E-01	9.17E-01	-1.23E-02	1.18E-01	6.10E-03	
bdlA~~~pAS	9.35E-01	7.11E-01	4.03E-01	-8.94E-02	1.07E-01	4.91E-02	
group_13677	9.35E-01	7.11E-01	4.03E-01	-8.94E-02	1.07E-01	4.91E-02	
group_13676	9.35E-01	7.11E-01	4.03E-01	-8.94E-02	1.07E-01	4.91E-02	
cdhR~~~glxA~~~rhaS	9.35E-01	7.11E-01	4.03E-01	-8.94E-02	1.07E-01	4.91E-02	
group_11996	9.39E-01	6.09E-01	4.78E-01	-1.22E-01	1.71E-01	4.16E-02	
group_11576	9.39E-01	6.09E-01	9.56E-01	6.67E-03	1.20E-01	3.25E-03	
glnK	9.28E-01	6.65E-01	7.88E-01	-2.44E-02	9.08E-02	1.58E-02	
group_20925	9.32E-01	4.31E-01	6.48E-01	-4.41E-02	9.64E-02	2.68E-02	
group_20719	9.35E-01	1.34E-01	2.07E-01	-1.51E-01	1.20E-01	7.39E-02	
group_20349	9.35E-01	7.11E-01	8.14E-01	-2.74E-02	1.16E-01	1.38E-02	
group_20113	9.35E-01	3.50E-01	6.73E-02	-3.31E-01	1.80E-01	1.07E-01	
group_18810	9.35E-01	3.50E-01	5.70E-01	8.02E-02	1.41E-01	3.33E-02	
group_18678	9.32E-01	7.52E-01	7.73E-01	-4.20E-02	1.45E-01	1.69E-02	
group_18529	9.32E-01	4.87E-02	1.14E-01	3.35E-01	2.12E-01	9.24E-02	bad-chisq
group_18360	9.35E-01	3.50E-01	5.70E-01	8.03E-02	1.41E-01	3.33E-02	
tssM~~~icmF	9.32E-01	4.87E-02	1.14E-01	3.35E-01	2.12E-01	9.24E-02	bad-chisq
group_18208	9.35E-01	7.11E-01	4.00E-01	-1.77E-01	2.10E-01	4.94E-02	
group_18096	9.32E-01	1.56E-01	4.14E-01	1.80E-01	2.20E-01	4.79E-02	
kefA~~~mscS~~~mscK	9.32E-01	4.31E-01	2.19E-01	-1.28E-01	1.04E-01	7.20E-02	
group_16748	9.32E-01	1.56E-01	4.50E-01	1.66E-01	2.20E-01	4.43E-02	
cytB	9.28E-01	9.15E-01	6.85E-01	-3.59E-02	8.85E-02	2.38E-02	
group_16234	9.39E-01	6.09E-01	9.29E-01	1.33E-02	1.49E-01	5.23E-03	
yhdG~~~ybaT	9.35E-01	3.50E-01	4.12E-01	-1.25E-01	1.52E-01	4.81E-02	
group_15959	9.35E-01	7.11E-01	7.68E-01	-4.31E-02	1.46E-01	1.73E-02	
group_15881	9.35E-01	7.11E-01	8.29E-01	-3.09E-02	1.42E-01	1.27E-02	
ugpQ	9.25E-01	8.71E-03	6.13E-01	4.92E-02	9.72E-02	2.97E-02	
rlmJ	9.25E-01	8.71E-03	6.13E-01	4.92E-02	9.72E-02	2.97E-02	
yadH	9.35E-01	3.50E-01	4.29E-01	-1.10E-01	1.39E-01	4.63E-02	
eutE	9.25E-01	8.71E-03	3.86E-01	-8.27E-02	9.53E-02	5.08E-02	
group_13943	9.39E-01	6.09E-01	4.78E-01	-1.22E-01	1.71E-01	4.16E-02	
amtB	9.25E-01	2.84E-01	5.88E-01	4.78E-02	8.81E-02	3.18E-02	
mdtC~~~lysR~~~cynR	9.28E-01	3.31E-01	7.04E-01	-7.29E-02	1.92E-01	2.23E-02	
group_21074	9.28E-01	3.31E-01	7.04E-01	-7.29E-02	1.92E-01	2.23E-02	
group_21066	9.28E-01	3.31E-01	7.04E-01	-7.29E-02	1.92E-01	2.23E-02	
group_20526	9.28E-01	6.65E-01	4.30E-01	-1.51E-01	1.92E-01	4.62E-02	
dapA~~~yagE	9.28E-01	9.15E-01	6.90E-01	-4.33E-02	1.08E-01	2.34E-02	
group_19420	9.28E-01	9.15E-01	6.90E-01	-4.33E-02	1.08E-01	2.34E-02	
group_19104	9.28E-01	5.18E-01	2.04E-01	1.31E-01	1.03E-01	7.44E-02	
group_18962	9.39E-01	6.09E-01	4.89E-01	-1.25E-01	1.80E-01	4.06E-02	
group_18656	9.28E-01	4.03E-02	4.32E-02	3.76E-01	1.85E-01	1.18E-01	bad-chisq
tssA~~~impA	9.28E-01	1.31E-01	4.56E-01	1.39E-01	1.86E-01	4.37E-02	
group_18397	9.28E-01	4.03E-02	1.30E-01	2.84E-01	1.88E-01	8.86E-02	bad-chisq
group_16580	9.25E-01	2.84E-01	5.24E-01	6.85E-02	1.07E-01	3.74E-02	
group_16036	9.22E-01	8.93E-01	7.10E-01	3.43E-02	9.24E-02	2.18E-02	
group_15501	9.35E-01	7.11E-01	4.35E-01	-1.42E-01	1.81E-01	4.57E-02	
alkP~~~mdoB	9.28E-01	2.36E-01	5.51E-02	-2.65E-01	1.37E-01	1.12E-01	
group_15184	9.28E-01	2.36E-01	9.02E-01	-1.38E-02	1.13E-01	7.19E-03	
group_15048	9.22E-01	8.93E-01	4.40E-01	-9.34E-02	1.21E-01	4.53E-02	
prdF	9.28E-01	6.65E-01	9.87E-01	-1.62E-03	1.01E-01	9.45E-04	
group_14640	9.28E-01	6.65E-01	9.87E-01	-1.62E-03	1.01E-01	9.45E-04	
potB~~~potA	9.28E-01	6.65E-01	9.87E-01	-1.62E-03	1.01E-01	9.45E-04	
ftsB	9.22E-01	2.43E-01	4.40E-01	6.63E-02	8.59E-02	4.53E-02	
group_21075	9.25E-01	2.84E-01	8.06E-01	4.22E-02	1.72E-01	1.44E-02	
ydaF	9.35E-01	7.11E-01	9.98E-01	4.01E-04	1.60E-01	1.47E-04	
group_19610	9.28E-01	3.31E-01	6.75E-01	5.44E-02	1.29E-01	2.46E-02	
group_19593	9.25E-01	6.09E-01	3.66E-01	-9.57E-02	1.06E-01	5.30E-02	
group_19116	9.22E-01	9.18E-02	1.89E-01	1.15E-01	8.78E-02	7.69E-02	
group_18949	9.25E-01	7.92E-03	3.08E-02	2.46E-01	1.13E-01	1.26E-01	bad-chisq
group_18427	9.25E-01	5.86E-01	5.06E-01	6.26E-02	9.39E-02	3.90E-02	
araC~~~ftrA~~~rhaS	9.28E-01	6.65E-01	3.22E-01	1.43E-01	1.44E-01	5.80E-02	
yeaO	9.25E-01	1.10E-01	1.13E-01	2.00E-01	1.26E-01	9.27E-02	
group_17750	9.35E-01	7.11E-01	5.91E-01	-1.37E-01	2.55E-01	3.15E-02	
group_16820	9.18E-01	2.07E-01	6.17E-01	4.23E-02	8.45E-02	2.93E-02	
group_16763	9.25E-01	2.84E-01	2.91E-01	1.83E-01	1.72E-01	6.19E-02	
group_15987	9.25E-01	5.86E-01	7.13E-01	-3.75E-02	1.02E-01	2.16E-02	
group_15807	9.25E-01	2.84E-01	5.32E-01	9.55E-02	1.53E-01	3.67E-02	
group_15460	9.25E-01	5.86E-01	9.49E-01	-6.15E-03	9.58E-02	3.76E-03	
group_13477	9.25E-01	2.84E-01	5.23E-01	1.10E-01	1.72E-01	3.74E-02	
group_12874	9.25E-01	2.84E-01	5.23E-01	1.10E-01	1.72E-01	3.74E-02	
betI~~~acrR~~~tetR	9.25E-01	1.10E-01	4.07E-01	1.06E-01	1.28E-01	4.86E-02	
alaC	9.18E-01	2.07E-01	8.39E-01	1.74E-02	8.58E-02	1.19E-02	
pflA	9.22E-01	5.15E-01	3.77E-01	-1.47E-01	1.67E-01	5.18E-02	
group_20534	9.22E-01	9.18E-02	1.58E-01	2.27E-01	1.60E-01	8.27E-02	
group_20373	9.22E-01	9.18E-02	1.58E-01	2.27E-01	1.60E-01	8.27E-02	
group_20372	9.22E-01	9.18E-02	1.58E-01	2.27E-01	1.60E-01	8.27E-02	
group_20148	9.22E-01	9.18E-02	1.58E-01	2.27E-01	1.60E-01	8.27E-02	
group_20122	9.22E-01	9.18E-02	1.58E-01	2.27E-01	1.60E-01	8.27E-02	
group_20120	9.22E-01	9.18E-02	1.58E-01	2.27E-01	1.60E-01	8.27E-02	
group_19807	9.22E-01	9.18E-02	1.58E-01	2.27E-01	1.60E-01	8.27E-02	
group_19788	9.28E-01	6.65E-01	3.86E-01	1.32E-01	1.52E-01	5.09E-02	
yciW1	9.22E-01	9.18E-02	1.58E-01	2.27E-01	1.60E-01	8.27E-02	
group_19674	9.22E-01	5.15E-01	2.69E-01	1.21E-01	1.09E-01	6.48E-02	
group_19459	9.22E-01	8.93E-01	7.90E-01	-2.81E-02	1.05E-01	1.57E-02	
hlyD~~~emrA	9.15E-01	3.93E-01	8.87E-01	-1.21E-02	8.47E-02	8.35E-03	
group_18259	9.22E-01	8.93E-01	9.19E-01	9.55E-03	9.34E-02	5.99E-03	
sciT~~~tagF	9.22E-01	9.18E-02	1.94E-01	2.00E-01	1.54E-01	7.61E-02	
group_18180	9.32E-01	8.14E-01	8.13E-01	-5.04E-02	2.13E-01	1.39E-02	
ttgC~~~nodT~~~oprM	9.22E-01	7.02E-01	1.73E-01	-1.19E-01	8.69E-02	7.98E-02	
group_18122	9.32E-01	8.14E-01	8.13E-01	-5.04E-02	2.13E-01	1.39E-02	
group_17953	9.32E-01	8.14E-01	8.13E-01	-5.04E-02	2.13E-01	1.39E-02	
group_17860	9.32E-01	8.14E-01	8.13E-01	-5.04E-02	2.13E-01	1.39E-02	
group_16877	9.22E-01	9.18E-02	2.36E-02	2.32E-01	1.02E-01	1.32E-01	
group_16715	9.25E-01	6.09E-01	6.33E-01	-5.78E-02	1.21E-01	2.80E-02	
group_15587	9.28E-01	9.15E-01	9.71E-01	-5.49E-03	1.51E-01	2.13E-03	
group_14756	9.25E-01	6.09E-01	1.51E-01	-2.10E-01	1.46E-01	8.42E-02	
group_14103	9.32E-01	8.14E-01	6.78E-01	5.80E-02	1.39E-01	2.44E-02	
lysR~~~cynR~~~argP	9.15E-01	6.42E-02	1.35E-01	1.27E-01	8.49E-02	8.76E-02	
tctC~~~iclR	9.22E-01	5.15E-01	3.74E-01	9.86E-02	1.11E-01	5.21E-02	
bcp	9.15E-01	1.76E-01	7.71E-01	2.46E-02	8.44E-02	1.71E-02	
group_9120	9.32E-01	8.14E-01	9.11E-01	1.78E-02	1.60E-01	6.52E-03	
hcp	9.18E-01	2.07E-01	4.50E-01	1.09E-01	1.44E-01	4.43E-02	
group_21070	9.18E-01	2.07E-01	9.76E-01	4.73E-03	1.56E-01	1.77E-03	
group_21067	9.18E-01	2.07E-01	9.76E-01	4.73E-03	1.56E-01	1.77E-03	
pigC~~~cmdD~~~kdpD	9.18E-01	4.50E-01	5.17E-01	-9.93E-02	1.53E-01	3.80E-02	
group_21037	9.18E-01	4.50E-01	5.17E-01	-9.93E-02	1.53E-01	3.80E-02	
group_19689	9.22E-01	8.93E-01	9.67E-01	-4.83E-03	1.15E-01	2.45E-03	
group_19202	9.28E-01	5.18E-01	1.87E-01	-2.71E-01	2.05E-01	7.73E-02	
ccmA~~~yadH~~~ybhF	9.11E-01	3.41E-01	8.86E-01	1.18E-02	8.28E-02	8.38E-03	
ushA	9.18E-01	4.50E-01	2.35E-01	1.32E-01	1.11E-01	6.96E-02	
group_17954	9.28E-01	9.15E-01	9.09E-01	2.15E-02	1.88E-01	6.70E-03	
group_17498	9.18E-01	4.50E-01	5.87E-01	8.00E-02	1.47E-01	3.19E-02	
group_17483	9.28E-01	5.18E-01	1.54E-01	-2.90E-01	2.03E-01	8.35E-02	
group_16841	9.18E-01	2.07E-01	2.79E-01	1.59E-01	1.46E-01	6.34E-02	
group_15779	9.11E-01	4.73E-02	6.15E-01	4.42E-02	8.79E-02	2.95E-02	
yhhY	9.28E-01	6.65E-01	7.86E-01	4.60E-02	1.69E-01	1.59E-02	
