variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
group_19126	9.49E-01	3.32E-01	1.10E-01	-1.65E-01	1.03E-01	9.29E-02	
group_19077	9.49E-01	3.74E-02	8.93E-01	-1.44E-02	1.07E-01	7.86E-03	
group_17951	9.49E-01	7.08E-02	6.32E-01	5.37E-02	1.12E-01	2.79E-02	
group_15588	9.49E-01	7.08E-02	1.43E-01	-3.82E-01	2.60E-01	8.53E-02	
djlA~~~terB	9.49E-01	7.08E-02	3.15E-01	1.04E-01	1.03E-01	5.85E-02	
group_15159	9.49E-01	2.11E-01	4.81E-01	-1.62E-01	2.30E-01	4.11E-02	
group_15143	9.49E-01	3.74E-02	2.08E-02	-2.43E-01	1.05E-01	1.34E-01	
cytC556	9.49E-01	8.88E-01	7.28E-01	-3.58E-02	1.03E-01	2.02E-02	
group_14433	9.49E-01	8.88E-01	6.87E-01	-4.19E-02	1.04E-01	2.35E-02	
group_14158	9.49E-01	4.87E-01	7.69E-01	-3.16E-02	1.07E-01	1.71E-02	
rfaD	9.49E-01	8.36E-03	2.50E-01	1.21E-01	1.05E-01	6.70E-02	
purA	9.49E-01	4.87E-01	4.30E-01	-8.03E-02	1.02E-01	4.59E-02	
group_9147	9.49E-01	1.78E-04	6.41E-01	5.07E-02	1.09E-01	2.72E-02	
group_19672	9.49E-01	8.88E-01	6.89E-01	-5.74E-02	1.43E-01	2.33E-02	
group_19630	9.49E-01	8.88E-01	6.67E-01	-6.66E-02	1.55E-01	2.51E-02	
group_19463	9.49E-01	7.08E-02	8.19E-01	4.03E-02	1.77E-01	1.33E-02	
group_19422	9.46E-01	7.45E-01	8.60E-02	1.73E-01	1.00E-01	9.98E-02	
group_17888	9.49E-01	7.08E-02	7.32E-01	-6.06E-02	1.77E-01	2.00E-02	
perM~~~ydiK	9.46E-01	7.45E-01	6.60E-01	-4.50E-02	1.02E-01	2.56E-02	
group_16848	9.46E-01	1.96E-01	1.96E-01	-1.27E-01	9.83E-02	7.53E-02	
group_16832	9.46E-01	5.22E-02	7.82E-01	-5.58E-02	2.02E-01	1.61E-02	
nIF3	9.49E-01	4.87E-01	7.15E-01	3.72E-02	1.02E-01	2.13E-02	
group_16783	9.46E-01	7.45E-01	6.62E-01	-4.40E-02	1.01E-01	2.55E-02	
group_15985	9.49E-01	7.08E-02	8.23E-01	3.64E-02	1.63E-01	1.31E-02	
group_15964	9.49E-01	7.08E-02	8.23E-01	3.64E-02	1.63E-01	1.31E-02	
group_15953	9.46E-01	5.67E-04	7.45E-01	3.32E-02	1.02E-01	1.89E-02	
group_15952	9.49E-01	7.08E-02	8.23E-01	3.64E-02	1.63E-01	1.31E-02	
group_15938	9.49E-01	7.08E-02	8.23E-01	3.64E-02	1.63E-01	1.31E-02	
tex	9.46E-01	1.61E-01	5.65E-01	5.84E-02	1.01E-01	3.35E-02	
group_15218	9.49E-01	6.78E-01	6.10E-01	-6.69E-02	1.31E-01	2.97E-02	
group_15200	9.49E-01	2.11E-01	5.49E-01	7.18E-02	1.20E-01	3.49E-02	
group_15078	9.46E-01	7.45E-01	6.78E-01	-4.13E-02	9.95E-02	2.42E-02	
vacB	9.46E-01	1.96E-01	3.38E-01	-9.37E-02	9.77E-02	5.58E-02	
sfcA	9.46E-01	4.52E-01	7.20E-01	3.59E-02	1.00E-01	2.09E-02	
fliJ	9.46E-01	1.31E-02	4.43E-02	2.01E-01	9.97E-02	1.17E-01	bad-chisq
plcC	9.46E-01	1.61E-01	7.20E-01	-7.05E-02	1.97E-01	2.09E-02	
yhfF	9.49E-01	2.11E-01	4.93E-01	-1.28E-01	1.87E-01	3.99E-02	
group_13036	9.49E-01	7.08E-02	5.73E-01	-1.19E-01	2.12E-01	3.28E-02	
group_12948	9.49E-01	7.08E-02	9.33E-01	-1.67E-02	1.99E-01	4.88E-03	
group_12292	9.49E-01	7.08E-02	5.73E-01	-1.19E-01	2.12E-01	3.28E-02	
livM~~~livH	9.49E-01	7.08E-02	5.73E-01	-1.19E-01	2.12E-01	3.28E-02	
group_11799	9.46E-01	1.31E-02	6.86E-01	-9.03E-02	2.23E-01	2.36E-02	bad-chisq
group_11745	9.49E-01	4.87E-01	1.68E-01	-2.37E-01	1.72E-01	8.02E-02	
group_11617	9.46E-01	3.88E-01	8.02E-01	-2.56E-02	1.02E-01	1.46E-02	
group_11351	9.49E-01	7.08E-02	5.73E-01	-1.19E-01	2.12E-01	3.28E-02	
group_10492	9.49E-01	4.87E-01	1.69E-01	-2.37E-01	1.72E-01	8.01E-02	
group_8741	9.46E-01	4.52E-01	1.32E-01	-1.49E-01	9.88E-02	8.75E-02	
group_21136	9.46E-01	3.88E-01	9.76E-01	-4.50E-03	1.52E-01	1.73E-03	
group_21126	9.49E-01	3.53E-03	3.83E-01	2.63E-01	3.00E-01	5.08E-02	bad-chisq
group_20880	9.49E-01	7.08E-02	9.95E-01	-9.69E-04	1.61E-01	3.49E-04	
group_20879	9.49E-01	7.08E-02	9.95E-01	-9.69E-04	1.61E-01	3.49E-04	
group_20878	9.49E-01	7.08E-02	9.95E-01	-9.69E-04	1.61E-01	3.49E-04	
group_20809	9.43E-01	3.06E-01	3.91E-01	-1.08E-01	1.25E-01	5.00E-02	
group_20761	9.43E-01	3.06E-01	3.91E-01	-1.08E-01	1.25E-01	5.00E-02	
group_20715	9.43E-01	3.06E-01	3.91E-01	-1.08E-01	1.25E-01	5.00E-02	
group_20713	9.43E-01	3.06E-01	3.91E-01	-1.08E-01	1.25E-01	5.00E-02	
mdtD~~~emrB	9.49E-01	4.87E-01	4.51E-01	-1.27E-01	1.68E-01	4.39E-02	
ankX~~~aNKYR	9.43E-01	2.51E-05	9.84E-02	-1.63E-01	9.86E-02	9.61E-02	
group_19728	9.49E-01	7.08E-02	1.85E-01	-2.56E-01	1.93E-01	7.71E-02	
group_19387	9.49E-01	1.82E-02	8.32E-01	-6.30E-02	2.96E-01	1.24E-02	bad-chisq
ybjG~~~pgpB	9.43E-01	9.80E-01	8.79E-01	1.50E-02	9.87E-02	8.85E-03	
group_18877	9.49E-01	1.82E-02	8.35E-01	-6.19E-02	2.96E-01	1.22E-02	bad-chisq
group_18872	9.49E-01	7.08E-02	2.06E-01	-2.35E-01	1.86E-01	7.36E-02	
group_18748	9.46E-01	3.88E-01	7.58E-01	-4.60E-02	1.49E-01	1.80E-02	
group_18741	9.49E-01	1.82E-02	5.17E-01	-1.29E-01	1.98E-01	3.78E-02	bad-chisq
rutB~~~yecD	9.49E-01	1.82E-02	8.32E-01	-6.30E-02	2.96E-01	1.24E-02	bad-chisq
group_18169	9.49E-01	1.82E-02	8.31E-01	-6.32E-02	2.96E-01	1.24E-02	bad-chisq
group_18168	9.49E-01	1.82E-02	8.31E-01	-6.32E-02	2.96E-01	1.24E-02	bad-chisq
group_17942	9.49E-01	1.82E-02	8.31E-01	-6.32E-02	2.96E-01	1.24E-02	bad-chisq
group_17681	9.49E-01	1.82E-02	2.63E-01	-3.38E-01	3.01E-01	6.51E-02	bad-chisq
group_17552	9.43E-01	9.80E-01	7.37E-01	-3.36E-02	9.98E-02	1.96E-02	
group_17480	9.49E-01	1.82E-02	8.32E-01	-6.30E-02	2.96E-01	1.24E-02	bad-chisq
group_17423	9.49E-01	1.82E-02	8.32E-01	-6.30E-02	2.96E-01	1.24E-02	bad-chisq
group_17263	9.49E-01	1.82E-02	2.63E-01	-3.38E-01	3.01E-01	6.51E-02	bad-chisq
group_16942	9.49E-01	1.82E-02	2.63E-01	-3.38E-01	3.01E-01	6.51E-02	bad-chisq
group_16937	9.46E-01	7.45E-01	3.55E-01	-1.41E-01	1.52E-01	5.38E-02	
trmL	9.43E-01	9.50E-03	4.74E-01	8.42E-02	1.18E-01	4.17E-02	bad-chisq
group_15600	9.49E-01	2.11E-01	6.85E-01	-6.47E-02	1.60E-01	2.36E-02	
group_15577	9.46E-01	5.22E-02	4.54E-01	1.04E-01	1.39E-01	4.36E-02	
group_15337	9.43E-01	3.85E-02	2.73E-01	1.13E-01	1.03E-01	6.38E-02	
nagR	9.49E-01	7.08E-02	9.53E-01	-9.51E-03	1.60E-01	3.46E-03	
group_15083	9.46E-01	8.30E-01	7.31E-01	4.29E-02	1.25E-01	2.01E-02	
group_15025	9.49E-01	7.08E-02	9.53E-01	-9.51E-03	1.60E-01	3.46E-03	
group_14981	9.49E-01	4.87E-01	4.08E-01	-1.14E-01	1.38E-01	4.82E-02	
group_14881	9.49E-01	7.08E-02	9.53E-01	-9.51E-03	1.60E-01	3.46E-03	
group_14683	9.49E-01	7.08E-02	9.53E-01	-9.51E-03	1.60E-01	3.46E-03	
group_14666	9.46E-01	1.31E-02	6.00E-01	8.34E-02	1.59E-01	3.05E-02	bad-chisq
group_14643	9.43E-01	2.16E-06	5.15E-02	-1.90E-01	9.71E-02	1.13E-01	
group_14419	9.49E-01	7.08E-02	9.53E-01	-9.51E-03	1.60E-01	3.46E-03	
group_14404	9.46E-01	1.31E-02	6.00E-01	8.34E-02	1.59E-01	3.05E-02	bad-chisq
atoC~~~dctD	9.46E-01	1.61E-01	9.15E-01	-1.66E-02	1.55E-01	6.22E-03	
group_14144	9.49E-01	7.08E-02	9.53E-01	-9.51E-03	1.60E-01	3.46E-03	
group_14132	9.46E-01	1.31E-02	6.00E-01	8.34E-02	1.59E-01	3.05E-02	bad-chisq
group_13764	9.49E-01	7.08E-02	9.53E-01	-9.51E-03	1.60E-01	3.46E-03	
group_13749	9.46E-01	1.31E-02	6.00E-01	8.34E-02	1.59E-01	3.05E-02	bad-chisq
group_13708	9.46E-01	5.22E-02	3.25E-01	-1.89E-01	1.92E-01	5.73E-02	
group_13592	9.49E-01	7.08E-02	5.73E-01	-1.19E-01	2.12E-01	3.28E-02	
tapA	9.46E-01	5.22E-02	1.42E-01	-2.52E-01	1.71E-01	8.54E-02	
group_10979	9.46E-01	7.45E-01	5.09E-02	-2.86E-01	1.46E-01	1.13E-01	
group_10510	9.43E-01	9.80E-01	9.68E-01	-4.13E-03	1.03E-01	2.34E-03	
group_21129	9.46E-01	2.54E-03	2.27E-01	3.20E-01	2.64E-01	7.04E-02	bad-chisq
hdfR~~~argP~~~lysR	9.46E-01	2.54E-03	2.27E-01	3.20E-01	2.64E-01	7.04E-02	bad-chisq
group_20856	9.46E-01	5.22E-02	9.87E-01	2.42E-03	1.52E-01	9.23E-04	
group_19757	9.46E-01	5.22E-02	2.19E-01	-2.22E-01	1.80E-01	7.16E-02	
group_19746	9.46E-01	5.22E-02	2.19E-01	-2.22E-01	1.80E-01	7.16E-02	
ompR~~~phoP~~~baeR~~~mprA	9.46E-01	5.22E-02	2.19E-01	-2.22E-01	1.80E-01	7.16E-02	
group_19740	9.46E-01	5.22E-02	2.19E-01	-2.22E-01	1.80E-01	7.16E-02	
group_19739	9.46E-01	7.45E-01	8.41E-01	2.68E-02	1.33E-01	1.17E-02	
group_19660	9.46E-01	5.22E-02	1.79E-01	-3.13E-01	2.32E-01	7.81E-02	
group_19592	9.46E-01	5.22E-02	1.79E-01	-3.13E-01	2.32E-01	7.81E-02	
ubiK	9.39E-01	8.77E-01	9.23E-01	9.23E-03	9.52E-02	5.64E-03	
ogt	9.39E-01	8.77E-01	7.69E-01	2.83E-02	9.60E-02	1.71E-02	
group_18663	9.46E-01	1.31E-02	1.97E-01	3.00E-01	2.32E-01	7.50E-02	bad-chisq
lutR~~~gntR~~~fadR	9.46E-01	1.31E-02	9.74E-01	-7.70E-03	2.39E-01	1.88E-03	bad-chisq
group_16687	9.39E-01	7.22E-01	6.71E-01	-3.96E-02	9.30E-02	2.48E-02	
degQ~~~degS	9.43E-01	3.06E-01	6.87E-01	3.91E-02	9.70E-02	2.35E-02	
luxN~~~atoC	9.46E-01	5.22E-02	3.86E-02	-4.87E-01	2.34E-01	1.20E-01	
pbuX~~~xanP	9.43E-01	9.80E-01	5.57E-02	-2.26E-01	1.18E-01	1.11E-01	
group_15461	9.46E-01	1.31E-02	3.77E-01	-2.08E-01	2.35E-01	5.14E-02	bad-chisq
group_15352	9.46E-01	1.31E-02	3.77E-01	-2.08E-01	2.35E-01	5.14E-02	bad-chisq
group_15219	9.46E-01	1.31E-02	3.77E-01	-2.08E-01	2.35E-01	5.14E-02	bad-chisq
group_15110	9.46E-01	7.45E-01	3.50E-01	-1.21E-01	1.30E-01	5.44E-02	
group_15087	9.46E-01	1.31E-02	3.77E-01	-2.08E-01	2.35E-01	5.14E-02	bad-chisq
group_15067	9.46E-01	2.54E-03	4.19E-01	2.31E-01	2.85E-01	4.71E-02	bad-chisq
group_14867	9.43E-01	9.50E-03	4.40E-01	1.14E-01	1.47E-01	4.50E-02	bad-chisq
group_14541	9.39E-01	8.77E-01	5.23E-01	-6.09E-02	9.53E-02	3.72E-02	
group_14517	9.43E-01	1.11E-01	2.01E-01	-1.38E-01	1.08E-01	7.45E-02	
group_13349	9.46E-01	5.22E-02	1.52E-01	-3.45E-01	2.41E-01	8.33E-02	
group_12463	9.46E-01	5.22E-02	8.99E-01	1.88E-02	1.48E-01	7.40E-03	
group_11941	9.43E-01	3.85E-02	8.85E-01	-2.82E-02	1.94E-01	8.45E-03	
group_11552	9.43E-01	3.85E-02	6.03E-01	9.16E-02	1.76E-01	3.03E-02	
group_11276	9.43E-01	1.22E-01	3.70E-01	-1.24E-01	1.39E-01	5.22E-02	
group_6268	9.43E-01	9.50E-03	7.58E-01	6.04E-02	1.96E-01	1.80E-02	bad-chisq
group_21130	9.43E-01	1.83E-03	2.08E-01	2.73E-01	2.17E-01	7.33E-02	bad-chisq
group_21127	9.39E-01	2.83E-02	6.49E-01	-8.25E-02	1.81E-01	2.65E-02	
group_20936	9.39E-01	2.83E-02	6.40E-01	7.30E-02	1.56E-01	2.73E-02	
group_20817	9.43E-01	6.18E-01	2.32E-01	-1.66E-01	1.39E-01	6.96E-02	
group_19624	9.43E-01	3.85E-02	2.97E-01	-2.11E-01	2.01E-01	6.08E-02	
group_18908	9.43E-01	3.85E-02	5.51E-01	-1.19E-01	1.99E-01	3.48E-02	
group_18854	9.43E-01	3.85E-02	7.18E-01	-7.53E-02	2.08E-01	2.11E-02	
yvaK	9.39E-01	2.40E-01	8.62E-01	-2.66E-02	1.53E-01	1.01E-02	
group_18081	9.43E-01	1.22E-01	3.94E-01	-1.25E-01	1.46E-01	4.97E-02	
group_18028	9.43E-01	1.83E-03	8.44E-01	6.18E-02	3.14E-01	1.15E-02	bad-chisq
group_17972	9.43E-01	9.50E-03	8.23E-01	-4.49E-02	2.01E-01	1.30E-02	bad-chisq
group_17807	9.43E-01	3.85E-02	3.94E-01	-1.70E-01	1.99E-01	4.97E-02	
group_17806	9.43E-01	1.83E-03	8.44E-01	6.18E-02	3.14E-01	1.15E-02	bad-chisq
group_17741	9.43E-01	1.83E-03	8.44E-01	6.18E-02	3.14E-01	1.15E-02	bad-chisq
group_17740	9.43E-01	1.83E-03	8.44E-01	6.18E-02	3.14E-01	1.15E-02	bad-chisq
group_17662	9.43E-01	9.50E-03	8.23E-01	-4.49E-02	2.01E-01	1.30E-02	bad-chisq
group_17467	9.43E-01	1.83E-03	8.44E-01	6.18E-02	3.14E-01	1.15E-02	bad-chisq
nrtD~~~tauB	9.43E-01	3.85E-02	9.35E-01	-1.55E-02	1.91E-01	4.72E-03	
group_17246	9.43E-01	9.50E-03	8.23E-01	-4.49E-02	2.01E-01	1.30E-02	bad-chisq
artM~~~hisP	9.43E-01	9.50E-03	8.23E-01	-4.49E-02	2.01E-01	1.30E-02	bad-chisq
group_15918	9.39E-01	5.07E-01	7.71E-01	-3.81E-02	1.31E-01	1.69E-02	
group_13654	9.36E-01	7.45E-01	5.54E-01	5.38E-02	9.07E-02	3.45E-02	
tatC	9.39E-01	2.40E-01	6.51E-01	4.30E-02	9.49E-02	2.64E-02	
group_13149	9.39E-01	6.86E-03	4.56E-01	1.03E-01	1.39E-01	4.34E-02	bad-chisq
ompV	9.43E-01	3.06E-01	3.03E-02	-3.85E-01	1.77E-01	1.26E-01	
msbA~~~cydC	9.39E-01	6.86E-03	7.53E-01	6.98E-02	2.22E-01	1.83E-02	bad-chisq
group_21088	9.33E-01	1.45E-01	1.72E-01	-2.18E-01	1.59E-01	7.95E-02	
group_20903	9.39E-01	9.22E-02	8.66E-01	-2.23E-02	1.32E-01	9.86E-03	
group_20855	9.39E-01	9.22E-02	5.11E-01	-8.89E-02	1.35E-01	3.83E-02	
group_20765	9.39E-01	5.07E-01	1.73E-01	-1.79E-01	1.31E-01	7.93E-02	
alaX	9.39E-01	7.22E-01	1.02E-01	-1.76E-01	1.07E-01	9.52E-02	
yqjC	9.33E-01	3.31E-01	9.85E-01	1.67E-03	9.09E-02	1.07E-03	
group_18555	9.36E-01	7.45E-01	2.00E-01	-1.43E-01	1.11E-01	7.46E-02	
group_18425	9.36E-01	7.45E-01	2.00E-01	-1.43E-01	1.11E-01	7.46E-02	
group_18424	9.36E-01	7.45E-01	2.00E-01	-1.43E-01	1.11E-01	7.46E-02	
group_18263	9.36E-01	7.45E-01	2.00E-01	-1.43E-01	1.11E-01	7.46E-02	
group_17848	9.33E-01	1.45E-01	6.38E-01	4.51E-02	9.57E-02	2.74E-02	
group_17646	9.39E-01	2.40E-01	6.30E-01	-7.71E-02	1.60E-01	2.80E-02	
group_15946	9.39E-01	6.86E-03	4.04E-01	1.48E-01	1.77E-01	4.86E-02	bad-chisq
group_15391	9.39E-01	6.86E-03	8.67E-01	2.99E-02	1.79E-01	9.73E-03	bad-chisq
group_15049	9.33E-01	5.20E-02	6.97E-01	-3.91E-02	1.00E-01	2.27E-02	
group_13175	9.39E-01	9.22E-02	9.06E-01	1.55E-02	1.30E-01	6.91E-03	
iclR~~~tctC	9.36E-01	4.95E-03	3.15E-01	1.68E-01	1.66E-01	5.86E-02	bad-chisq
metQ	9.39E-01	6.86E-03	4.69E-01	-1.61E-01	2.21E-01	4.22E-02	bad-chisq
glcE	9.36E-01	1.87E-01	7.84E-01	-3.06E-02	1.11E-01	1.60E-02	
group_11114	9.39E-01	6.86E-03	4.69E-01	-1.61E-01	2.21E-01	4.22E-02	bad-chisq
citB~~~rcsB~~~luxR	9.33E-01	1.52E-02	6.29E-01	9.00E-02	1.86E-01	2.82E-02	
yobV~~~yafY~~~pafB	9.33E-01	5.20E-02	9.66E-01	-6.00E-03	1.42E-01	2.46E-03	
group_20914	9.36E-01	6.94E-02	3.80E-01	-1.50E-01	1.71E-01	5.11E-02	
group_20786	9.36E-01	4.95E-03	3.58E-01	1.61E-01	1.75E-01	5.35E-02	bad-chisq
group_18897	9.36E-01	2.07E-02	1.27E-01	-3.19E-01	2.09E-01	8.87E-02	
group_18851	9.36E-01	4.95E-03	9.77E-01	5.62E-03	1.93E-01	1.69E-03	bad-chisq
group_18846	9.36E-01	2.07E-02	1.27E-01	-3.19E-01	2.09E-01	8.87E-02	
urcA~~~psiF	9.36E-01	6.94E-02	7.12E-01	-6.01E-02	1.62E-01	2.15E-02	
group_18567	9.36E-01	6.94E-02	6.02E-01	-8.34E-02	1.60E-01	3.04E-02	
group_18433	9.36E-01	6.94E-02	6.01E-01	-8.34E-02	1.60E-01	3.04E-02	
group_18379	9.33E-01	5.20E-02	8.94E-01	-2.48E-02	1.85E-01	7.79E-03	
group_18206	9.33E-01	5.20E-02	8.94E-01	-2.48E-02	1.85E-01	7.79E-03	
group_18124	9.39E-01	2.83E-02	4.73E-01	-1.42E-01	1.97E-01	4.18E-02	
group_17878	9.33E-01	5.20E-02	5.59E-01	-1.07E-01	1.82E-01	3.41E-02	
group_17877	9.33E-01	5.20E-02	5.59E-01	-1.07E-01	1.82E-01	3.41E-02	
group_17760	9.36E-01	5.03E-01	1.06E-02	-3.02E-01	1.17E-01	1.48E-01	
group_17545	9.33E-01	5.20E-02	5.59E-01	-1.07E-01	1.82E-01	3.41E-02	
group_17303	9.36E-01	2.07E-02	5.86E-01	-1.15E-01	2.10E-01	3.17E-02	
group_17072	9.33E-01	5.20E-02	5.59E-01	-1.07E-01	1.82E-01	3.41E-02	
group_17071	9.33E-01	5.20E-02	5.59E-01	-1.07E-01	1.82E-01	3.41E-02	
group_16868	9.33E-01	5.20E-02	5.59E-01	-1.07E-01	1.82E-01	3.41E-02	
group_16813	9.36E-01	5.03E-01	1.06E-02	-3.02E-01	1.17E-01	1.48E-01	
group_16029	9.29E-01	2.09E-01	6.31E-02	-1.84E-01	9.87E-02	1.08E-01	
lysR~~~gbpR~~~hdfR	9.33E-01	1.45E-01	1.49E-01	-2.01E-01	1.39E-01	8.39E-02	
group_16003	9.33E-01	1.45E-01	1.87E-01	-1.78E-01	1.35E-01	7.67E-02	
group_15930	9.36E-01	2.07E-02	8.68E-01	2.82E-02	1.69E-01	9.72E-03	
group_15905	9.36E-01	2.07E-02	8.68E-01	2.82E-02	1.69E-01	9.72E-03	
group_15855	9.36E-01	2.07E-02	8.68E-01	2.82E-02	1.69E-01	9.72E-03	
group_15823	9.36E-01	2.07E-02	8.68E-01	2.82E-02	1.69E-01	9.72E-03	
group_15149	9.36E-01	5.03E-01	1.06E-02	-3.02E-01	1.17E-01	1.48E-01	
group_14817	9.29E-01	4.37E-07	5.26E-01	-6.04E-02	9.51E-02	3.69E-02	
dinG~~~dnaQ	9.36E-01	5.03E-01	1.06E-02	-3.02E-01	1.17E-01	1.48E-01	
iclR~~~kipR	9.33E-01	1.52E-02	5.54E-01	7.29E-02	1.23E-01	3.45E-02	
bdlA~~~pAS	9.36E-01	5.03E-01	1.06E-02	-3.02E-01	1.17E-01	1.48E-01	
group_13677	9.36E-01	5.03E-01	1.06E-02	-3.02E-01	1.17E-01	1.48E-01	
group_13676	9.36E-01	5.03E-01	1.06E-02	-3.02E-01	1.17E-01	1.48E-01	
cdhR~~~glxA~~~rhaS	9.36E-01	5.03E-01	1.06E-02	-3.02E-01	1.17E-01	1.48E-01	
group_11996	9.36E-01	2.07E-02	8.11E-02	-3.68E-01	2.10E-01	1.01E-01	
group_11576	9.36E-01	2.07E-02	6.90E-01	4.98E-02	1.25E-01	2.32E-02	
glnK	9.29E-01	8.67E-01	8.67E-01	1.50E-02	8.90E-02	9.79E-03	
group_20925	9.29E-01	7.59E-01	7.90E-01	-2.57E-02	9.67E-02	1.55E-02	
group_20719	9.33E-01	5.20E-02	4.03E-01	-1.10E-01	1.32E-01	4.87E-02	
group_20349	9.33E-01	6.26E-01	1.11E-02	-3.09E-01	1.21E-01	1.47E-01	
group_20113	9.33E-01	1.52E-02	2.77E-01	-2.53E-01	2.33E-01	6.33E-02	
group_18810	9.33E-01	6.26E-01	3.17E-01	-1.50E-01	1.49E-01	5.83E-02	
group_18678	9.29E-01	1.12E-01	7.47E-01	-5.26E-02	1.63E-01	1.88E-02	
group_18529	9.29E-01	2.57E-03	8.59E-01	-5.92E-02	3.33E-01	1.04E-02	bad-chisq
group_18360	9.33E-01	3.31E-01	9.12E-01	1.66E-02	1.50E-01	6.46E-03	
tssM~~~icmF	9.29E-01	2.57E-03	8.59E-01	-5.92E-02	3.33E-01	1.04E-02	bad-chisq
group_18208	9.33E-01	3.57E-03	7.97E-01	-8.50E-02	3.31E-01	1.50E-02	bad-chisq
group_18096	9.29E-01	1.11E-02	1.23E-01	-4.56E-01	2.95E-01	8.96E-02	
kefA~~~mscS~~~mscK	9.33E-01	6.29E-01	1.29E-02	-2.87E-01	1.15E-01	1.44E-01	
group_16748	9.29E-01	1.11E-02	1.97E-01	-3.84E-01	2.97E-01	7.52E-02	
cytB	9.26E-01	5.47E-01	4.75E-01	-6.09E-02	8.52E-02	4.16E-02	
group_16234	9.36E-01	2.07E-02	7.56E-01	5.04E-02	1.62E-01	1.81E-02	
yhdG~~~ybaT	9.33E-01	5.20E-02	4.08E-01	-1.40E-01	1.69E-01	4.82E-02	
group_15959	9.33E-01	3.57E-03	4.15E-01	1.30E-01	1.59E-01	4.75E-02	bad-chisq
group_15881	9.33E-01	5.20E-02	6.23E-01	-7.59E-02	1.54E-01	2.86E-02	
ugpQ	9.26E-01	1.55E-07	4.34E-01	-7.39E-02	9.44E-02	4.55E-02	
rlmJ	9.26E-01	1.55E-07	4.34E-01	-7.39E-02	9.44E-02	4.55E-02	
yadH	9.33E-01	1.45E-01	2.02E-01	-1.89E-01	1.48E-01	7.42E-02	
eutE	9.26E-01	1.39E-02	9.89E-01	1.33E-03	9.64E-02	8.02E-04	
group_13943	9.36E-01	2.07E-02	8.11E-02	-3.68E-01	2.10E-01	1.01E-01	
amtB	9.26E-01	8.91E-01	8.44E-01	-1.71E-02	8.65E-02	1.15E-02	
mdtC~~~lysR~~~cynR	9.26E-01	8.07E-03	7.04E-01	-8.87E-02	2.33E-01	2.22E-02	
group_21074	9.26E-01	8.07E-03	7.04E-01	-8.87E-02	2.33E-01	2.22E-02	
group_21066	9.26E-01	8.07E-03	7.04E-01	-8.87E-02	2.33E-01	2.22E-02	
group_20526	9.26E-01	8.07E-03	2.61E-01	2.59E-01	2.30E-01	6.55E-02	
dapA~~~yagE	9.26E-01	8.54E-02	3.02E-01	-1.24E-01	1.20E-01	6.01E-02	
group_19420	9.26E-01	8.54E-02	3.02E-01	-1.24E-01	1.20E-01	6.01E-02	
group_19104	9.26E-01	4.60E-02	7.85E-01	-2.85E-02	1.04E-01	1.59E-02	
group_18962	9.33E-01	6.76E-04	5.06E-01	1.46E-01	2.20E-01	3.87E-02	bad-chisq
group_18656	9.26E-01	8.07E-03	6.71E-01	-1.05E-01	2.47E-01	2.47E-02	
tssA~~~impA	9.26E-01	8.07E-03	6.68E-01	-1.06E-01	2.47E-01	2.50E-02	
group_18397	9.26E-01	1.85E-03	9.90E-01	3.11E-03	2.57E-01	7.06E-04	bad-chisq
group_16580	9.23E-01	5.87E-03	4.68E-01	8.06E-02	1.11E-01	4.23E-02	
group_16036	9.23E-01	7.25E-02	4.71E-02	-1.86E-01	9.32E-02	1.15E-01	
group_15501	9.29E-01	2.57E-03	8.03E-01	-5.77E-02	2.32E-01	1.45E-02	bad-chisq
alkP~~~mdoB	9.26E-01	2.09E-01	2.48E-01	-1.82E-01	1.57E-01	6.72E-02	
group_15184	9.26E-01	1.26E-01	1.44E-01	-1.70E-01	1.16E-01	8.49E-02	
group_15048	9.23E-01	3.50E-01	8.66E-01	-2.36E-02	1.40E-01	9.81E-03	
prdF	9.29E-01	8.67E-01	2.06E-01	-1.39E-01	1.10E-01	7.36E-02	
group_14640	9.29E-01	8.67E-01	2.06E-01	-1.39E-01	1.10E-01	7.36E-02	
potB~~~potA	9.29E-01	8.67E-01	2.06E-01	-1.39E-01	1.10E-01	7.36E-02	
ftsB	9.23E-01	9.80E-01	5.67E-01	-4.91E-02	8.57E-02	3.34E-02	
group_21075	9.23E-01	2.14E-02	5.79E-01	-1.10E-01	1.97E-01	3.23E-02	
ydaF	9.29E-01	1.11E-02	3.52E-01	-1.76E-01	1.89E-01	5.42E-02	
group_19610	9.26E-01	8.54E-02	1.78E-01	-1.96E-01	1.45E-01	7.84E-02	
group_19593	9.23E-01	6.51E-02	3.23E-01	-1.16E-01	1.17E-01	5.75E-02	
group_19116	9.19E-01	4.76E-01	1.32E-01	-1.30E-01	8.58E-02	8.76E-02	
group_18949	9.23E-01	1.65E-01	2.03E-01	-1.77E-01	1.39E-01	7.41E-02	
group_18427	9.23E-01	9.80E-01	4.71E-01	6.68E-02	9.26E-02	4.20E-02	
araC~~~ftrA~~~rhaS	9.26E-01	1.85E-03	5.08E-01	1.12E-01	1.69E-01	3.86E-02	bad-chisq
yeaO	9.23E-01	2.14E-02	6.61E-01	6.76E-02	1.54E-01	2.55E-02	
group_17750	9.29E-01	4.84E-04	6.63E-01	1.95E-01	4.46E-01	2.54E-02	bad-chisq
