variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
group_16323	8.70E-01	1.55E-07	4.76E-02	4.78E-01	2.40E-01	1.14E-01	
group_15268	8.70E-01	1.13E-06	7.00E-01	4.80E-02	1.24E-01	2.24E-02	
group_15254	8.70E-01	1.13E-06	7.74E-01	-7.61E-02	2.65E-01	1.67E-02	
group_15169	8.70E-01	1.13E-06	8.61E-01	-4.23E-02	2.42E-01	1.01E-02	
group_14866	8.70E-01	1.13E-06	8.61E-01	-4.23E-02	2.42E-01	1.01E-02	
group_14796	8.70E-01	1.55E-07	4.76E-02	4.78E-01	2.40E-01	1.14E-01	
group_14663	8.70E-01	1.13E-06	8.61E-01	-4.23E-02	2.42E-01	1.01E-02	
group_14516	8.70E-01	1.13E-06	9.69E-01	-9.24E-03	2.39E-01	2.24E-03	
group_14402	8.70E-01	1.13E-06	8.61E-01	-4.23E-02	2.42E-01	1.01E-02	
group_14268	8.70E-01	1.55E-07	4.76E-02	4.78E-01	2.40E-01	1.14E-01	
rluF	8.70E-01	1.13E-06	8.61E-01	-4.23E-02	2.42E-01	1.01E-02	
group_13876	8.70E-01	1.13E-06	8.61E-01	-4.23E-02	2.42E-01	1.01E-02	
group_13674	8.70E-01	1.55E-07	5.96E-01	1.37E-01	2.59E-01	3.07E-02	
group_13627	8.70E-01	1.13E-06	8.12E-01	-5.70E-02	2.40E-01	1.38E-02	
group_13413	8.70E-01	1.13E-06	9.69E-01	-9.24E-03	2.39E-01	2.24E-03	
group_13385	8.70E-01	1.55E-07	3.02E-01	2.49E-01	2.41E-01	5.97E-02	
group_13303	8.70E-01	1.13E-06	6.56E-01	-1.16E-01	2.61E-01	2.58E-02	
nanR~~~gntR	8.70E-01	1.55E-07	6.85E-01	1.03E-01	2.53E-01	2.35E-02	
group_12988	8.70E-01	1.13E-06	7.88E-01	-6.75E-02	2.51E-01	1.56E-02	
group_12963	8.70E-01	1.55E-07	4.76E-02	4.78E-01	2.40E-01	1.14E-01	
group_12790	8.70E-01	1.13E-06	9.69E-01	-9.24E-03	2.39E-01	2.24E-03	
group_12755	8.70E-01	1.13E-06	9.69E-01	-9.24E-03	2.39E-01	2.24E-03	
rhaR~~~araC	8.70E-01	1.13E-06	7.54E-01	-8.54E-02	2.72E-01	1.82E-02	
group_12346	8.70E-01	1.13E-06	8.12E-01	-5.70E-02	2.40E-01	1.38E-02	
group_12336	8.70E-01	1.13E-06	3.33E-01	-2.68E-01	2.77E-01	5.60E-02	
group_12335	8.70E-01	1.84E-08	3.51E-01	2.56E-01	2.74E-01	5.41E-02	
group_12315	8.70E-01	1.55E-07	5.96E-01	1.37E-01	2.59E-01	3.07E-02	
group_12239	8.70E-01	1.55E-07	4.76E-02	4.78E-01	2.40E-01	1.14E-01	
group_12148	8.70E-01	1.13E-06	7.94E-01	-6.48E-02	2.47E-01	1.52E-02	
rhlE	8.73E-01	6.71E-01	9.01E-01	-8.02E-03	6.44E-02	7.21E-03	
group_11804	8.70E-01	1.13E-06	6.69E-01	-1.06E-01	2.49E-01	2.48E-02	
group_11755	8.70E-01	1.13E-06	7.54E-01	-8.54E-02	2.72E-01	1.82E-02	
group_11700	8.70E-01	1.55E-07	3.93E-02	4.90E-01	2.37E-01	1.19E-01	
group_11547	8.70E-01	1.13E-06	7.55E-01	-7.79E-02	2.50E-01	1.81E-02	
group_11411	8.70E-01	1.55E-07	3.98E-01	2.07E-01	2.44E-01	4.90E-02	
group_11261	8.70E-01	1.55E-07	4.76E-02	4.78E-01	2.40E-01	1.14E-01	
group_11252	8.70E-01	1.55E-07	4.76E-02	4.78E-01	2.40E-01	1.14E-01	
group_11231	8.70E-01	1.55E-07	4.76E-02	4.78E-01	2.40E-01	1.14E-01	
group_11141	8.70E-01	1.13E-06	7.94E-01	-6.48E-02	2.47E-01	1.52E-02	
group_11123	8.70E-01	1.13E-06	6.27E-01	-1.22E-01	2.51E-01	2.82E-02	
group_11003	8.70E-01	1.13E-06	8.79E-01	-3.71E-02	2.44E-01	8.80E-03	
group_10923	8.70E-01	1.55E-07	5.15E-01	1.65E-01	2.54E-01	3.77E-02	
group_10892	8.70E-01	1.13E-06	8.89E-01	-3.55E-02	2.54E-01	8.10E-03	
group_10602	8.70E-01	1.13E-06	8.08E-01	-5.85E-02	2.40E-01	1.41E-02	
group_10596	8.70E-01	1.13E-06	8.08E-01	-5.85E-02	2.40E-01	1.41E-02	
group_10524	8.70E-01	1.55E-07	2.92E-01	2.59E-01	2.45E-01	6.11E-02	
takP	8.70E-01	1.55E-07	6.52E-01	1.15E-01	2.55E-01	2.61E-02	
group_10506	8.70E-01	1.13E-06	7.54E-01	-8.54E-02	2.72E-01	1.82E-02	
group_10503	8.70E-01	1.55E-07	4.76E-02	4.78E-01	2.40E-01	1.14E-01	
yciH	8.70E-01	1.55E-07	4.76E-02	4.78E-01	2.40E-01	1.14E-01	
group_10469	8.70E-01	1.13E-06	2.36E-01	-3.06E-01	2.58E-01	6.86E-02	
group_10268	8.70E-01	1.13E-06	3.32E-01	-2.40E-01	2.47E-01	5.61E-02	
ydcR	8.70E-01	1.13E-06	8.12E-01	-5.70E-02	2.39E-01	1.38E-02	
group_10089	8.70E-01	1.55E-07	4.76E-02	4.78E-01	2.40E-01	1.14E-01	
group_10004	8.70E-01	1.13E-06	9.65E-01	-1.03E-02	2.38E-01	2.51E-03	
group_9997	8.70E-01	1.13E-06	8.12E-01	-5.70E-02	2.40E-01	1.38E-02	
group_9995	8.70E-01	1.55E-07	3.98E-01	2.07E-01	2.44E-01	4.90E-02	
group_9930	8.70E-01	1.55E-07	5.96E-01	1.37E-01	2.59E-01	3.07E-02	
group_9913	8.70E-01	1.13E-06	8.81E-01	-3.63E-02	2.42E-01	8.68E-03	
group_9900	8.70E-01	1.13E-06	8.79E-01	-3.71E-02	2.44E-01	8.80E-03	
group_9881	8.70E-01	1.13E-06	8.79E-01	-3.71E-02	2.44E-01	8.80E-03	
group_9880	8.70E-01	1.13E-06	8.79E-01	-3.71E-02	2.44E-01	8.80E-03	
group_9877	8.70E-01	1.13E-06	8.79E-01	-3.71E-02	2.44E-01	8.80E-03	
group_9694	8.70E-01	1.55E-07	4.76E-02	4.78E-01	2.40E-01	1.14E-01	
group_9693	8.70E-01	1.55E-07	4.76E-02	4.78E-01	2.40E-01	1.14E-01	
group_9652	8.70E-01	1.55E-07	4.76E-02	4.78E-01	2.40E-01	1.14E-01	
group_9531	8.70E-01	1.13E-06	7.94E-01	-6.48E-02	2.47E-01	1.52E-02	
group_9377	8.70E-01	1.13E-06	9.69E-01	-9.24E-03	2.39E-01	2.24E-03	
group_9375	8.70E-01	1.55E-07	3.98E-01	2.07E-01	2.44E-01	4.90E-02	
prsA~~~ppiC	8.70E-01	1.55E-07	3.98E-01	2.07E-01	2.44E-01	4.90E-02	
group_9202	8.70E-01	1.55E-07	5.15E-01	1.65E-01	2.54E-01	3.77E-02	
group_9129	8.70E-01	1.13E-06	1.55E-01	-3.50E-01	2.45E-01	8.23E-02	
ampC	8.70E-01	1.13E-06	9.69E-01	-9.24E-03	2.39E-01	2.24E-03	
group_8930	8.70E-01	1.55E-07	9.63E-01	-1.21E-02	2.61E-01	2.68E-03	
dan	8.70E-01	1.13E-06	8.61E-01	-4.23E-02	2.42E-01	1.01E-02	
gsiA~~~gsiD	8.70E-01	1.13E-06	8.61E-01	-4.23E-02	2.42E-01	1.01E-02	
group_8776	8.70E-01	1.13E-06	8.08E-01	-5.85E-02	2.40E-01	1.41E-02	
group_8775	8.70E-01	1.13E-06	8.08E-01	-5.85E-02	2.40E-01	1.41E-02	
group_8770	8.70E-01	1.13E-06	8.72E-01	-3.91E-02	2.42E-01	9.36E-03	
group_8622	8.70E-01	1.13E-06	7.54E-01	-8.54E-02	2.72E-01	1.82E-02	
group_8616	8.70E-01	1.55E-07	4.76E-02	4.78E-01	2.40E-01	1.14E-01	
group_8569	8.70E-01	1.13E-06	2.36E-01	-3.06E-01	2.58E-01	6.86E-02	
group_8568	8.70E-01	1.13E-06	2.36E-01	-3.06E-01	2.58E-01	6.86E-02	
group_8487	8.70E-01	1.13E-06	9.86E-02	-4.21E-01	2.54E-01	9.56E-02	
group_8462	8.70E-01	1.55E-07	7.00E-01	1.03E-01	2.67E-01	2.23E-02	
group_8454	8.70E-01	1.55E-07	3.93E-02	4.90E-01	2.37E-01	1.19E-01	
abaF~~~melB	8.70E-01	1.13E-06	8.08E-01	-5.85E-02	2.40E-01	1.41E-02	
group_8284	8.70E-01	1.13E-06	8.61E-01	-4.23E-02	2.42E-01	1.01E-02	
group_8074	8.70E-01	1.13E-06	6.69E-01	-1.06E-01	2.49E-01	2.48E-02	
group_8048	8.70E-01	1.13E-06	8.12E-01	-5.70E-02	2.40E-01	1.38E-02	
group_7993	8.70E-01	1.13E-06	8.12E-01	-5.70E-02	2.39E-01	1.38E-02	
group_7941	8.70E-01	1.55E-07	4.76E-02	4.78E-01	2.40E-01	1.14E-01	
group_7940	8.70E-01	1.55E-07	4.76E-02	4.78E-01	2.40E-01	1.14E-01	
group_7795	8.70E-01	1.13E-06	8.12E-01	-5.70E-02	2.40E-01	1.38E-02	
luxR~~~citB	8.70E-01	1.55E-07	3.98E-01	2.07E-01	2.44E-01	4.90E-02	
group_7603	8.70E-01	1.13E-06	8.79E-01	-3.71E-02	2.44E-01	8.80E-03	
group_7284	8.70E-01	1.55E-07	4.76E-02	4.78E-01	2.40E-01	1.14E-01	
moaA	8.70E-01	1.55E-07	3.98E-01	2.07E-01	2.44E-01	4.90E-02	
narI	8.70E-01	1.55E-07	3.98E-01	2.07E-01	2.44E-01	4.90E-02	
group_5885	8.70E-01	1.55E-07	3.04E-01	2.47E-01	2.40E-01	5.96E-02	
group_5826	8.70E-01	1.13E-06	8.61E-01	-4.23E-02	2.42E-01	1.01E-02	
group_5515	8.70E-01	1.13E-06	2.36E-01	-3.06E-01	2.58E-01	6.86E-02	
rfaQ	8.70E-01	1.55E-07	7.00E-01	1.03E-01	2.67E-01	2.23E-02	
narG~~~narZ	8.70E-01	1.55E-07	3.98E-01	2.07E-01	2.44E-01	4.90E-02	
group_5233	8.70E-01	1.55E-07	3.98E-01	2.07E-01	2.44E-01	4.90E-02	
group_5003	8.70E-01	1.55E-07	3.98E-01	2.07E-01	2.44E-01	4.90E-02	
group_4863	8.70E-01	1.13E-06	8.12E-01	-5.70E-02	2.40E-01	1.38E-02	
group_4816	8.70E-01	1.55E-07	4.97E-01	1.84E-01	2.70E-01	3.94E-02	
group_4801	8.70E-01	1.13E-06	5.53E-01	-1.48E-01	2.49E-01	3.44E-02	
lpxO	8.70E-01	1.13E-06	6.69E-01	-1.06E-01	2.49E-01	2.48E-02	
group_3608	8.70E-01	1.13E-06	8.79E-01	-3.71E-02	2.44E-01	8.80E-03	
narK	8.70E-01	1.55E-07	3.98E-01	2.07E-01	2.44E-01	4.90E-02	
group_2798	8.70E-01	1.55E-07	3.98E-01	2.07E-01	2.44E-01	4.90E-02	
yciC~~~yjiA~~~cobW	8.67E-01	1.35E-03	6.43E-01	5.94E-02	1.28E-01	2.69E-02	
group_20507	8.67E-01	2.51E-06	4.83E-01	-3.27E-01	4.65E-01	4.07E-02	
group_19802	8.67E-01	3.72E-07	8.23E-01	-4.53E-02	2.03E-01	1.29E-02	
group_19729	8.67E-01	3.72E-07	7.15E-01	7.62E-02	2.09E-01	2.12E-02	
group_19258	8.67E-01	2.51E-06	7.08E-01	-6.32E-02	1.68E-01	2.17E-02	
group_18448	8.67E-01	4.66E-03	8.61E-01	1.67E-02	9.53E-02	1.01E-02	
group_18444	8.67E-01	3.72E-07	4.76E-01	1.74E-01	2.44E-01	4.13E-02	
group_18287	8.67E-01	3.72E-07	4.76E-01	1.74E-01	2.44E-01	4.13E-02	
group_18149	8.67E-01	2.51E-06	7.62E-01	-6.19E-02	2.04E-01	1.75E-02	
papD~~~stdC	8.67E-01	2.51E-06	7.62E-01	-6.19E-02	2.04E-01	1.75E-02	
stdB~~~papC	8.67E-01	2.51E-06	7.62E-01	-6.19E-02	2.04E-01	1.75E-02	
group_17703	8.67E-01	2.51E-06	7.62E-01	-6.19E-02	2.04E-01	1.75E-02	
opuE	8.67E-01	1.48E-05	9.25E-01	1.42E-02	1.50E-01	5.48E-03	
qseB~~~basR	8.67E-01	2.51E-06	7.62E-01	-6.19E-02	2.04E-01	1.75E-02	
group_17268	8.67E-01	1.84E-01	2.43E-01	-1.29E-01	1.11E-01	6.76E-02	
group_17107	8.67E-01	2.51E-06	1.45E-01	-3.20E-01	2.19E-01	8.43E-02	
group_16948	8.67E-01	3.72E-07	8.23E-01	-4.53E-02	2.03E-01	1.29E-02	
group_16732	8.67E-01	4.80E-08	2.40E-02	4.59E-01	2.02E-01	1.30E-01	
group_16636	8.67E-01	1.84E-01	2.43E-01	-1.29E-01	1.11E-01	6.76E-02	
group_16500	8.67E-01	4.80E-08	2.40E-02	4.59E-01	2.02E-01	1.30E-01	
group_16441	8.67E-01	2.51E-06	8.70E-01	-3.23E-02	1.98E-01	9.45E-03	
group_16356	8.67E-01	2.51E-06	4.83E-01	-3.27E-01	4.65E-01	4.07E-02	
group_14219	8.67E-01	3.72E-07	9.72E-02	3.26E-01	1.96E-01	9.60E-02	
group_14085	8.67E-01	4.80E-08	1.38E-01	3.25E-01	2.18E-01	8.58E-02	
xylF	8.67E-01	3.72E-07	9.72E-02	3.26E-01	1.96E-01	9.60E-02	
group_13793	8.67E-01	1.84E-01	2.43E-01	-1.29E-01	1.11E-01	6.76E-02	
group_13624	8.67E-01	2.51E-06	8.08E-01	-4.78E-02	1.97E-01	1.41E-02	
group_13596	8.67E-01	2.51E-06	1.45E-01	-3.20E-01	2.19E-01	8.43E-02	
group_13496	8.67E-01	2.51E-06	7.27E-01	-7.10E-02	2.03E-01	2.02E-02	
group_13307	8.67E-01	3.72E-07	9.72E-02	3.26E-01	1.96E-01	9.60E-02	
group_13302	8.67E-01	3.72E-07	9.50E-01	-1.42E-02	2.27E-01	3.62E-03	
group_13145	8.67E-01	3.72E-07	4.82E-01	1.40E-01	2.00E-01	4.08E-02	
kpsT	8.67E-01	2.51E-06	7.27E-01	-7.10E-02	2.03E-01	2.02E-02	
otnI	8.67E-01	3.72E-07	8.74E-01	3.33E-02	2.10E-01	9.16E-03	
group_13008	8.67E-01	2.51E-06	7.62E-01	-6.19E-02	2.04E-01	1.75E-02	
group_12773	8.67E-01	2.51E-06	7.17E-01	-7.24E-02	2.00E-01	2.10E-02	
group_12539	8.67E-01	3.72E-07	9.72E-02	3.26E-01	1.96E-01	9.60E-02	
group_12396	8.67E-01	2.51E-06	7.27E-01	-7.10E-02	2.03E-01	2.02E-02	
group_12352	8.67E-01	4.80E-08	2.42E-01	2.46E-01	2.10E-01	6.78E-02	
group_12316	8.67E-01	2.51E-06	2.72E-01	-2.30E-01	2.09E-01	6.36E-02	
group_12312	8.67E-01	4.80E-08	2.42E-01	2.46E-01	2.10E-01	6.78E-02	
group_12298	8.67E-01	2.51E-06	1.45E-01	-3.20E-01	2.19E-01	8.43E-02	
denD	8.67E-01	3.72E-07	8.74E-01	3.33E-02	2.10E-01	9.16E-03	
group_12287	8.67E-01	3.72E-07	7.77E-01	5.76E-02	2.03E-01	1.65E-02	
group_12224	8.67E-01	4.80E-08	2.40E-02	4.59E-01	2.02E-01	1.30E-01	
group_11979	8.67E-01	2.51E-06	6.99E-01	-7.82E-02	2.02E-01	2.24E-02	
group_11690	8.67E-01	3.72E-07	9.72E-02	3.26E-01	1.96E-01	9.60E-02	
group_11659	8.67E-01	2.51E-06	2.72E-01	-2.30E-01	2.09E-01	6.36E-02	
group_11469	8.67E-01	3.72E-07	1.17E-01	3.27E-01	2.08E-01	9.08E-02	
group_11380	8.67E-01	4.80E-08	2.94E-01	2.25E-01	2.14E-01	6.08E-02	
ltnD	8.67E-01	3.72E-07	8.74E-01	3.33E-02	2.10E-01	9.16E-03	
group_11145	8.67E-01	3.72E-07	2.00E-01	2.56E-01	1.99E-01	7.43E-02	
group_11039	8.67E-01	4.80E-08	1.94E-01	2.67E-01	2.05E-01	7.53E-02	
smvA	8.67E-01	2.51E-06	2.72E-01	-2.30E-01	2.09E-01	6.36E-02	
ridA~~~yjgH	8.67E-01	3.72E-07	5.76E-01	1.14E-01	2.04E-01	3.24E-02	
group_10631	8.67E-01	2.51E-06	8.54E-01	-3.64E-02	1.98E-01	1.06E-02	
group_10436	8.67E-01	2.51E-06	8.71E-01	-3.22E-02	1.98E-01	9.41E-03	
group_10353	8.67E-01	2.51E-06	2.72E-01	-2.30E-01	2.09E-01	6.36E-02	
group_10350	8.67E-01	2.51E-06	2.72E-01	-2.30E-01	2.09E-01	6.36E-02	
group_10344	8.67E-01	2.51E-06	4.43E-01	-1.53E-01	1.98E-01	4.45E-02	
group_10309	8.67E-01	4.80E-08	1.94E-01	2.67E-01	2.05E-01	7.53E-02	
group_10196	8.67E-01	2.51E-06	8.69E-01	-3.30E-02	1.99E-01	9.59E-03	
group_10154	8.67E-01	2.51E-06	8.15E-01	-4.61E-02	1.97E-01	1.36E-02	
group_10150	8.67E-01	2.51E-06	6.99E-01	-7.82E-02	2.02E-01	2.24E-02	
group_10097	8.67E-01	3.72E-07	1.17E-01	3.27E-01	2.08E-01	9.08E-02	
group_9992	8.67E-01	2.51E-06	6.84E-01	-8.18E-02	2.01E-01	2.36E-02	
group_9810	8.67E-01	2.51E-06	7.62E-01	-6.19E-02	2.04E-01	1.75E-02	
group_9433	8.67E-01	3.72E-07	7.82E-01	5.63E-02	2.03E-01	1.61E-02	
group_9359	8.67E-01	2.51E-06	2.72E-01	-2.30E-01	2.09E-01	6.36E-02	
allS	8.67E-01	2.51E-06	2.72E-01	-2.30E-01	2.09E-01	6.36E-02	
group_9327	8.67E-01	2.51E-06	6.99E-01	-7.82E-02	2.02E-01	2.24E-02	
group_8838	8.67E-01	3.72E-07	4.22E-01	1.59E-01	1.97E-01	4.65E-02	
group_8777	8.67E-01	3.72E-07	5.90E-01	1.09E-01	2.02E-01	3.13E-02	
fUI1	8.67E-01	2.51E-06	1.45E-01	-3.20E-01	2.19E-01	8.43E-02	
group_8404	8.67E-01	2.51E-06	2.72E-01	-2.30E-01	2.09E-01	6.36E-02	
group_8379	8.67E-01	2.51E-06	6.84E-01	-8.18E-02	2.01E-01	2.36E-02	
group_8365	8.67E-01	2.51E-06	8.55E-01	-3.62E-02	1.98E-01	1.06E-02	
group_8340	8.67E-01	4.80E-08	1.94E-01	2.67E-01	2.05E-01	7.53E-02	
group_8338	8.67E-01	2.51E-06	6.84E-01	-8.18E-02	2.01E-01	2.36E-02	
group_8292	8.67E-01	2.51E-06	8.57E-01	-3.58E-02	1.98E-01	1.05E-02	
group_8043	8.67E-01	2.51E-06	6.99E-01	-7.82E-02	2.02E-01	2.24E-02	
group_7796	8.67E-01	2.51E-06	6.84E-01	-8.18E-02	2.01E-01	2.36E-02	
group_7654	8.67E-01	2.51E-06	5.92E-01	-1.11E-01	2.06E-01	3.11E-02	
group_7648	8.67E-01	2.51E-06	1.45E-01	-3.20E-01	2.19E-01	8.43E-02	
group_7253	8.67E-01	2.51E-06	2.04E-01	-2.59E-01	2.03E-01	7.35E-02	
btuB	8.67E-01	3.72E-07	7.51E-01	6.52E-02	2.05E-01	1.84E-02	
group_6687	8.67E-01	2.51E-06	2.72E-01	-2.30E-01	2.09E-01	6.36E-02	
group_6281	8.67E-01	2.51E-06	6.99E-01	-7.82E-02	2.02E-01	2.24E-02	
group_6152	8.67E-01	2.51E-06	6.84E-01	-8.18E-02	2.01E-01	2.36E-02	
group_5762	8.67E-01	3.72E-07	7.51E-01	6.52E-02	2.05E-01	1.84E-02	
group_5734	8.67E-01	2.51E-06	4.66E-01	-1.48E-01	2.03E-01	4.22E-02	
group_5502	8.67E-01	2.51E-06	6.99E-01	-7.82E-02	2.02E-01	2.24E-02	
group_5351	8.67E-01	2.51E-06	1.45E-01	-3.20E-01	2.19E-01	8.43E-02	
group_5293	8.67E-01	2.51E-06	6.84E-01	-8.18E-02	2.01E-01	2.36E-02	
group_5231	8.67E-01	2.51E-06	6.84E-01	-8.18E-02	2.01E-01	2.36E-02	
group_5152	8.67E-01	3.72E-07	6.63E-01	8.90E-02	2.04E-01	2.53E-02	
group_5149	8.67E-01	2.51E-06	4.88E-01	-1.38E-01	1.99E-01	4.02E-02	
group_4859	8.67E-01	2.51E-06	6.99E-01	-7.82E-02	2.02E-01	2.24E-02	
group_4711	8.67E-01	3.72E-07	4.83E-01	1.40E-01	2.00E-01	4.06E-02	
group_4586	8.67E-01	2.51E-06	6.99E-01	-7.82E-02	2.02E-01	2.24E-02	
metL1	8.67E-01	2.51E-06	4.12E-01	-1.67E-01	2.03E-01	4.75E-02	
murA	8.67E-01	2.51E-06	1.45E-01	-3.20E-01	2.19E-01	8.43E-02	
group_24374	8.63E-01	5.31E-06	7.93E-01	-4.59E-02	1.75E-01	1.52E-02	
group_21077	8.63E-01	2.91E-05	1.99E-01	2.14E-01	1.66E-01	7.44E-02	
group_21076	8.63E-01	2.91E-05	1.99E-01	2.14E-01	1.66E-01	7.44E-02	
group_18536	8.67E-01	1.35E-03	9.38E-01	8.69E-03	1.11E-01	4.53E-03	
yjdC	8.63E-01	5.31E-06	7.90E-01	-4.73E-02	1.77E-01	1.55E-02	
group_17906	8.63E-01	5.31E-06	4.49E-01	-1.32E-01	1.75E-01	4.39E-02	
group_17895	8.63E-01	5.31E-06	2.08E-01	-2.32E-01	1.84E-01	7.29E-02	
group_17568	8.63E-01	5.31E-06	2.06E-01	-2.33E-01	1.84E-01	7.32E-02	
group_17567	8.63E-01	5.31E-06	2.06E-01	-2.33E-01	1.84E-01	7.32E-02	
group_17497	8.63E-01	2.91E-05	8.08E-01	-3.74E-02	1.54E-01	1.41E-02	
group_17302	8.63E-01	5.31E-06	4.79E-01	-1.98E-01	2.80E-01	4.10E-02	
group_17293	8.63E-01	8.49E-07	8.04E-01	4.46E-02	1.80E-01	1.44E-02	
group_17124	8.63E-01	5.31E-06	4.49E-01	-1.32E-01	1.75E-01	4.39E-02	
group_16822	8.63E-01	5.31E-06	6.40E-01	-8.44E-02	1.80E-01	2.71E-02	
group_16795	8.63E-01	1.19E-07	6.06E-02	3.33E-01	1.77E-01	1.08E-01	
group_16772	8.63E-01	8.49E-07	1.78E-01	-2.50E-01	1.85E-01	7.81E-02	
group_16625	8.63E-01	8.49E-07	8.04E-01	4.46E-02	1.80E-01	1.44E-02	
group_16615	8.63E-01	5.31E-06	1.79E-02	-4.32E-01	1.82E-01	1.37E-01	
group_15421	8.63E-01	8.49E-07	9.21E-01	-1.94E-02	1.97E-01	5.73E-03	
group_15129	8.63E-01	5.31E-06	7.89E-01	-4.78E-02	1.79E-01	1.55E-02	
group_14692	8.63E-01	5.31E-06	5.21E-01	-1.18E-01	1.84E-01	3.72E-02	
group_14434	8.63E-01	5.31E-06	5.21E-01	-1.18E-01	1.84E-01	3.72E-02	
pdeM	8.63E-01	8.49E-07	4.66E-01	1.36E-01	1.86E-01	4.23E-02	
group_13667	8.63E-01	5.31E-06	7.66E-02	-3.30E-01	1.86E-01	1.02E-01	
group_13183	8.63E-01	5.31E-06	2.08E-01	-2.32E-01	1.84E-01	7.29E-02	
group_13130	8.63E-01	8.49E-07	7.25E-01	-6.39E-02	1.82E-01	2.04E-02	
iucC	8.63E-01	5.31E-06	5.16E-02	-3.98E-01	2.04E-01	1.12E-01	
group_13078	8.63E-01	5.31E-06	8.11E-01	-4.12E-02	1.72E-01	1.39E-02	
group_12897	8.63E-01	5.31E-06	5.94E-01	-9.45E-02	1.77E-01	3.09E-02	
group_12809	8.63E-01	5.31E-06	6.59E-01	-8.11E-02	1.84E-01	2.56E-02	
group_12643	8.63E-01	5.31E-06	7.90E-01	-4.77E-02	1.79E-01	1.55E-02	
xylH	8.63E-01	1.19E-07	4.83E-02	3.44E-01	1.74E-01	1.14E-01	
kstR2	8.63E-01	5.31E-06	8.46E-01	-3.36E-02	1.73E-01	1.13E-02	
group_12344	8.63E-01	5.31E-06	8.11E-01	-4.12E-02	1.72E-01	1.39E-02	
group_12107	8.63E-01	8.49E-07	5.76E-01	-1.01E-01	1.80E-01	3.24E-02	
cynX	8.63E-01	5.31E-06	6.59E-01	-8.11E-02	1.84E-01	2.56E-02	
group_11970	8.63E-01	5.31E-06	4.20E-01	-2.27E-01	2.81E-01	4.67E-02	
group_11801	8.63E-01	8.49E-07	1.92E-01	2.33E-01	1.78E-01	7.55E-02	
group_11800	8.63E-01	8.49E-07	2.65E-01	2.02E-01	1.80E-01	6.46E-02	
group_11724	8.63E-01	8.49E-07	7.34E-01	5.98E-02	1.76E-01	1.97E-02	
ubiT	8.63E-01	8.49E-07	6.00E-01	9.01E-02	1.72E-01	3.04E-02	
group_11634	8.63E-01	5.31E-06	5.40E-01	-1.73E-01	2.83E-01	3.55E-02	
group_11568	8.63E-01	5.31E-06	4.75E-01	-1.23E-01	1.73E-01	4.14E-02	
group_11499	8.63E-01	8.49E-07	8.38E-01	3.68E-02	1.79E-01	1.19E-02	
group_11415	8.63E-01	5.31E-06	5.06E-01	-1.90E-01	2.86E-01	3.85E-02	
group_10475	8.63E-01	5.31E-06	2.23E-01	-2.20E-01	1.80E-01	7.05E-02	
group_10394	8.63E-01	5.31E-06	4.49E-01	-1.32E-01	1.75E-01	4.39E-02	
group_10351	8.63E-01	5.31E-06	2.36E-01	-2.15E-01	1.81E-01	6.86E-02	
rssB	8.63E-01	5.31E-06	5.40E-01	-1.73E-01	2.83E-01	3.55E-02	
group_10129	8.63E-01	5.31E-06	7.37E-01	-5.90E-02	1.75E-01	1.95E-02	
fetA~~~ybbL	8.63E-01	5.31E-06	1.05E-01	-3.05E-01	1.88E-01	9.37E-02	
group_9469	8.63E-01	8.49E-07	9.44E-01	-1.30E-02	1.83E-01	4.10E-03	
group_9289	8.63E-01	5.31E-06	4.75E-01	-1.23E-01	1.73E-01	4.14E-02	
group_9242	8.63E-01	5.31E-06	3.62E-01	-3.20E-01	3.50E-01	5.28E-02	
group_8717	8.63E-01	5.31E-06	4.20E-01	-2.27E-01	2.81E-01	4.67E-02	
group_8554	8.63E-01	5.31E-06	5.66E-01	-1.01E-01	1.76E-01	3.33E-02	
group_8449	8.63E-01	5.31E-06	4.49E-01	-1.32E-01	1.75E-01	4.39E-02	
group_8402	8.63E-01	5.31E-06	3.31E-01	-1.73E-01	1.78E-01	5.63E-02	
group_8019	8.63E-01	1.19E-07	3.71E-01	1.62E-01	1.81E-01	5.18E-02	
fetB	8.63E-01	5.31E-06	1.05E-01	-3.05E-01	1.88E-01	9.37E-02	
group_7785	8.63E-01	5.31E-06	8.59E-01	-3.07E-02	1.73E-01	1.03E-02	
icdM	8.63E-01	5.31E-06	1.05E-01	-3.05E-01	1.88E-01	9.37E-02	
group_7756	8.63E-01	5.31E-06	7.98E-01	-4.46E-02	1.74E-01	1.48E-02	
group_6584	8.63E-01	5.31E-06	4.75E-01	-1.23E-01	1.73E-01	4.14E-02	
group_5234	8.63E-01	5.31E-06	7.91E-02	-3.15E-01	1.79E-01	1.02E-01	
group_20877	8.60E-01	1.08E-05	4.30E-01	-1.17E-01	1.49E-01	4.57E-02	
group_18873	8.60E-01	1.85E-06	5.45E-01	-9.61E-02	1.59E-01	3.50E-02	
group_18579	8.60E-01	1.85E-06	7.23E-01	6.19E-02	1.75E-01	2.05E-02	
group_18540	8.63E-01	2.18E-03	9.58E-01	5.64E-03	1.06E-01	3.07E-03	
group_18537	8.63E-01	2.18E-03	9.58E-01	5.64E-03	1.06E-01	3.07E-03	
group_18332	8.63E-01	5.88E-04	3.47E-01	-1.03E-01	1.10E-01	5.45E-02	
