variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
group_21050	9.50E-01	3.19E-01	2.09E-01	-2.61E-01	2.07E-01	7.28E-02	
tolA~~~psiF	9.50E-01	3.19E-01	6.32E-01	-1.02E-01	2.13E-01	2.78E-02	
group_20514	9.50E-01	3.02E-02	7.03E-01	-5.46E-02	1.43E-01	2.21E-02	
zraR~~~luxO	9.50E-01	3.19E-01	6.32E-01	-1.02E-01	2.13E-01	2.78E-02	
luxO~~~zraR~~~norR	9.50E-01	3.19E-01	6.32E-01	-1.02E-01	2.13E-01	2.78E-02	
group_20134	9.50E-01	3.19E-01	6.32E-01	-1.02E-01	2.13E-01	2.78E-02	
group_19784	9.50E-01	3.19E-01	6.32E-01	-1.02E-01	2.13E-01	2.78E-02	
lysM~~~fimV~~~rsgI2	9.50E-01	4.46E-01	9.04E-01	-1.28E-02	1.06E-01	6.98E-03	
group_19221	9.50E-01	3.19E-01	6.56E-01	-8.78E-02	1.97E-01	2.58E-02	
group_19126	9.50E-01	1.78E-01	8.21E-02	-1.73E-01	9.89E-02	1.01E-01	
group_19117	9.50E-01	6.82E-01	4.68E-01	-8.74E-02	1.20E-01	4.21E-02	
group_19077	9.50E-01	8.60E-01	4.90E-01	7.19E-02	1.04E-01	4.00E-02	
group_18921	9.50E-01	5.90E-03	2.57E-01	3.01E-01	2.65E-01	6.56E-02	
group_18718	9.50E-01	3.19E-01	4.38E-01	-1.58E-01	2.04E-01	4.50E-02	
ddpA~~~oppA	9.50E-01	3.02E-02	5.09E-01	-9.95E-02	1.50E-01	3.83E-02	
group_17951	9.50E-01	3.02E-02	5.18E-01	7.27E-02	1.12E-01	3.75E-02	
rstA~~~ompR	9.50E-01	5.90E-03	9.22E-01	-1.52E-02	1.56E-01	5.66E-03	
group_16590	9.50E-01	3.02E-02	3.88E-01	-1.42E-01	1.64E-01	5.00E-02	
group_15588	9.50E-01	3.02E-02	9.67E-01	-1.21E-02	2.93E-01	2.40E-03	
djlA~~~terB	9.50E-01	3.19E-01	4.57E-01	7.52E-02	1.01E-01	4.31E-02	
puuR	9.50E-01	3.02E-02	8.35E-01	-6.52E-02	3.14E-01	1.20E-02	
group_15159	9.50E-01	1.14E-01	8.47E-01	-4.45E-02	2.30E-01	1.12E-02	
group_15143	9.50E-01	4.46E-01	1.87E-01	-1.32E-01	1.00E-01	7.63E-02	
group_15106	9.50E-01	5.90E-03	6.54E-01	7.12E-02	1.59E-01	2.60E-02	
axyZ~~~amrR~~~ttgR	9.50E-01	5.90E-03	7.78E-01	-4.72E-02	1.67E-01	1.64E-02	
group_15066	9.50E-01	3.02E-02	8.35E-01	-6.52E-02	3.14E-01	1.20E-02	
ehuD~~~yecS	9.50E-01	3.02E-02	8.35E-01	-6.52E-02	3.14E-01	1.20E-02	
group_14864	9.50E-01	1.14E-01	1.96E-01	-2.04E-01	1.57E-01	7.48E-02	
group_14729	9.50E-01	3.02E-02	8.35E-01	-6.52E-02	3.14E-01	1.20E-02	
cytC556	9.50E-01	6.82E-01	7.86E-01	2.69E-02	9.90E-02	1.58E-02	
group_14474	9.50E-01	3.02E-02	8.35E-01	-6.52E-02	3.14E-01	1.20E-02	
group_14473	9.50E-01	8.60E-01	1.25E-01	-1.66E-01	1.08E-01	8.88E-02	
group_14433	9.50E-01	6.82E-01	9.35E-01	8.27E-03	1.01E-01	4.73E-03	
group_14158	9.50E-01	6.82E-01	8.10E-01	-2.51E-02	1.05E-01	1.39E-02	
group_14087	9.50E-01	8.40E-04	7.83E-01	-5.55E-02	2.01E-01	1.60E-02	
group_13253	9.50E-01	8.68E-05	9.41E-01	-1.42E-02	1.92E-01	4.28E-03	
group_12576	9.50E-01	8.68E-05	9.41E-01	-1.42E-02	1.92E-01	4.28E-03	
paaY	9.50E-01	3.02E-02	4.08E-01	-1.19E-01	1.43E-01	4.80E-02	
rfaD	9.50E-01	1.18E-02	6.44E-01	-4.51E-02	9.76E-02	2.68E-02	bad-chisq
purA	9.50E-01	8.60E-01	4.15E-01	-7.86E-02	9.63E-02	4.72E-02	
group_9147	9.50E-01	5.32E-02	5.99E-01	5.37E-02	1.02E-01	3.05E-02	bad-chisq
ynfM	9.50E-01	3.19E-01	6.32E-01	-1.02E-01	2.13E-01	2.78E-02	
group_8692	9.50E-01	5.90E-03	5.37E-01	8.63E-02	1.40E-01	3.58E-02	
group_8588	9.50E-01	8.68E-05	9.41E-01	-1.42E-02	1.92E-01	4.28E-03	
group_20646	9.47E-01	4.22E-01	6.58E-01	-7.99E-02	1.80E-01	2.57E-02	
group_20434	9.47E-01	4.22E-01	5.29E-01	-1.18E-01	1.87E-01	3.65E-02	
tetR~~~yxaF	9.47E-01	4.22E-01	5.29E-01	-1.18E-01	1.87E-01	3.65E-02	
group_19769	9.47E-01	1.70E-01	7.29E-01	-6.77E-02	1.95E-01	2.01E-02	
eAL~~~rcsC	9.47E-01	1.70E-01	7.29E-01	-6.77E-02	1.95E-01	2.01E-02	
group_19745	9.47E-01	4.22E-01	4.96E-01	1.02E-01	1.50E-01	3.95E-02	
group_19738	9.47E-01	4.22E-01	4.96E-01	1.02E-01	1.50E-01	3.95E-02	
group_19672	9.47E-01	5.24E-02	5.40E-01	-8.57E-02	1.40E-01	3.55E-02	
group_19630	9.47E-01	1.22E-02	7.85E-01	-4.12E-02	1.51E-01	1.58E-02	
group_19463	9.47E-01	2.68E-04	8.82E-01	-2.79E-02	1.88E-01	8.60E-03	
group_19422	9.47E-01	8.14E-01	2.66E-01	1.08E-01	9.71E-02	6.45E-02	
group_18926	9.47E-01	2.10E-03	9.17E-01	8.32E-02	7.98E-01	6.04E-03	
group_18878	9.47E-01	2.10E-03	9.17E-01	8.32E-02	7.98E-01	6.04E-03	
group_18856	9.47E-01	2.10E-03	9.17E-01	8.32E-02	7.98E-01	6.04E-03	
group_17888	9.47E-01	2.53E-05	5.01E-01	1.20E-01	1.79E-01	3.90E-02	
perM~~~ydiK	9.47E-01	8.14E-01	4.81E-01	-6.92E-02	9.82E-02	4.08E-02	
group_16848	9.50E-01	4.46E-01	5.03E-01	-6.45E-02	9.62E-02	3.88E-02	
group_16832	9.47E-01	1.22E-02	3.47E-01	1.93E-01	2.05E-01	5.44E-02	
nIF3	9.47E-01	3.67E-01	6.42E-01	-4.41E-02	9.49E-02	2.69E-02	
group_16783	9.50E-01	8.60E-01	6.58E-01	-4.39E-02	9.92E-02	2.56E-02	
group_15985	9.47E-01	2.68E-04	6.26E-01	8.71E-02	1.78E-01	2.83E-02	
group_15964	9.47E-01	2.68E-04	6.26E-01	8.71E-02	1.78E-01	2.83E-02	
group_15953	9.47E-01	4.16E-02	7.21E-01	3.39E-02	9.48E-02	2.07E-02	bad-chisq
group_15952	9.47E-01	2.68E-04	6.26E-01	8.71E-02	1.78E-01	2.83E-02	
group_15938	9.47E-01	2.68E-04	6.26E-01	8.71E-02	1.78E-01	2.83E-02	
group_15513	9.47E-01	4.22E-01	4.11E-01	-1.41E-01	1.71E-01	4.77E-02	
tex	9.50E-01	6.82E-01	9.12E-01	-1.12E-02	1.01E-01	6.42E-03	
group_15423	9.47E-01	4.22E-01	4.11E-01	-1.41E-01	1.71E-01	4.77E-02	
group_15305	9.47E-01	4.22E-01	4.11E-01	-1.41E-01	1.71E-01	4.77E-02	
group_15218	9.47E-01	5.24E-02	9.75E-01	-3.87E-03	1.24E-01	1.80E-03	
group_15200	9.47E-01	1.70E-01	4.89E-01	-7.63E-02	1.10E-01	4.01E-02	
group_15078	9.47E-01	7.39E-01	9.38E-01	7.30E-03	9.44E-02	4.48E-03	
vacB	9.47E-01	1.42E-01	2.88E-01	-9.79E-02	9.19E-02	6.16E-02	
group_14798	9.47E-01	4.22E-01	5.70E-01	-8.17E-02	1.44E-01	3.29E-02	
group_14560	9.47E-01	4.22E-01	5.70E-01	-8.17E-02	1.44E-01	3.29E-02	
sfcA	9.47E-01	8.14E-01	6.68E-01	4.08E-02	9.50E-02	2.49E-02	
fliJ	9.47E-01	1.70E-01	1.68E-01	1.33E-01	9.61E-02	7.97E-02	
group_13903	9.47E-01	1.70E-01	4.90E-01	1.26E-01	1.82E-01	4.00E-02	
plcC	9.47E-01	5.24E-02	8.59E-01	3.44E-02	1.93E-01	1.03E-02	
yhfF	9.47E-01	2.10E-03	8.02E-01	5.60E-02	2.24E-01	1.45E-02	
group_13036	9.47E-01	2.10E-03	5.98E-01	-1.25E-01	2.38E-01	3.06E-02	
group_12948	9.47E-01	5.24E-02	2.32E-01	-2.93E-01	2.45E-01	6.92E-02	
group_12517	9.47E-01	1.70E-01	4.29E-01	-1.77E-01	2.24E-01	4.58E-02	
group_12292	9.47E-01	2.10E-03	5.98E-01	-1.25E-01	2.38E-01	3.06E-02	
livM~~~livH	9.47E-01	2.10E-03	5.98E-01	-1.25E-01	2.38E-01	3.06E-02	
group_11799	9.47E-01	1.22E-02	6.61E-01	-1.05E-01	2.39E-01	2.54E-02	
group_11745	9.47E-01	2.68E-04	9.16E-01	-1.77E-02	1.68E-01	6.09E-03	
group_11617	9.47E-01	4.22E-01	7.99E-01	-2.52E-02	9.92E-02	1.47E-02	
group_11351	9.47E-01	2.10E-03	5.98E-01	-1.25E-01	2.38E-01	3.06E-02	
group_10492	9.47E-01	2.68E-04	9.21E-01	-1.67E-02	1.68E-01	5.76E-03	
group_8741	9.47E-01	7.39E-01	7.21E-01	-3.36E-02	9.41E-02	2.07E-02	
group_21136	9.43E-01	8.42E-02	3.25E-01	-1.57E-01	1.59E-01	5.70E-02	
group_21126	9.43E-01	4.64E-03	8.63E-01	-5.63E-02	3.25E-01	1.00E-02	
group_20880	9.43E-01	8.42E-02	3.65E-01	1.44E-01	1.59E-01	5.25E-02	
group_20879	9.43E-01	8.42E-02	3.65E-01	1.44E-01	1.59E-01	5.25E-02	
group_20878	9.43E-01	8.42E-02	3.65E-01	1.44E-01	1.59E-01	5.25E-02	
group_20809	9.43E-01	8.42E-02	7.80E-01	-3.81E-02	1.36E-01	1.62E-02	
group_20761	9.43E-01	8.42E-02	7.80E-01	-3.81E-02	1.36E-01	1.62E-02	
group_20715	9.43E-01	8.42E-02	7.80E-01	-3.81E-02	1.36E-01	1.62E-02	
group_20713	9.43E-01	8.42E-02	7.80E-01	-3.81E-02	1.36E-01	1.62E-02	
mdtD~~~emrB	9.43E-01	5.34E-01	5.56E-01	-9.74E-02	1.65E-01	3.41E-02	
ankX~~~aNKYR	9.43E-01	3.24E-02	5.30E-01	-5.83E-02	9.26E-02	3.64E-02	bad-chisq
group_19728	9.43E-01	8.42E-02	7.20E-01	-7.39E-02	2.06E-01	2.08E-02	
group_19387	9.43E-01	4.64E-03	9.78E-01	-8.51E-03	3.13E-01	1.57E-03	
ybjG~~~pgpB	9.43E-01	5.34E-01	2.56E-01	1.09E-01	9.55E-02	6.58E-02	
group_18877	9.43E-01	4.64E-03	9.82E-01	-7.05E-03	3.13E-01	1.30E-03	
group_18872	9.43E-01	8.42E-02	3.30E-01	-1.86E-01	1.91E-01	5.65E-02	
group_18748	9.43E-01	5.34E-01	1.97E-01	-1.87E-01	1.44E-01	7.47E-02	
group_18741	9.43E-01	8.42E-02	9.85E-01	4.11E-03	2.17E-01	1.10E-03	
rutB~~~yecD	9.43E-01	4.64E-03	9.78E-01	-8.51E-03	3.13E-01	1.57E-03	
group_18169	9.43E-01	4.64E-03	9.80E-01	-7.77E-03	3.12E-01	1.44E-03	
group_18168	9.43E-01	4.64E-03	9.80E-01	-7.77E-03	3.12E-01	1.44E-03	
group_17942	9.43E-01	4.64E-03	9.80E-01	-7.77E-03	3.12E-01	1.44E-03	
group_17681	9.43E-01	4.64E-03	7.03E-01	-1.25E-01	3.28E-01	2.21E-02	
group_17552	9.43E-01	9.44E-01	7.06E-01	-3.65E-02	9.69E-02	2.18E-02	
group_17480	9.43E-01	4.64E-03	9.78E-01	-8.51E-03	3.13E-01	1.57E-03	
group_17423	9.43E-01	4.64E-03	9.78E-01	-8.51E-03	3.13E-01	1.57E-03	
group_17263	9.43E-01	4.64E-03	7.03E-01	-1.25E-01	3.28E-01	2.21E-02	
group_16942	9.43E-01	4.64E-03	7.03E-01	-1.25E-01	3.28E-01	2.21E-02	
group_16937	9.43E-01	2.27E-02	9.75E-01	5.02E-03	1.61E-01	1.80E-03	
trmL	9.43E-01	2.40E-01	7.86E-01	-3.15E-02	1.16E-01	1.57E-02	
group_15600	9.43E-01	5.34E-01	4.43E-01	-1.18E-01	1.53E-01	4.45E-02	
group_15577	9.43E-01	7.16E-04	8.03E-01	3.41E-02	1.37E-01	1.44E-02	
group_15337	9.43E-01	4.64E-03	8.43E-02	1.71E-01	9.85E-02	9.98E-02	
nagR	9.43E-01	5.34E-01	3.23E-01	-1.52E-01	1.54E-01	5.73E-02	
group_15083	9.43E-01	8.42E-02	8.38E-01	2.42E-02	1.19E-01	1.18E-02	
group_15025	9.43E-01	5.34E-01	3.23E-01	-1.52E-01	1.54E-01	5.73E-02	
group_14981	9.43E-01	5.34E-01	4.27E-01	-1.07E-01	1.35E-01	4.60E-02	
group_14881	9.43E-01	5.34E-01	3.23E-01	-1.52E-01	1.54E-01	5.73E-02	
group_14683	9.43E-01	5.34E-01	3.23E-01	-1.52E-01	1.54E-01	5.73E-02	
group_14666	9.43E-01	8.30E-05	6.64E-01	-6.83E-02	1.57E-01	2.52E-02	
group_14643	9.43E-01	3.24E-02	9.80E-01	-2.27E-03	9.04E-02	1.45E-03	bad-chisq
group_14419	9.43E-01	5.34E-01	3.23E-01	-1.52E-01	1.54E-01	5.73E-02	
group_14404	9.43E-01	8.30E-05	6.64E-01	-6.83E-02	1.57E-01	2.52E-02	
atoC~~~dctD	9.43E-01	4.64E-03	7.32E-01	-5.50E-02	1.61E-01	1.98E-02	
group_14144	9.43E-01	5.34E-01	3.23E-01	-1.52E-01	1.54E-01	5.73E-02	
group_14132	9.43E-01	8.30E-05	6.64E-01	-6.83E-02	1.57E-01	2.52E-02	
group_13764	9.43E-01	5.34E-01	3.23E-01	-1.52E-01	1.54E-01	5.73E-02	
group_13749	9.43E-01	8.30E-05	6.64E-01	-6.83E-02	1.57E-01	2.52E-02	
group_13708	9.43E-01	8.30E-05	2.18E-01	2.44E-01	1.98E-01	7.13E-02	
group_13592	9.43E-01	4.64E-03	4.56E-01	-1.52E-01	2.03E-01	4.32E-02	
tapA	9.47E-01	1.75E-06	6.35E-01	-9.32E-02	1.96E-01	2.76E-02	
group_10979	9.43E-01	2.27E-02	1.92E-01	-1.92E-01	1.47E-01	7.55E-02	
group_10510	9.43E-01	5.34E-01	9.72E-01	3.48E-03	1.00E-01	2.01E-03	
group_21129	9.40E-01	1.69E-03	7.05E-01	1.10E-01	2.91E-01	2.19E-02	
hdfR~~~argP~~~lysR	9.40E-01	1.69E-03	7.05E-01	1.10E-01	2.91E-01	2.19E-02	
group_20856	9.40E-01	3.90E-02	2.61E-01	1.72E-01	1.52E-01	6.51E-02	
group_19757	9.40E-01	3.90E-02	8.09E-01	-4.64E-02	1.91E-01	1.40E-02	
group_19746	9.40E-01	3.90E-02	8.09E-01	-4.64E-02	1.91E-01	1.40E-02	
ompR~~~phoP~~~baeR~~~mprA	9.40E-01	3.90E-02	8.09E-01	-4.64E-02	1.91E-01	1.40E-02	
group_19740	9.40E-01	3.90E-02	8.09E-01	-4.64E-02	1.91E-01	1.40E-02	
group_19739	9.40E-01	6.52E-01	7.57E-01	4.04E-02	1.30E-01	1.80E-02	
group_19660	9.40E-01	9.27E-03	8.64E-01	-4.03E-02	2.35E-01	9.94E-03	
group_19592	9.40E-01	9.27E-03	8.64E-01	-4.03E-02	2.35E-01	9.94E-03	
ubiK	9.40E-01	5.33E-01	9.26E-01	-8.42E-03	9.09E-02	5.37E-03	
ogt	9.40E-01	6.52E-01	2.98E-01	9.66E-02	9.28E-02	6.02E-02	
group_18663	9.40E-01	1.69E-03	4.79E-02	4.57E-01	2.30E-01	1.14E-01	
lutR~~~gntR~~~fadR	9.40E-01	1.69E-03	5.03E-01	1.62E-01	2.41E-01	3.88E-02	
group_16687	9.40E-01	9.31E-01	4.13E-01	7.24E-02	8.83E-02	4.74E-02	
degQ~~~degS	9.40E-01	5.33E-01	8.34E-01	-1.91E-02	9.12E-02	1.21E-02	
luxN~~~atoC	9.40E-01	9.27E-03	6.61E-01	-1.06E-01	2.41E-01	2.55E-02	
pbuX~~~xanP	9.40E-01	1.27E-01	7.24E-01	-4.24E-02	1.20E-01	2.05E-02	
group_15461	9.40E-01	9.27E-03	3.31E-01	-2.32E-01	2.38E-01	5.63E-02	
group_15352	9.40E-01	9.27E-03	3.31E-01	-2.32E-01	2.38E-01	5.63E-02	
group_15219	9.40E-01	9.27E-03	3.31E-01	-2.32E-01	2.38E-01	5.63E-02	
group_15110	9.40E-01	6.52E-01	4.42E-01	-9.70E-02	1.26E-01	4.45E-02	
group_15087	9.40E-01	9.27E-03	3.31E-01	-2.32E-01	2.38E-01	5.63E-02	
group_15067	9.40E-01	2.36E-04	1.45E-01	4.58E-01	3.13E-01	8.44E-02	
group_14867	9.40E-01	2.50E-05	6.99E-01	5.62E-02	1.45E-01	2.24E-02	
group_14541	9.40E-01	5.33E-01	5.96E-01	-4.82E-02	9.10E-02	3.07E-02	
group_14517	9.40E-01	5.33E-01	2.61E-01	-1.12E-01	9.93E-02	6.51E-02	
group_13349	9.40E-01	1.27E-01	3.26E-01	-2.77E-01	2.81E-01	5.69E-02	
group_12463	9.40E-01	3.23E-01	5.08E-01	-9.37E-02	1.41E-01	3.84E-02	
group_11941	9.40E-01	1.69E-03	6.32E-01	-1.01E-01	2.10E-01	2.77E-02	
group_11552	9.40E-01	1.27E-01	4.87E-01	-1.11E-01	1.60E-01	4.02E-02	
group_11276	9.40E-01	9.31E-01	2.91E-02	-3.08E-01	1.40E-01	1.26E-01	
group_6268	9.40E-01	2.36E-04	8.81E-01	3.20E-02	2.14E-01	8.67E-03	
group_21130	9.37E-01	5.92E-04	4.94E-01	1.54E-01	2.25E-01	3.96E-02	
group_21127	9.37E-01	5.50E-07	9.20E-01	1.88E-02	1.89E-01	5.79E-03	
group_20936	9.37E-01	7.34E-06	2.79E-01	1.74E-01	1.60E-01	6.27E-02	
group_20817	9.37E-01	4.15E-01	7.53E-01	4.24E-02	1.35E-01	1.83E-02	
group_19624	9.37E-01	3.60E-03	6.71E-01	8.47E-02	1.99E-01	2.46E-02	
group_18908	9.37E-01	1.70E-02	3.65E-01	-1.77E-01	1.95E-01	5.25E-02	
group_18854	9.37E-01	1.70E-02	7.98E-01	-5.27E-02	2.06E-01	1.48E-02	
yvaK	9.37E-01	5.92E-04	7.92E-01	-3.99E-02	1.51E-01	1.53E-02	
group_18081	9.37E-01	4.15E-01	4.49E-01	-1.14E-01	1.50E-01	4.39E-02	
group_18028	9.37E-01	7.51E-05	5.60E-01	2.47E-01	4.23E-01	3.37E-02	
group_17972	9.37E-01	3.60E-03	8.11E-01	-4.75E-02	1.99E-01	1.39E-02	
group_17807	9.37E-01	1.70E-02	4.04E-01	-1.64E-01	1.96E-01	4.84E-02	
group_17806	9.37E-01	7.51E-05	5.60E-01	2.47E-01	4.23E-01	3.37E-02	
group_17741	9.37E-01	7.51E-05	5.60E-01	2.47E-01	4.23E-01	3.37E-02	
group_17740	9.37E-01	7.51E-05	5.60E-01	2.47E-01	4.23E-01	3.37E-02	
group_17662	9.37E-01	3.60E-03	8.11E-01	-4.75E-02	1.99E-01	1.39E-02	
group_17467	9.37E-01	7.51E-05	5.60E-01	2.47E-01	4.23E-01	3.37E-02	
nrtD~~~tauB	9.37E-01	5.50E-07	6.34E-01	9.85E-02	2.06E-01	2.76E-02	
group_17246	9.37E-01	3.60E-03	8.11E-01	-4.75E-02	1.99E-01	1.39E-02	
artM~~~hisP	9.37E-01	3.60E-03	8.11E-01	-4.75E-02	1.99E-01	1.39E-02	
group_15918	9.37E-01	3.60E-03	7.74E-01	3.87E-02	1.34E-01	1.67E-02	
group_13654	9.37E-01	4.48E-01	5.47E-01	-5.18E-02	8.58E-02	3.49E-02	
tatC	9.37E-01	4.48E-01	6.45E-01	-4.13E-02	8.95E-02	2.67E-02	
group_13149	9.37E-01	7.51E-05	8.01E-01	-3.43E-02	1.36E-01	1.46E-02	
ompV	9.37E-01	7.51E-05	7.17E-01	-6.14E-02	1.69E-01	2.10E-02	
msbA~~~cydC	9.33E-01	1.34E-03	6.45E-01	1.09E-01	2.36E-01	2.67E-02	
group_21088	9.33E-01	7.02E-03	3.12E-01	1.62E-01	1.60E-01	5.85E-02	
group_20903	9.33E-01	9.45E-02	4.53E-01	9.61E-02	1.28E-01	4.34E-02	
group_20855	9.33E-01	2.46E-01	7.23E-01	-4.67E-02	1.32E-01	2.06E-02	
group_20765	9.33E-01	2.46E-01	5.44E-01	7.71E-02	1.27E-01	3.52E-02	
alaX	9.33E-01	8.91E-01	7.04E-02	-1.82E-01	1.00E-01	1.05E-01	
yqjC	9.33E-01	7.07E-01	6.76E-01	-3.68E-02	8.79E-02	2.42E-02	
group_18555	9.33E-01	9.45E-02	7.02E-01	-4.10E-02	1.07E-01	2.22E-02	
group_18425	9.33E-01	9.45E-02	7.02E-01	-4.10E-02	1.07E-01	2.22E-02	
group_18424	9.33E-01	9.45E-02	7.02E-01	-4.10E-02	1.07E-01	2.22E-02	
group_18263	9.33E-01	9.45E-02	7.02E-01	-4.10E-02	1.07E-01	2.22E-02	
group_17848	9.37E-01	4.15E-01	7.75E-01	2.76E-02	9.66E-02	1.66E-02	
group_17646	9.33E-01	2.32E-05	9.18E-01	1.67E-02	1.61E-01	5.97E-03	
group_15946	9.33E-01	2.90E-02	4.42E-01	-1.33E-01	1.73E-01	4.45E-02	
group_15391	9.33E-01	2.90E-02	8.09E-02	-3.08E-01	1.76E-01	1.01E-01	
group_15049	9.33E-01	9.45E-02	6.26E-01	4.90E-02	1.00E-01	2.83E-02	
group_13175	9.33E-01	2.46E-01	6.93E-01	-4.92E-02	1.25E-01	2.29E-02	
iclR~~~tctC	9.33E-01	7.02E-03	2.11E-01	-2.30E-01	1.83E-01	7.25E-02	
metQ	9.33E-01	2.00E-04	6.36E-01	1.11E-01	2.35E-01	2.74E-02	
glcE	9.33E-01	2.90E-02	8.21E-01	-2.47E-02	1.09E-01	1.31E-02	
group_11114	9.33E-01	2.00E-04	6.36E-01	1.11E-01	2.35E-01	2.74E-02	
citB~~~rcsB~~~luxR	9.30E-01	5.92E-07	1.26E-01	3.00E-01	1.96E-01	8.85E-02	
yobV~~~yafY~~~pafB	9.30E-01	6.52E-05	4.13E-01	1.20E-01	1.46E-01	4.74E-02	
group_20914	9.30E-01	4.64E-02	4.11E-01	-1.43E-01	1.74E-01	4.77E-02	
group_20786	9.30E-01	2.77E-03	7.88E-01	4.72E-02	1.75E-01	1.56E-02	
group_18897	9.30E-01	2.77E-03	4.40E-02	-4.50E-01	2.23E-01	1.16E-01	
group_18851	9.30E-01	2.77E-03	2.83E-01	-2.16E-01	2.01E-01	6.22E-02	
group_18846	9.30E-01	2.77E-03	4.40E-02	-4.50E-01	2.23E-01	1.16E-01	
urcA~~~psiF	9.30E-01	1.27E-02	9.75E-01	-4.99E-03	1.58E-01	1.83E-03	
group_18567	9.30E-01	4.64E-02	2.95E-01	-1.61E-01	1.53E-01	6.07E-02	
group_18433	9.30E-01	4.64E-02	2.92E-01	-1.62E-01	1.53E-01	6.10E-02	
group_18379	9.30E-01	1.27E-02	7.47E-01	-6.08E-02	1.88E-01	1.87E-02	
group_18206	9.30E-01	1.27E-02	7.47E-01	-6.08E-02	1.88E-01	1.87E-02	
group_18124	9.30E-01	4.78E-04	6.80E-01	8.98E-02	2.17E-01	2.39E-02	
group_17878	9.30E-01	6.52E-05	8.42E-01	-4.48E-02	2.25E-01	1.16E-02	
group_17877	9.30E-01	6.52E-05	8.42E-01	-4.48E-02	2.25E-01	1.16E-02	
group_17760	9.30E-01	1.36E-01	2.69E-01	-1.34E-01	1.21E-01	6.40E-02	
group_17545	9.30E-01	6.52E-05	8.42E-01	-4.48E-02	2.25E-01	1.16E-02	
group_17303	9.30E-01	1.27E-02	8.42E-01	-4.95E-02	2.48E-01	1.15E-02	
group_17072	9.30E-01	6.52E-05	8.42E-01	-4.48E-02	2.25E-01	1.16E-02	
group_17071	9.30E-01	6.52E-05	8.42E-01	-4.48E-02	2.25E-01	1.16E-02	
group_16868	9.30E-01	6.52E-05	8.42E-01	-4.48E-02	2.25E-01	1.16E-02	
group_16813	9.30E-01	1.36E-01	2.69E-01	-1.34E-01	1.21E-01	6.40E-02	
group_16029	9.30E-01	3.22E-01	3.66E-01	-8.80E-02	9.73E-02	5.24E-02	
lysR~~~gbpR~~~hdfR	9.30E-01	2.77E-03	1.81E-01	-1.96E-01	1.46E-01	7.75E-02	
group_16003	9.30E-01	2.77E-03	3.76E-01	-1.23E-01	1.39E-01	5.12E-02	
group_15930	9.30E-01	4.64E-02	2.64E-01	-1.88E-01	1.68E-01	6.46E-02	
group_15905	9.30E-01	4.64E-02	2.64E-01	-1.88E-01	1.68E-01	6.46E-02	
group_15855	9.30E-01	4.64E-02	2.64E-01	-1.88E-01	1.68E-01	6.46E-02	
group_15823	9.30E-01	4.64E-02	2.64E-01	-1.88E-01	1.68E-01	6.46E-02	
group_15149	9.30E-01	1.36E-01	2.69E-01	-1.34E-01	1.21E-01	6.40E-02	
group_14817	9.30E-01	2.59E-03	6.70E-01	-3.77E-02	8.83E-02	2.47E-02	bad-chisq
dinG~~~dnaQ	9.30E-01	1.36E-01	2.69E-01	-1.34E-01	1.21E-01	6.40E-02	
iclR~~~kipR	9.30E-01	6.52E-05	9.54E-01	-6.80E-03	1.18E-01	3.32E-03	
bdlA~~~pAS	9.30E-01	1.36E-01	2.69E-01	-1.34E-01	1.21E-01	6.40E-02	
group_13677	9.30E-01	1.36E-01	2.69E-01	-1.34E-01	1.21E-01	6.40E-02	
group_13676	9.30E-01	1.36E-01	2.69E-01	-1.34E-01	1.21E-01	6.40E-02	
cdhR~~~glxA~~~rhaS	9.30E-01	1.36E-01	2.69E-01	-1.34E-01	1.21E-01	6.40E-02	
group_11996	9.30E-01	1.27E-02	5.72E-01	-1.29E-01	2.28E-01	3.28E-02	
group_11576	9.30E-01	1.36E-01	9.02E-01	-1.48E-02	1.20E-01	7.16E-03	
glnK	9.30E-01	1.31E-01	3.44E-01	-8.00E-02	8.45E-02	5.48E-02	
group_20925	9.27E-01	7.34E-01	6.62E-01	-4.04E-02	9.23E-02	2.53E-02	
group_20719	9.27E-01	1.87E-01	4.69E-01	-1.02E-01	1.41E-01	4.19E-02	
group_20349	9.27E-01	8.81E-01	1.96E-02	-2.80E-01	1.19E-01	1.35E-01	
group_20113	9.27E-01	1.65E-04	8.92E-01	3.71E-02	2.72E-01	7.91E-03	
group_18810	9.27E-01	7.05E-02	8.73E-01	-2.27E-02	1.42E-01	9.26E-03	
group_18678	9.27E-01	1.04E-03	9.33E-01	1.38E-02	1.64E-01	4.87E-03	
group_18529	9.27E-01	1.63E-07	6.18E-01	2.53E-01	5.07E-01	2.89E-02	
group_18360	9.27E-01	7.05E-02	8.72E-01	-2.30E-02	1.42E-01	9.38E-03	
tssM~~~icmF	9.27E-01	1.63E-07	6.18E-01	2.53E-01	5.07E-01	2.89E-02	
group_18208	9.27E-01	1.04E-03	7.40E-01	-1.68E-01	5.07E-01	1.92E-02	
group_18096	9.27E-01	1.65E-04	8.58E-01	-5.80E-02	3.23E-01	1.04E-02	
kefA~~~mscS~~~mscK	9.27E-01	7.05E-02	3.28E-01	-1.17E-01	1.19E-01	5.67E-02	
group_16748	9.27E-01	1.65E-04	6.98E-01	-1.26E-01	3.26E-01	2.25E-02	
