variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
group_21050	9.49E-01	2.83E-01	1.18E-01	-3.20E-01	2.04E-01	9.10E-02	
tolA~~~psiF	9.49E-01	2.83E-01	1.45E-01	-3.00E-01	2.06E-01	8.48E-02	
group_20514	9.49E-01	2.83E-01	7.42E-01	4.74E-02	1.44E-01	1.92E-02	
zraR~~~luxO	9.49E-01	2.83E-01	1.45E-01	-3.00E-01	2.06E-01	8.48E-02	
luxO~~~zraR~~~norR	9.49E-01	2.83E-01	1.45E-01	-3.00E-01	2.06E-01	8.48E-02	
group_20134	9.49E-01	2.83E-01	1.45E-01	-3.00E-01	2.06E-01	8.48E-02	
group_19784	9.49E-01	2.83E-01	1.45E-01	-3.00E-01	2.06E-01	8.48E-02	
lysM~~~fimV~~~rsgI2	9.49E-01	6.11E-01	8.33E-01	2.29E-02	1.09E-01	1.23E-02	
group_19221	9.49E-01	2.83E-01	6.33E-01	-9.59E-02	2.01E-01	2.78E-02	
group_19126	9.49E-01	9.54E-01	4.02E-01	-8.61E-02	1.02E-01	4.88E-02	
group_19117	9.49E-01	1.01E-01	8.85E-01	1.73E-02	1.19E-01	8.44E-03	
group_19077	9.49E-01	2.05E-02	6.17E-01	-5.33E-02	1.06E-01	2.91E-02	
group_18921	9.49E-01	2.76E-02	7.87E-01	6.56E-02	2.42E-01	1.58E-02	bad-chisq
group_18718	9.49E-01	1.01E-01	7.35E-01	6.88E-02	2.03E-01	1.97E-02	
ddpA~~~oppA	9.49E-01	6.11E-01	1.37E-01	-2.27E-01	1.52E-01	8.65E-02	
group_17951	9.49E-01	6.11E-01	4.53E-01	-8.39E-02	1.12E-01	4.37E-02	
rstA~~~ompR	9.49E-01	6.11E-01	8.19E-03	-4.13E-01	1.55E-01	1.53E-01	
group_16590	9.49E-01	2.83E-01	9.09E-02	-2.74E-01	1.62E-01	9.83E-02	
group_15588	9.49E-01	2.76E-02	2.74E-01	-2.88E-01	2.63E-01	6.37E-02	bad-chisq
djlA~~~terB	9.49E-01	2.83E-01	8.33E-01	2.17E-02	1.03E-01	1.23E-02	
puuR	9.49E-01	1.01E-01	1.95E-01	-3.52E-01	2.71E-01	7.55E-02	
group_15159	9.49E-01	1.01E-01	5.10E-01	-1.52E-01	2.30E-01	3.83E-02	
group_15143	9.49E-01	5.34E-01	6.48E-01	-4.79E-02	1.05E-01	2.66E-02	
group_15106	9.49E-01	2.83E-01	5.06E-01	-1.04E-01	1.57E-01	3.87E-02	
axyZ~~~amrR~~~ttgR	9.49E-01	6.11E-01	5.45E-02	-3.23E-01	1.67E-01	1.12E-01	
group_15066	9.49E-01	1.01E-01	1.95E-01	-3.52E-01	2.71E-01	7.55E-02	
ehuD~~~yecS	9.49E-01	1.01E-01	1.95E-01	-3.52E-01	2.71E-01	7.55E-02	
group_14864	9.49E-01	1.01E-01	9.38E-01	1.17E-02	1.50E-01	4.54E-03	
group_14729	9.49E-01	1.01E-01	1.95E-01	-3.52E-01	2.71E-01	7.55E-02	
cytC556	9.49E-01	6.11E-01	8.53E-01	1.90E-02	1.02E-01	1.08E-02	
group_14474	9.49E-01	1.01E-01	1.95E-01	-3.52E-01	2.71E-01	7.55E-02	
group_14473	9.49E-01	5.34E-01	8.02E-01	-2.87E-02	1.14E-01	1.46E-02	
group_14433	9.49E-01	6.11E-01	8.81E-01	1.55E-02	1.04E-01	8.69E-03	
group_14158	9.49E-01	6.11E-01	9.96E-01	5.06E-04	1.07E-01	2.76E-04	
group_14087	9.49E-01	2.76E-02	9.55E-01	-1.04E-02	1.87E-01	3.26E-03	bad-chisq
group_13253	9.49E-01	2.83E-01	1.60E-01	-2.71E-01	1.92E-01	8.18E-02	
group_12576	9.49E-01	2.83E-01	1.60E-01	-2.71E-01	1.92E-01	8.18E-02	
paaY	9.49E-01	5.64E-03	1.47E-01	2.11E-01	1.45E-01	8.44E-02	bad-chisq
rfaD	9.49E-01	3.95E-03	5.00E-01	7.02E-02	1.04E-01	3.93E-02	
purA	9.49E-01	1.01E-01	6.87E-01	4.08E-02	1.01E-01	2.35E-02	
group_9147	9.49E-01	4.71E-06	4.10E-01	-8.89E-02	1.08E-01	4.80E-02	
ynfM	9.49E-01	2.83E-01	1.45E-01	-3.00E-01	2.06E-01	8.48E-02	
group_8692	9.49E-01	9.54E-01	1.71E-01	-1.98E-01	1.44E-01	7.97E-02	
group_8588	9.49E-01	2.83E-01	1.60E-01	-2.71E-01	1.92E-01	8.18E-02	
group_20646	9.46E-01	5.02E-01	1.22E-01	-2.78E-01	1.79E-01	9.00E-02	
group_20434	9.46E-01	2.23E-01	9.99E-01	2.82E-04	1.87E-01	8.77E-05	
tetR~~~yxaF	9.46E-01	2.23E-01	9.99E-01	2.82E-04	1.87E-01	8.77E-05	
group_19769	9.46E-01	2.23E-01	1.86E-01	-2.48E-01	1.87E-01	7.70E-02	
eAL~~~rcsC	9.46E-01	2.23E-01	1.86E-01	-2.48E-01	1.87E-01	7.70E-02	
group_19745	9.46E-01	5.02E-01	5.18E-01	-9.89E-02	1.53E-01	3.76E-02	
group_19738	9.46E-01	5.02E-01	5.18E-01	-9.89E-02	1.53E-01	3.76E-02	
group_19672	9.46E-01	5.02E-01	5.31E-01	-8.96E-02	1.43E-01	3.65E-02	
group_19630	9.46E-01	5.02E-01	4.46E-01	-1.18E-01	1.54E-01	4.44E-02	
group_19463	9.46E-01	2.06E-02	5.61E-01	1.03E-01	1.78E-01	3.38E-02	bad-chisq
group_19422	9.46E-01	1.28E-01	6.86E-01	-4.04E-02	1.00E-01	2.35E-02	
group_18926	9.46E-01	2.06E-02	9.72E-01	-1.80E-02	5.18E-01	2.02E-03	bad-chisq
group_18878	9.46E-01	2.06E-02	9.72E-01	-1.80E-02	5.18E-01	2.02E-03	bad-chisq
group_18856	9.46E-01	2.06E-02	9.72E-01	-1.80E-02	5.18E-01	2.02E-03	bad-chisq
group_17888	9.46E-01	7.71E-02	5.87E-01	-9.61E-02	1.77E-01	3.17E-02	
perM~~~ydiK	9.46E-01	5.02E-01	9.47E-01	-6.73E-03	1.02E-01	3.86E-03	
group_16848	9.46E-01	6.71E-01	7.26E-01	-3.43E-02	9.78E-02	2.04E-02	
group_16832	9.46E-01	2.06E-02	9.87E-01	-3.34E-03	2.02E-01	9.62E-04	bad-chisq
nIF3	9.46E-01	5.02E-01	6.47E-01	4.50E-02	9.82E-02	2.67E-02	
group_16783	9.46E-01	5.02E-01	7.01E-01	3.85E-02	1.00E-01	2.24E-02	
group_15985	9.46E-01	7.71E-02	7.57E-01	-5.09E-02	1.64E-01	1.81E-02	
group_15964	9.46E-01	7.71E-02	7.57E-01	-5.09E-02	1.64E-01	1.81E-02	
group_15953	9.46E-01	2.04E-05	4.38E-01	-7.88E-02	1.01E-01	4.52E-02	
group_15952	9.46E-01	7.71E-02	7.57E-01	-5.09E-02	1.64E-01	1.81E-02	
group_15938	9.46E-01	7.71E-02	7.57E-01	-5.09E-02	1.64E-01	1.81E-02	
group_15513	9.46E-01	5.02E-01	9.48E-02	-2.93E-01	1.75E-01	9.71E-02	
tex	9.46E-01	7.71E-02	1.69E-01	1.38E-01	1.00E-01	8.00E-02	
group_15423	9.46E-01	5.02E-01	9.48E-02	-2.93E-01	1.75E-01	9.71E-02	
group_15305	9.46E-01	5.02E-01	9.48E-02	-2.93E-01	1.75E-01	9.71E-02	
group_15218	9.46E-01	6.71E-01	4.39E-01	-1.01E-01	1.30E-01	4.51E-02	
group_15200	9.46E-01	5.02E-01	7.78E-01	-3.20E-02	1.14E-01	1.64E-02	
vacB	9.49E-01	2.35E-01	4.30E-01	-7.91E-02	1.00E-01	4.59E-02	
group_14798	9.46E-01	5.02E-01	2.26E-01	-1.77E-01	1.46E-01	7.05E-02	
group_14560	9.46E-01	5.02E-01	2.26E-01	-1.77E-01	1.46E-01	7.05E-02	
sfcA	9.46E-01	8.88E-03	5.51E-02	-1.90E-01	9.87E-02	1.11E-01	
fliJ	9.46E-01	4.18E-03	1.80E-02	2.35E-01	9.88E-02	1.37E-01	bad-chisq
group_13903	9.46E-01	7.71E-02	8.02E-01	4.55E-02	1.81E-01	1.46E-02	
plcC	9.46E-01	2.06E-02	2.69E-01	2.17E-01	1.96E-01	6.43E-02	bad-chisq
yhfF	9.49E-01	2.76E-02	9.72E-01	6.75E-03	1.95E-01	2.02E-03	bad-chisq
group_13036	9.46E-01	2.06E-02	6.12E-01	-1.08E-01	2.14E-01	2.95E-02	bad-chisq
group_12948	9.49E-01	2.76E-02	6.30E-01	-1.01E-01	2.08E-01	2.81E-02	bad-chisq
group_12517	9.46E-01	7.71E-02	8.66E-01	-3.65E-02	2.16E-01	9.83E-03	
group_12292	9.46E-01	2.06E-02	6.12E-01	-1.08E-01	2.14E-01	2.95E-02	bad-chisq
livM~~~livH	9.46E-01	2.06E-02	6.12E-01	-1.08E-01	2.14E-01	2.95E-02	bad-chisq
group_11799	9.46E-01	2.06E-02	5.29E-01	-1.42E-01	2.25E-01	3.67E-02	bad-chisq
group_11745	9.46E-01	5.02E-01	1.30E-01	-2.60E-01	1.71E-01	8.81E-02	
group_11617	9.46E-01	2.23E-01	7.72E-01	2.95E-02	1.02E-01	1.69E-02	
group_11351	9.46E-01	2.06E-02	6.12E-01	-1.08E-01	2.14E-01	2.95E-02	bad-chisq
group_10492	9.46E-01	2.23E-01	8.35E-01	-3.57E-02	1.72E-01	1.21E-02	
group_8741	9.46E-01	5.02E-01	8.92E-01	-1.34E-02	9.85E-02	7.93E-03	
group_21136	9.46E-01	2.23E-01	5.44E-01	-9.37E-02	1.54E-01	3.53E-02	
group_21126	9.43E-01	1.53E-02	3.50E-01	2.84E-01	3.03E-01	5.44E-02	bad-chisq
group_20880	9.43E-01	1.74E-01	8.29E-01	-3.48E-02	1.61E-01	1.26E-02	
group_20879	9.43E-01	1.74E-01	8.29E-01	-3.48E-02	1.61E-01	1.26E-02	
group_20878	9.43E-01	1.74E-01	8.29E-01	-3.48E-02	1.61E-01	1.26E-02	
group_20809	9.43E-01	7.69E-01	1.27E-01	-1.93E-01	1.26E-01	8.88E-02	
group_20761	9.43E-01	7.69E-01	1.27E-01	-1.93E-01	1.26E-01	8.88E-02	
group_20715	9.43E-01	7.69E-01	1.27E-01	-1.93E-01	1.26E-01	8.88E-02	
group_20713	9.43E-01	7.69E-01	1.27E-01	-1.93E-01	1.26E-01	8.88E-02	
mdtD~~~emrB	9.43E-01	1.74E-01	3.09E-01	1.71E-01	1.67E-01	5.93E-02	
ankX~~~aNKYR	9.46E-01	2.05E-04	3.38E-01	-9.64E-02	1.00E-01	5.58E-02	
group_19728	9.43E-01	1.74E-01	1.75E-01	-2.63E-01	1.93E-01	7.89E-02	
group_19387	9.43E-01	5.85E-02	6.34E-01	-1.42E-01	2.99E-01	2.77E-02	
ybjG~~~pgpB	9.43E-01	8.11E-01	6.64E-01	-4.26E-02	9.81E-02	2.53E-02	
group_18877	9.43E-01	5.85E-02	6.38E-01	-1.41E-01	2.99E-01	2.74E-02	
group_18872	9.43E-01	5.85E-02	6.20E-01	-9.26E-02	1.86E-01	2.89E-02	
group_18748	9.46E-01	2.23E-01	6.50E-01	-6.40E-02	1.41E-01	2.64E-02	
group_18741	9.43E-01	3.10E-03	6.81E-01	8.23E-02	2.00E-01	2.39E-02	bad-chisq
rutB~~~yecD	9.43E-01	5.85E-02	6.34E-01	-1.42E-01	2.99E-01	2.77E-02	
group_18169	9.43E-01	5.85E-02	6.33E-01	-1.43E-01	2.98E-01	2.78E-02	
group_18168	9.43E-01	5.85E-02	6.33E-01	-1.43E-01	2.98E-01	2.78E-02	
group_17942	9.43E-01	5.85E-02	6.33E-01	-1.43E-01	2.98E-01	2.78E-02	
group_17681	9.43E-01	1.53E-02	7.96E-01	7.91E-02	3.05E-01	1.51E-02	bad-chisq
group_17552	9.43E-01	7.69E-01	7.71E-01	-2.89E-02	9.93E-02	1.70E-02	
group_17480	9.43E-01	5.85E-02	6.34E-01	-1.42E-01	2.99E-01	2.77E-02	
group_17423	9.43E-01	5.85E-02	6.34E-01	-1.42E-01	2.99E-01	2.77E-02	
group_17263	9.43E-01	1.53E-02	7.96E-01	7.91E-02	3.05E-01	1.51E-02	bad-chisq
group_16942	9.43E-01	1.53E-02	7.96E-01	7.91E-02	3.05E-01	1.51E-02	bad-chisq
group_16937	9.46E-01	2.23E-01	7.27E-01	-5.43E-02	1.55E-01	2.03E-02	
trmL	9.43E-01	5.85E-02	6.52E-01	5.29E-02	1.17E-01	2.63E-02	
group_15600	9.43E-01	7.69E-01	8.01E-02	-2.77E-01	1.58E-01	1.02E-01	
group_15577	9.43E-01	1.74E-01	8.52E-01	-2.59E-02	1.39E-01	1.09E-02	
group_15337	9.43E-01	1.53E-02	6.45E-02	1.89E-01	1.02E-01	1.07E-01	bad-chisq
nagR	9.43E-01	4.08E-01	1.68E-01	-2.19E-01	1.59E-01	8.01E-02	
group_15083	9.43E-01	8.11E-01	9.94E-01	9.07E-04	1.24E-01	4.26E-04	
group_15025	9.43E-01	4.08E-01	1.68E-01	-2.19E-01	1.59E-01	8.01E-02	
group_14981	9.43E-01	4.08E-01	3.03E-01	-1.41E-01	1.37E-01	5.99E-02	
group_14881	9.43E-01	4.08E-01	1.68E-01	-2.19E-01	1.59E-01	8.01E-02	
group_14683	9.43E-01	4.08E-01	1.68E-01	-2.19E-01	1.59E-01	8.01E-02	
group_14666	9.43E-01	3.10E-03	1.41E-01	2.34E-01	1.58E-01	8.57E-02	bad-chisq
group_14643	9.43E-01	7.28E-05	2.65E-01	-1.08E-01	9.67E-02	6.48E-02	
group_14419	9.43E-01	4.08E-01	1.68E-01	-2.19E-01	1.59E-01	8.01E-02	
group_14404	9.43E-01	3.10E-03	1.41E-01	2.34E-01	1.58E-01	8.57E-02	bad-chisq
atoC~~~dctD	9.43E-01	5.85E-02	4.58E-01	1.16E-01	1.56E-01	4.33E-02	
group_14144	9.43E-01	4.08E-01	1.68E-01	-2.19E-01	1.59E-01	8.01E-02	
group_14132	9.43E-01	3.10E-03	1.41E-01	2.34E-01	1.58E-01	8.57E-02	bad-chisq
group_13764	9.43E-01	4.08E-01	1.68E-01	-2.19E-01	1.59E-01	8.01E-02	
group_13749	9.43E-01	3.10E-03	1.41E-01	2.34E-01	1.58E-01	8.57E-02	bad-chisq
group_13708	9.43E-01	1.53E-02	4.81E-01	-1.36E-01	1.93E-01	4.11E-02	bad-chisq
group_13592	9.43E-01	1.53E-02	6.58E-01	-8.40E-02	1.90E-01	2.58E-02	bad-chisq
tapA	9.43E-01	1.53E-02	8.74E-01	2.73E-02	1.72E-01	9.26E-03	bad-chisq
group_10979	9.43E-01	1.74E-01	1.89E-01	-1.93E-01	1.47E-01	7.64E-02	
group_10510	9.43E-01	8.11E-01	5.98E-01	-5.39E-02	1.02E-01	3.07E-02	
group_21129	9.39E-01	1.14E-02	4.06E-01	2.22E-01	2.67E-01	4.84E-02	bad-chisq
hdfR~~~argP~~~lysR	9.39E-01	1.14E-02	4.06E-01	2.22E-01	2.67E-01	4.84E-02	bad-chisq
group_20856	9.39E-01	1.35E-01	8.40E-01	-3.07E-02	1.52E-01	1.18E-02	
group_19757	9.39E-01	1.35E-01	2.07E-01	-2.28E-01	1.80E-01	7.34E-02	
group_19746	9.39E-01	1.35E-01	2.07E-01	-2.28E-01	1.80E-01	7.34E-02	
ompR~~~phoP~~~baeR~~~mprA	9.39E-01	1.35E-01	2.07E-01	-2.28E-01	1.80E-01	7.34E-02	
group_19740	9.39E-01	1.35E-01	2.07E-01	-2.28E-01	1.80E-01	7.34E-02	
group_19739	9.39E-01	3.30E-01	8.66E-01	-2.24E-02	1.33E-01	9.81E-03	
group_19660	9.39E-01	1.35E-01	1.56E-01	-3.31E-01	2.33E-01	8.24E-02	
group_19592	9.39E-01	1.35E-01	1.56E-01	-3.31E-01	2.33E-01	8.24E-02	
ubiK	9.39E-01	5.61E-01	4.02E-01	-7.92E-02	9.44E-02	4.88E-02	
ogt	9.39E-01	9.50E-01	7.96E-01	-2.47E-02	9.55E-02	1.50E-02	
group_18663	9.39E-01	1.35E-01	4.70E-01	-1.68E-01	2.33E-01	4.21E-02	
lutR~~~gntR~~~fadR	9.39E-01	4.43E-02	7.98E-01	-6.13E-02	2.39E-01	1.49E-02	
group_16687	9.39E-01	2.71E-01	2.02E-01	-1.18E-01	9.21E-02	7.43E-02	
degQ~~~degS	9.39E-01	6.49E-01	8.53E-01	-1.74E-02	9.39E-02	1.08E-02	
luxN~~~atoC	9.39E-01	4.43E-02	3.90E-01	-2.04E-01	2.37E-01	5.00E-02	
pbuX~~~xanP	9.39E-01	6.49E-01	2.24E-01	-1.44E-01	1.18E-01	7.08E-02	
group_15461	9.39E-01	1.14E-02	3.73E-01	2.10E-01	2.36E-01	5.18E-02	bad-chisq
group_15352	9.39E-01	1.14E-02	3.73E-01	2.10E-01	2.36E-01	5.18E-02	bad-chisq
group_15219	9.39E-01	1.14E-02	3.73E-01	2.10E-01	2.36E-01	5.18E-02	bad-chisq
group_15110	9.39E-01	6.49E-01	2.42E-01	-1.51E-01	1.29E-01	6.81E-02	
group_15087	9.39E-01	1.14E-02	3.73E-01	2.10E-01	2.36E-01	5.18E-02	bad-chisq
group_15067	9.39E-01	1.14E-02	6.79E-01	1.20E-01	2.89E-01	2.41E-02	bad-chisq
group_14867	9.39E-01	2.30E-03	1.26E-01	2.24E-01	1.46E-01	8.89E-02	bad-chisq
group_14541	9.39E-01	5.61E-01	1.99E-01	-1.22E-01	9.44E-02	7.47E-02	
group_14517	9.39E-01	5.61E-01	6.31E-01	-4.99E-02	1.04E-01	2.80E-02	
group_13349	9.39E-01	1.14E-02	4.68E-01	1.78E-01	2.45E-01	4.23E-02	bad-chisq
group_12463	9.39E-01	3.30E-01	2.56E-01	-1.67E-01	1.47E-01	6.61E-02	
group_11941	9.39E-01	1.14E-02	9.65E-01	8.59E-03	1.96E-01	2.56E-03	bad-chisq
group_11552	9.39E-01	1.14E-02	6.17E-01	8.13E-02	1.62E-01	2.91E-02	bad-chisq
group_11276	9.39E-01	1.35E-01	7.61E-01	-4.02E-02	1.32E-01	1.77E-02	
group_6268	9.39E-01	1.14E-02	9.48E-01	1.28E-02	1.97E-01	3.79E-03	bad-chisq
group_21130	9.36E-01	8.49E-03	3.82E-01	1.91E-01	2.18E-01	5.09E-02	bad-chisq
group_21127	9.36E-01	8.49E-03	8.97E-01	-2.37E-02	1.82E-01	7.57E-03	bad-chisq
group_20936	9.36E-01	3.35E-02	7.58E-01	-4.81E-02	1.56E-01	1.79E-02	
group_20817	9.36E-01	5.42E-01	6.65E-01	-5.99E-02	1.38E-01	2.52E-02	
group_19624	9.36E-01	1.05E-01	2.64E-01	-2.25E-01	2.01E-01	6.51E-02	
group_18908	9.36E-01	2.65E-01	3.65E-02	-4.13E-01	1.97E-01	1.21E-01	
group_18854	9.36E-01	3.35E-02	3.49E-01	1.95E-01	2.08E-01	5.45E-02	
yvaK	9.36E-01	3.35E-02	2.33E-01	1.82E-01	1.52E-01	6.94E-02	
group_18081	9.36E-01	9.17E-01	2.73E-03	-4.34E-01	1.44E-01	1.73E-01	
group_18028	9.36E-01	8.49E-03	9.95E-01	-2.12E-03	3.14E-01	3.94E-04	bad-chisq
group_17972	9.36E-01	3.35E-02	8.22E-01	-4.52E-02	2.00E-01	1.31E-02	
group_17807	9.36E-01	3.35E-02	9.76E-01	5.97E-03	1.99E-01	1.75E-03	
group_17806	9.36E-01	8.49E-03	9.95E-01	-2.12E-03	3.14E-01	3.94E-04	bad-chisq
group_17741	9.36E-01	8.49E-03	9.95E-01	-2.12E-03	3.14E-01	3.94E-04	bad-chisq
group_17740	9.36E-01	8.49E-03	9.95E-01	-2.12E-03	3.14E-01	3.94E-04	bad-chisq
group_17662	9.36E-01	3.35E-02	8.22E-01	-4.52E-02	2.00E-01	1.31E-02	
group_17467	9.36E-01	8.49E-03	9.95E-01	-2.12E-03	3.14E-01	3.94E-04	bad-chisq
nrtD~~~tauB	9.36E-01	3.35E-02	2.86E-01	-2.01E-01	1.88E-01	6.21E-02	
group_17246	9.36E-01	3.35E-02	8.22E-01	-4.52E-02	2.00E-01	1.31E-02	
artM~~~hisP	9.36E-01	3.35E-02	8.22E-01	-4.52E-02	2.00E-01	1.31E-02	
group_15918	9.36E-01	5.42E-01	4.00E-01	-1.11E-01	1.31E-01	4.90E-02	
group_13654	9.36E-01	1.58E-01	9.00E-02	-1.52E-01	8.96E-02	9.86E-02	
tatC	9.36E-01	5.42E-01	9.16E-01	-9.68E-03	9.20E-02	6.12E-03	
group_13149	9.36E-01	1.70E-03	1.43E-01	2.03E-01	1.38E-01	8.53E-02	bad-chisq
ompV	9.36E-01	1.05E-01	9.18E-02	-2.78E-01	1.64E-01	9.80E-02	
msbA~~~cydC	9.33E-01	6.31E-03	4.13E-01	1.83E-01	2.23E-01	4.77E-02	bad-chisq
group_21088	9.33E-01	2.53E-02	5.98E-01	-8.39E-02	1.59E-01	3.07E-02	
group_20903	9.33E-01	2.11E-01	6.45E-01	-6.05E-02	1.31E-01	2.68E-02	
group_20855	9.33E-01	2.11E-01	4.24E-01	-1.07E-01	1.34E-01	4.65E-02	
group_20765	9.33E-01	7.93E-01	1.06E-01	-2.11E-01	1.30E-01	9.41E-02	
alaX	9.33E-01	4.49E-01	4.03E-01	-8.64E-02	1.03E-01	4.87E-02	
yqjC	9.33E-01	8.17E-01	2.84E-01	-9.68E-02	9.02E-02	6.24E-02	
group_18555	9.33E-01	4.49E-01	2.21E-01	-1.36E-01	1.10E-01	7.13E-02	
group_18425	9.33E-01	4.49E-01	2.21E-01	-1.36E-01	1.10E-01	7.13E-02	
group_18424	9.33E-01	4.49E-01	2.21E-01	-1.36E-01	1.10E-01	7.13E-02	
group_18263	9.33E-01	4.49E-01	2.21E-01	-1.36E-01	1.10E-01	7.13E-02	
group_17848	9.33E-01	2.53E-02	2.12E-01	1.19E-01	9.50E-02	7.26E-02	
group_17646	9.33E-01	2.11E-01	1.69E-01	-2.17E-01	1.57E-01	8.00E-02	
group_15946	9.33E-01	8.12E-02	5.38E-01	-1.09E-01	1.76E-01	3.58E-02	
group_15391	9.33E-01	6.31E-03	2.50E-01	2.05E-01	1.78E-01	6.70E-02	bad-chisq
group_15049	9.36E-01	1.05E-01	5.98E-01	-5.33E-02	1.01E-01	3.07E-02	
group_13175	9.33E-01	2.11E-01	9.22E-01	-1.28E-02	1.30E-01	5.73E-03	
iclR~~~tctC	9.33E-01	1.26E-03	3.68E-01	1.51E-01	1.68E-01	5.24E-02	bad-chisq
metQ	9.33E-01	6.31E-03	7.32E-01	7.63E-02	2.23E-01	1.99E-02	bad-chisq
glcE	9.33E-01	8.12E-02	7.94E-01	2.91E-02	1.11E-01	1.52E-02	
group_11114	9.33E-01	6.31E-03	7.32E-01	7.63E-02	2.23E-01	1.99E-02	bad-chisq
citB~~~rcsB~~~luxR	9.29E-01	6.25E-02	5.52E-01	-1.11E-01	1.87E-01	3.46E-02	
yobV~~~yafY~~~pafB	9.29E-01	1.90E-02	9.38E-01	-1.12E-02	1.45E-01	4.50E-03	
group_20914	9.29E-01	6.25E-02	8.91E-01	-2.36E-02	1.71E-01	8.01E-03	
group_20786	9.29E-01	1.90E-02	4.67E-01	1.28E-01	1.75E-01	4.23E-02	
group_18897	9.29E-01	4.69E-03	4.52E-01	1.59E-01	2.11E-01	4.38E-02	bad-chisq
group_18851	9.29E-01	6.25E-02	1.47E-01	-2.81E-01	1.93E-01	8.43E-02	
group_18846	9.29E-01	4.69E-03	4.52E-01	1.59E-01	2.11E-01	4.38E-02	bad-chisq
urcA~~~psiF	9.29E-01	6.25E-02	4.09E-01	1.34E-01	1.62E-01	4.81E-02	
group_18567	9.29E-01	1.68E-01	3.04E-01	-1.63E-01	1.59E-01	5.98E-02	
group_18433	9.29E-01	1.68E-01	3.03E-01	-1.64E-01	1.59E-01	6.00E-02	
group_18379	9.29E-01	6.25E-02	1.77E-01	-2.51E-01	1.85E-01	7.86E-02	
group_18206	9.29E-01	6.25E-02	1.77E-01	-2.51E-01	1.85E-01	7.86E-02	
group_18124	9.29E-01	4.69E-03	9.73E-01	-6.62E-03	1.99E-01	1.94E-03	bad-chisq
group_17878	9.33E-01	6.31E-03	6.67E-01	8.13E-02	1.89E-01	2.51E-02	bad-chisq
group_17877	9.33E-01	6.31E-03	6.67E-01	8.13E-02	1.89E-01	2.51E-02	bad-chisq
group_17760	9.29E-01	5.82E-01	4.06E-02	-2.39E-01	1.16E-01	1.19E-01	
group_17545	9.33E-01	6.31E-03	6.67E-01	8.13E-02	1.89E-01	2.51E-02	bad-chisq
group_17303	9.33E-01	2.53E-02	5.45E-01	-1.33E-01	2.19E-01	3.52E-02	
group_17072	9.33E-01	6.31E-03	6.67E-01	8.13E-02	1.89E-01	2.51E-02	bad-chisq
group_17071	9.33E-01	6.31E-03	6.67E-01	8.13E-02	1.89E-01	2.51E-02	bad-chisq
group_16868	9.33E-01	6.31E-03	6.67E-01	8.13E-02	1.89E-01	2.51E-02	bad-chisq
group_16813	9.29E-01	5.82E-01	4.06E-02	-2.39E-01	1.16E-01	1.19E-01	
group_16029	9.29E-01	6.79E-01	7.84E-01	-2.71E-02	9.88E-02	1.60E-02	
lysR~~~gbpR~~~hdfR	9.33E-01	6.31E-03	7.38E-01	4.74E-02	1.42E-01	1.95E-02	bad-chisq
group_16003	9.33E-01	6.31E-03	6.96E-01	5.34E-02	1.37E-01	2.27E-02	bad-chisq
group_15930	9.29E-01	6.25E-02	5.60E-01	-9.82E-02	1.68E-01	3.39E-02	
group_15905	9.29E-01	6.25E-02	5.60E-01	-9.82E-02	1.68E-01	3.39E-02	
group_15855	9.29E-01	6.25E-02	5.60E-01	-9.82E-02	1.68E-01	3.39E-02	
group_15823	9.29E-01	6.25E-02	5.60E-01	-9.82E-02	1.68E-01	3.39E-02	
group_15149	9.29E-01	5.82E-01	4.06E-02	-2.39E-01	1.16E-01	1.19E-01	
group_14817	9.29E-01	1.02E-05	7.63E-01	2.86E-02	9.46E-02	1.76E-02	
dinG~~~dnaQ	9.29E-01	5.82E-01	4.06E-02	-2.39E-01	1.16E-01	1.19E-01	
iclR~~~kipR	9.29E-01	1.90E-02	7.92E-01	3.23E-02	1.23E-01	1.53E-02	
bdlA~~~pAS	9.29E-01	5.82E-01	4.06E-02	-2.39E-01	1.16E-01	1.19E-01	
group_13677	9.29E-01	5.82E-01	4.06E-02	-2.39E-01	1.16E-01	1.19E-01	
group_13676	9.29E-01	5.82E-01	4.06E-02	-2.39E-01	1.16E-01	1.19E-01	
cdhR~~~glxA~~~rhaS	9.29E-01	5.82E-01	4.06E-02	-2.39E-01	1.16E-01	1.19E-01	
group_11996	9.29E-01	1.90E-02	4.45E-01	-1.63E-01	2.13E-01	4.45E-02	
group_11576	9.29E-01	1.68E-01	4.91E-01	-8.56E-02	1.24E-01	4.02E-02	
glnK	9.29E-01	1.29E-01	8.85E-02	-1.50E-01	8.78E-02	9.90E-02	
group_20925	9.29E-01	9.46E-01	6.08E-01	-5.07E-02	9.87E-02	2.99E-02	
group_20719	9.26E-01	3.02E-01	1.90E-01	-1.73E-01	1.32E-01	7.62E-02	
group_20349	9.26E-01	9.30E-01	8.11E-03	-3.20E-01	1.20E-01	1.53E-01	
group_20113	9.26E-01	1.43E-02	3.36E-01	-2.28E-01	2.36E-01	5.60E-02	
group_18810	9.26E-01	5.76E-01	8.07E-01	-3.64E-02	1.49E-01	1.42E-02	
group_18678	9.26E-01	1.32E-01	1.53E-01	-2.33E-01	1.63E-01	8.31E-02	
group_18529	9.26E-01	6.87E-04	8.96E-01	4.51E-02	3.45E-01	7.61E-03	bad-chisq
