variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
group_12938	7.14E-01	1.32E-08	6.67E-01	6.62E-02	1.54E-01	2.51E-02	
group_20987	7.17E-01	2.16E-12	8.54E-01	2.94E-02	1.60E-01	1.07E-02	
group_17608	7.10E-01	1.92E-07	6.72E-01	-4.78E-02	1.13E-01	2.47E-02	
group_17580	7.10E-01	1.92E-07	8.38E-01	2.70E-02	1.32E-01	1.19E-02	
group_11913	7.10E-01	8.05E-07	5.04E-01	-8.71E-02	1.30E-01	3.89E-02	
group_8184	7.14E-01	4.64E-10	3.56E-02	2.37E-01	1.12E-01	1.22E-01	
group_4819	7.17E-01	2.24E-04	5.65E-01	-4.56E-02	7.91E-02	3.35E-02	
group_20970	7.14E-01	4.87E-12	4.35E-01	-1.36E-01	1.74E-01	4.55E-02	
group_17905	7.07E-01	2.20E-06	8.02E-01	-3.12E-02	1.25E-01	1.46E-02	
group_16424	7.10E-01	1.69E-09	3.06E-02	3.13E-01	1.44E-01	1.25E-01	
group_14382	7.10E-01	3.57E-04	1.13E-01	-1.11E-01	7.01E-02	9.21E-02	
group_13286	7.14E-01	2.57E-09	3.43E-01	1.19E-01	1.25E-01	5.52E-02	
group_12648	7.14E-01	1.28E-03	1.78E-01	-1.10E-01	8.16E-02	7.84E-02	
group_10415	7.07E-01	2.20E-06	7.64E-01	-3.81E-02	1.26E-01	1.75E-02	
group_1908	7.14E-01	1.60E-05	7.70E-01	2.29E-02	7.82E-02	1.70E-02	
group_20086	7.07E-01	4.64E-03	8.29E-01	-1.49E-02	6.90E-02	1.26E-02	
group_19838	7.07E-01	4.64E-03	8.29E-01	-1.49E-02	6.90E-02	1.26E-02	
group_11824	7.10E-01	6.88E-11	5.48E-01	-9.28E-02	1.54E-01	3.50E-02	
group_20327	7.04E-01	3.61E-03	8.32E-01	-1.44E-02	6.80E-02	1.24E-02	
group_20326	7.04E-01	3.61E-03	8.32E-01	-1.44E-02	6.80E-02	1.24E-02	
group_19735	7.04E-01	8.30E-03	5.77E-01	-3.82E-02	6.85E-02	3.25E-02	
rhaT~~~eamA~~~yedA	7.04E-01	2.93E-10	7.40E-01	5.41E-02	1.63E-01	1.93E-02	
group_10696	7.04E-01	7.18E-10	8.97E-02	2.77E-01	1.63E-01	9.86E-02	
nosD	7.04E-01	7.68E-12	3.82E-01	-1.49E-01	1.70E-01	5.09E-02	
nosZ	7.04E-01	7.68E-12	3.82E-01	-1.49E-01	1.70E-01	5.09E-02	
ccmA~~~nosF~~~drrA	7.04E-01	7.68E-12	3.82E-01	-1.49E-01	1.70E-01	5.09E-02	
nosR	7.04E-01	7.68E-12	3.82E-01	-1.49E-01	1.70E-01	5.09E-02	
copZ~~~nosL	7.04E-01	7.68E-12	3.82E-01	-1.49E-01	1.70E-01	5.09E-02	
group_20638	7.00E-01	2.49E-12	1.73E-02	-4.33E-01	1.81E-01	1.38E-01	
group_15695	6.97E-01	1.46E-01	9.69E-01	-2.06E-03	5.28E-02	2.28E-03	
group_10671	7.04E-01	1.97E-04	3.50E-01	-7.24E-02	7.75E-02	5.44E-02	
nosY	7.00E-01	1.65E-11	5.91E-01	-8.38E-02	1.56E-01	3.13E-02	
group_19604	6.97E-01	3.01E-10	3.37E-02	2.65E-01	1.24E-01	1.23E-01	
group_13686	6.94E-01	1.07E-09	5.09E-01	7.51E-02	1.14E-01	3.85E-02	
group_11532	7.00E-01	1.06E-06	4.35E-01	5.96E-02	7.63E-02	4.55E-02	
group_9828	7.00E-01	4.17E-04	2.03E-01	-9.71E-02	7.61E-02	7.41E-02	
group_7498	7.00E-01	1.45E-04	3.83E-01	-6.67E-02	7.64E-02	5.08E-02	
group_12681	6.97E-01	1.14E-02	7.97E-02	-1.32E-01	7.53E-02	1.02E-01	
ycxB	6.97E-01	5.14E-03	2.40E-01	-8.89E-02	7.56E-02	6.83E-02	
group_6206	6.97E-01	1.06E-04	4.19E-01	-6.08E-02	7.52E-02	4.70E-02	
group_11688	6.94E-01	2.31E-04	4.91E-01	-4.81E-02	6.98E-02	4.01E-02	
group_19898	6.84E-01	8.88E-06	5.96E-01	-3.92E-02	7.39E-02	3.08E-02	
group_7773	6.90E-01	2.79E-01	4.39E-02	-1.21E-01	6.00E-02	1.17E-01	
group_15851	6.84E-01	1.46E-08	2.89E-01	1.22E-01	1.15E-01	6.18E-02	
phlB	6.84E-01	5.71E-10	2.45E-01	-1.82E-01	1.56E-01	6.76E-02	
hisJ~~~yhdW	6.80E-01	5.58E-09	8.45E-02	-3.01E-01	1.74E-01	1.00E-01	
group_20776	6.80E-01	5.58E-09	8.45E-02	-3.01E-01	1.74E-01	1.00E-01	
wspC~~~cheR	6.80E-01	1.10E-09	3.24E-01	-1.43E-01	1.45E-01	5.74E-02	
group_12782	6.80E-01	2.12E-05	7.02E-01	2.82E-02	7.36E-02	2.23E-02	
group_11997	6.80E-01	2.12E-05	7.02E-01	2.82E-02	7.36E-02	2.23E-02	
group_11476	6.77E-01	4.42E-06	7.26E-02	-1.77E-01	9.80E-02	1.04E-01	
group_10909	6.80E-01	2.12E-05	7.02E-01	2.82E-02	7.36E-02	2.23E-02	
group_20969	6.77E-01	2.09E-09	3.99E-01	-1.43E-01	1.69E-01	4.91E-02	
group_20639	6.73E-01	2.38E-11	3.67E-02	-2.40E-01	1.14E-01	1.21E-01	
ybgD~~~lpfA~~~stdA	6.70E-01	1.41E-09	2.83E-02	2.03E-01	9.22E-02	1.27E-01	
group_13944	6.77E-01	4.87E-05	7.91E-01	1.92E-02	7.23E-02	1.55E-02	
group_13797	6.77E-01	4.87E-05	7.91E-01	1.92E-02	7.23E-02	1.55E-02	
group_13408	6.77E-01	4.87E-05	7.91E-01	1.92E-02	7.23E-02	1.55E-02	
group_13201	6.77E-01	4.87E-05	7.91E-01	1.92E-02	7.23E-02	1.55E-02	
group_12493	6.77E-01	4.87E-05	7.91E-01	1.92E-02	7.23E-02	1.55E-02	
prfH~~~rtcB	6.77E-01	3.06E-07	3.48E-01	6.78E-02	7.22E-02	5.46E-02	
group_20733	6.73E-01	1.86E-08	1.73E-01	-2.21E-01	1.62E-01	7.94E-02	
syrM~~~lysR	6.73E-01	3.09E-06	1.56E-01	1.06E-01	7.44E-02	8.26E-02	
group_10799	6.70E-01	7.15E-09	3.87E-01	-1.44E-01	1.66E-01	5.04E-02	
group_18749	6.67E-01	1.81E-05	7.35E-01	-3.28E-02	9.66E-02	1.97E-02	
group_17324	6.70E-01	3.31E-08	5.23E-01	-1.01E-01	1.58E-01	3.72E-02	
group_17322	6.70E-01	3.31E-08	5.23E-01	-1.01E-01	1.58E-01	3.72E-02	
group_17321	6.70E-01	3.31E-08	5.23E-01	-1.01E-01	1.58E-01	3.72E-02	
group_16260	6.67E-01	1.81E-05	9.18E-01	8.77E-03	8.54E-02	5.97E-03	
group_15642	6.70E-01	7.15E-09	1.36E-01	-2.34E-01	1.57E-01	8.66E-02	
group_15571	6.70E-01	7.15E-09	1.36E-01	-2.34E-01	1.57E-01	8.66E-02	
group_15486	6.70E-01	7.15E-09	1.36E-01	-2.34E-01	1.57E-01	8.66E-02	
group_15383	6.70E-01	7.15E-09	1.36E-01	-2.34E-01	1.57E-01	8.66E-02	
group_15255	6.70E-01	7.15E-09	1.36E-01	-2.34E-01	1.57E-01	8.66E-02	
nikE~~~nikD~~~dppD	6.70E-01	7.15E-09	1.36E-01	-2.34E-01	1.57E-01	8.66E-02	
group_14531	6.67E-01	2.44E-07	1.79E-02	-5.27E-01	2.21E-01	1.37E-01	
group_14239	6.67E-01	2.44E-07	1.79E-02	-5.27E-01	2.21E-01	1.37E-01	
metN	6.70E-01	3.31E-08	5.23E-01	-1.01E-01	1.58E-01	3.72E-02	
group_12079	6.70E-01	3.31E-08	5.23E-01	-1.01E-01	1.58E-01	3.72E-02	
group_11475	6.67E-01	2.44E-07	2.00E-02	-3.97E-01	1.70E-01	1.35E-01	
group_11034	6.70E-01	3.31E-08	5.23E-01	-1.01E-01	1.58E-01	3.72E-02	
group_15657	6.60E-01	9.10E-03	6.03E-01	2.65E-02	5.09E-02	3.03E-02	
sfnC~~~hsaA	6.67E-01	5.81E-08	5.20E-01	-1.03E-01	1.60E-01	3.75E-02	
group_9528	6.63E-01	4.11E-07	8.89E-02	-3.26E-01	1.91E-01	9.89E-02	
group_8644	6.63E-01	4.11E-07	8.89E-02	-3.26E-01	1.91E-01	9.89E-02	
group_8642	6.63E-01	4.11E-07	8.89E-02	-3.26E-01	1.91E-01	9.89E-02	
yhdW	6.63E-01	4.11E-07	8.89E-02	-3.26E-01	1.91E-01	9.89E-02	
group_20596	6.67E-01	1.21E-03	5.39E-01	-4.57E-02	7.44E-02	3.57E-02	
group_19599	6.60E-01	1.72E-07	1.65E-02	-6.38E-01	2.65E-01	1.39E-01	
clcA	6.60E-01	1.72E-07	1.65E-02	-6.38E-01	2.65E-01	1.39E-01	
sutR~~~pezA	6.60E-01	1.74E-03	3.08E-01	-7.62E-02	7.46E-02	5.93E-02	
ccmF~~~dsbE~~~ccmG	6.60E-01	9.07E-05	1.16E-01	-1.21E-01	7.66E-02	9.15E-02	
group_20308	6.60E-01	9.07E-05	1.16E-01	-1.21E-01	7.66E-02	9.15E-02	
ccmD~~~ccmC	6.60E-01	9.07E-05	1.16E-01	-1.21E-01	7.66E-02	9.15E-02	
group_18629	6.57E-01	2.90E-07	2.08E-01	-2.74E-01	2.17E-01	7.33E-02	
lysR~~~gcvA	6.57E-01	7.03E-08	6.37E-01	-7.21E-02	1.52E-01	2.75E-02	
group_20488	6.57E-01	1.92E-04	4.24E-02	-1.54E-01	7.56E-02	1.18E-01	
group_14367	6.50E-01	1.08E-05	9.30E-01	6.07E-03	6.93E-02	5.10E-03	
group_18906	6.53E-01	4.83E-07	7.15E-01	-7.95E-02	2.18E-01	2.12E-02	
torA	6.50E-01	2.92E-04	4.57E-02	-1.48E-01	7.36E-02	1.16E-01	
group_19417	6.50E-01	7.23E-04	2.29E-01	-5.77E-02	4.79E-02	6.99E-02	
group_18734	6.46E-01	8.35E-08	7.15E-03	-4.26E-01	1.57E-01	1.56E-01	
group_14752	6.46E-01	1.29E-06	3.67E-01	-1.70E-01	1.88E-01	5.25E-02	
group_14500	6.46E-01	1.29E-06	3.67E-01	-1.70E-01	1.88E-01	5.25E-02	
group_14221	6.46E-01	1.29E-06	3.67E-01	-1.70E-01	1.88E-01	5.25E-02	
group_13874	6.46E-01	1.29E-06	3.67E-01	-1.70E-01	1.88E-01	5.25E-02	
group_13310	6.46E-01	1.29E-06	3.67E-01	-1.70E-01	1.88E-01	5.25E-02	
group_13059	6.46E-01	3.39E-07	9.72E-02	-2.92E-01	1.76E-01	9.64E-02	
group_12738	6.50E-01	2.00E-02	9.72E-02	-1.07E-01	6.42E-02	9.64E-02	
group_12632	6.46E-01	1.29E-06	3.67E-01	-1.70E-01	1.88E-01	5.25E-02	
group_11815	6.46E-01	1.29E-06	3.67E-01	-1.70E-01	1.88E-01	5.25E-02	
group_10557	6.50E-01	7.93E-07	3.83E-01	-1.70E-01	1.94E-01	5.08E-02	
group_10318	6.50E-01	1.10E-08	1.52E-01	-1.79E-01	1.25E-01	8.33E-02	
group_6583	6.53E-01	5.68E-03	8.90E-02	-9.94E-02	5.83E-02	9.89E-02	
group_21086	6.46E-01	1.29E-06	8.95E-01	-2.56E-02	1.94E-01	7.69E-03	
group_20849	6.46E-01	3.39E-07	5.85E-01	-8.68E-02	1.59E-01	3.18E-02	
group_20821	6.46E-01	1.29E-06	7.09E-01	5.74E-02	1.53E-01	2.18E-02	
group_20524	6.46E-01	1.29E-06	9.04E-01	-2.27E-02	1.89E-01	6.99E-03	
group_20360	6.46E-01	1.29E-06	9.04E-01	-2.27E-02	1.89E-01	6.99E-03	
group_20358	6.46E-01	1.29E-06	8.95E-01	-2.56E-02	1.94E-01	7.69E-03	
group_17056	6.43E-01	1.01E-07	6.88E-01	-2.94E-02	7.31E-02	2.34E-02	
group_11232	6.43E-01	5.58E-07	3.48E-02	-3.91E-01	1.85E-01	1.23E-01	
torC	6.43E-01	4.36E-04	1.10E-01	-1.14E-01	7.11E-02	9.29E-02	
group_19579	6.40E-01	9.07E-07	5.16E-02	-4.36E-01	2.23E-01	1.13E-01	
group_13907	6.40E-01	2.36E-07	5.46E-02	-2.31E-01	1.20E-01	1.12E-01	
group_11353	6.43E-01	5.58E-07	1.50E-01	-2.38E-01	1.65E-01	8.38E-02	
group_10678	6.43E-01	5.58E-07	1.50E-01	-2.38E-01	1.65E-01	8.38E-02	
group_9888	6.43E-01	5.58E-07	1.50E-01	-2.38E-01	1.65E-01	8.38E-02	
group_9887	6.43E-01	5.58E-07	1.50E-01	-2.38E-01	1.65E-01	8.38E-02	
group_8060	6.43E-01	5.58E-07	1.50E-01	-2.38E-01	1.65E-01	8.38E-02	
group_7625	6.43E-01	5.58E-07	1.50E-01	-2.38E-01	1.65E-01	8.38E-02	
group_7624	6.43E-01	5.58E-07	1.50E-01	-2.38E-01	1.65E-01	8.38E-02	
caiA	6.43E-01	5.58E-07	1.50E-01	-2.38E-01	1.65E-01	8.38E-02	
group_19684	6.40E-01	2.08E-03	2.66E-02	-1.55E-01	6.96E-02	1.29E-01	
group_16240	6.40E-01	3.27E-06	2.74E-01	-2.22E-01	2.02E-01	6.37E-02	
group_13213	6.36E-01	9.75E-08	9.67E-01	1.05E-02	2.53E-01	2.43E-03	
group_8868	6.40E-01	9.07E-07	2.03E-01	-1.98E-01	1.55E-01	7.40E-02	
group_5575	6.40E-01	3.27E-06	4.91E-01	-1.20E-01	1.74E-01	4.01E-02	
group_5454	6.40E-01	3.27E-06	4.91E-01	-1.20E-01	1.74E-01	4.01E-02	
group_4941	6.40E-01	9.07E-07	1.10E-01	-2.87E-01	1.79E-01	9.29E-02	
group_18184	6.33E-01	7.94E-06	9.85E-01	4.28E-03	2.32E-01	1.07E-03	
group_17962	6.33E-01	7.94E-06	9.85E-01	4.28E-03	2.32E-01	1.07E-03	
group_17961	6.33E-01	7.94E-06	9.85E-01	4.28E-03	2.32E-01	1.07E-03	
group_17641	6.33E-01	7.94E-06	9.85E-01	4.28E-03	2.32E-01	1.07E-03	
group_16642	6.33E-01	2.32E-06	9.35E-02	-3.88E-01	2.31E-01	9.75E-02	
group_16417	6.33E-01	7.94E-06	9.85E-01	4.28E-03	2.32E-01	1.07E-03	
group_16411	6.33E-01	2.32E-06	9.35E-02	-3.88E-01	2.31E-01	9.75E-02	
group_15751	6.33E-01	7.94E-06	9.85E-01	4.28E-03	2.32E-01	1.07E-03	
group_15701	6.33E-01	7.94E-06	9.85E-01	4.28E-03	2.32E-01	1.07E-03	
group_15666	6.33E-01	7.94E-06	9.85E-01	4.28E-03	2.32E-01	1.07E-03	
gspK	6.33E-01	7.94E-06	9.85E-01	4.28E-03	2.32E-01	1.07E-03	
gspG	6.33E-01	7.94E-06	9.85E-01	4.28E-03	2.32E-01	1.07E-03	
group_13628	6.36E-01	2.84E-05	5.17E-01	-4.69E-02	7.23E-02	3.78E-02	
group_12280	6.33E-01	2.32E-06	5.79E-02	-4.43E-01	2.33E-01	1.10E-01	
group_8867	6.36E-01	1.46E-06	7.75E-02	-3.14E-01	1.78E-01	1.03E-01	
gspH	6.33E-01	7.94E-06	9.85E-01	4.28E-03	2.32E-01	1.07E-03	
group_19664	6.33E-01	2.32E-06	1.43E-01	-2.96E-01	2.02E-01	8.51E-02	
ccoN~~~ccoN1	6.26E-01	1.27E-02	6.80E-02	-9.05E-02	4.94E-02	1.06E-01	
insH	6.30E-01	1.22E-05	9.03E-01	2.47E-02	2.03E-01	7.10E-03	
group_17220	6.30E-01	3.64E-06	4.33E-01	-1.55E-01	1.98E-01	4.57E-02	
group_16221	6.33E-01	6.35E-07	2.03E-02	-3.73E-01	1.60E-01	1.35E-01	
group_13707	6.33E-01	1.37E-02	6.60E-02	-1.33E-01	7.23E-02	1.07E-01	
group_13599	6.30E-01	1.22E-05	9.33E-01	-1.68E-02	2.00E-01	4.88E-03	
group_13052	6.30E-01	1.22E-05	9.33E-01	-1.68E-02	2.00E-01	4.88E-03	
group_13051	6.30E-01	1.22E-05	9.33E-01	-1.68E-02	2.00E-01	4.88E-03	
group_5965	6.33E-01	6.35E-07	1.85E-02	-3.80E-01	1.60E-01	1.37E-01	
group_20645	6.26E-01	1.63E-06	8.88E-02	-2.64E-01	1.54E-01	9.89E-02	
group_20176	6.33E-01	6.35E-07	7.97E-01	2.59E-02	1.01E-01	1.50E-02	
group_20175	6.33E-01	6.35E-07	7.97E-01	2.59E-02	1.01E-01	1.50E-02	
group_19718	6.30E-01	3.64E-06	2.27E-01	-2.27E-01	1.87E-01	7.03E-02	
rfbF	6.36E-01	8.88E-06	3.08E-03	1.85E-01	6.19E-02	1.71E-01	
group_18840	6.30E-01	6.90E-10	1.65E-01	-1.07E-01	7.69E-02	8.07E-02	
pulJ	6.26E-01	1.84E-05	7.93E-01	4.68E-02	1.78E-01	1.53E-02	
group_18245	6.26E-01	1.63E-06	5.86E-02	-3.08E-01	1.62E-01	1.10E-01	
rfaZ	6.30E-01	6.68E-08	3.12E-01	-2.34E-01	2.32E-01	5.88E-02	
group_17684	6.26E-01	1.63E-06	5.86E-02	-3.08E-01	1.62E-01	1.10E-01	
group_17683	6.26E-01	1.63E-06	5.86E-02	-3.08E-01	1.62E-01	1.10E-01	
group_16814	6.26E-01	1.63E-06	5.86E-02	-3.08E-01	1.62E-01	1.10E-01	
group_15156	6.26E-01	1.63E-06	5.86E-02	-3.08E-01	1.62E-01	1.10E-01	
group_14381	6.26E-01	1.63E-06	5.86E-02	-3.08E-01	1.62E-01	1.10E-01	
group_14102	6.26E-01	1.63E-06	5.86E-02	-3.08E-01	1.62E-01	1.10E-01	
group_13705	6.26E-01	1.63E-06	5.86E-02	-3.08E-01	1.62E-01	1.10E-01	
group_13077	6.26E-01	5.65E-06	4.18E-01	-1.29E-01	1.60E-01	4.72E-02	
group_13073	6.26E-01	1.63E-06	5.86E-02	-3.08E-01	1.62E-01	1.10E-01	
group_10871	6.30E-01	3.60E-04	5.13E-01	-4.11E-02	6.28E-02	3.81E-02	
group_18415	6.23E-01	2.57E-06	9.28E-02	-2.55E-01	1.51E-01	9.77E-02	
group_18044	6.23E-01	2.57E-06	1.11E-01	-2.38E-01	1.49E-01	9.26E-02	
group_17918	6.26E-01	9.59E-05	8.17E-02	-1.26E-01	7.20E-02	1.01E-01	
group_17402	6.23E-01	2.57E-06	9.54E-02	-2.58E-01	1.54E-01	9.70E-02	
group_17052	6.23E-01	2.57E-06	2.28E-01	-1.82E-01	1.51E-01	7.02E-02	
group_16831	6.23E-01	2.57E-06	9.28E-02	-2.55E-01	1.51E-01	9.77E-02	
group_14850	6.23E-01	2.57E-06	9.28E-02	-2.55E-01	1.51E-01	9.77E-02	
group_14646	6.23E-01	2.57E-06	9.28E-02	-2.55E-01	1.51E-01	9.77E-02	
group_14121	6.23E-01	2.57E-06	1.06E-01	-2.65E-01	1.63E-01	9.41E-02	
group_13622	6.23E-01	2.57E-06	9.28E-02	-2.55E-01	1.51E-01	9.77E-02	
group_13050	6.26E-01	5.65E-06	2.28E-01	-2.51E-01	2.08E-01	7.02E-02	
group_12655	6.26E-01	5.65E-06	2.28E-01	-2.51E-01	2.08E-01	7.02E-02	
group_12310	6.26E-01	5.65E-06	2.28E-01	-2.51E-01	2.08E-01	7.02E-02	
group_11418	6.23E-01	8.69E-06	6.09E-01	-7.54E-02	1.47E-01	2.98E-02	
group_11373	6.26E-01	5.65E-06	2.28E-01	-2.51E-01	2.08E-01	7.02E-02	
group_9921	6.26E-01	5.65E-06	2.28E-01	-2.51E-01	2.08E-01	7.02E-02	
group_8689	6.26E-01	5.65E-06	2.03E-01	-2.66E-01	2.08E-01	7.42E-02	
group_7671	6.26E-01	5.65E-06	2.28E-01	-2.51E-01	2.08E-01	7.02E-02	
group_3776	6.26E-01	5.65E-06	2.28E-01	-2.51E-01	2.08E-01	7.02E-02	
group_18053	6.20E-01	1.14E-06	8.10E-03	-4.48E-01	1.68E-01	1.53E-01	
tarH~~~tar	6.20E-01	3.91E-02	5.50E-03	-1.45E-01	5.17E-02	1.61E-01	
group_15594	6.20E-01	1.32E-05	8.11E-01	-3.68E-02	1.54E-01	1.39E-02	
group_10002	6.16E-01	2.93E-04	4.62E-01	-4.82E-02	6.55E-02	4.28E-02	
group_5592	6.20E-01	1.32E-05	2.81E-01	-2.13E-01	1.97E-01	6.28E-02	
group_4996	6.20E-01	1.32E-05	2.81E-01	-2.13E-01	1.97E-01	6.28E-02	
group_20305	6.23E-01	2.57E-06	5.71E-01	5.25E-02	9.25E-02	3.30E-02	
group_19190	6.20E-01	1.79E-08	7.52E-03	-2.31E-01	8.59E-02	1.55E-01	
gspC	6.16E-01	6.03E-05	5.25E-01	9.38E-02	1.47E-01	3.70E-02	
gspL~~~pulL	6.16E-01	6.03E-05	5.37E-01	8.89E-02	1.44E-01	3.60E-02	
rclR~~~araC	6.20E-01	4.00E-06	1.28E-01	-2.53E-01	1.66E-01	8.84E-02	
group_15313	6.20E-01	4.00E-06	1.28E-01	-2.53E-01	1.66E-01	8.84E-02	
group_18209	6.13E-01	9.41E-06	1.87E-01	-1.89E-01	1.43E-01	7.67E-02	
fet4	6.13E-01	2.81E-06	8.44E-02	-2.16E-01	1.24E-01	1.00E-01	
group_13039	6.13E-01	9.41E-06	1.11E-01	-2.39E-01	1.50E-01	9.26E-02	
group_20189	6.06E-01	6.66E-06	1.19E-01	-1.88E-01	1.21E-01	9.06E-02	
ybjT~~~nmrA	6.06E-01	6.66E-06	1.19E-01	-1.88E-01	1.21E-01	9.06E-02	
ohrB~~~osmC	6.06E-01	6.66E-06	1.19E-01	-1.88E-01	1.21E-01	9.06E-02	
group_19866	6.06E-01	6.66E-06	1.19E-01	-1.88E-01	1.21E-01	9.06E-02	
ykvA	6.06E-01	2.13E-05	3.51E-01	-1.04E-01	1.11E-01	5.43E-02	
rpoE~~~sigJ	6.06E-01	6.66E-06	1.19E-01	-1.88E-01	1.21E-01	9.06E-02	
group_19469	6.06E-01	6.66E-06	1.19E-01	-1.88E-01	1.21E-01	9.06E-02	
group_19152	6.03E-01	2.89E-05	1.66E-01	8.81E-02	6.35E-02	8.06E-02	
group_17057	6.09E-01	4.37E-05	7.53E-01	-7.31E-02	2.32E-01	1.83E-02	
group_16150	6.13E-01	8.78E-05	2.86E-01	-1.17E-01	1.10E-01	6.21E-02	
group_5117	6.13E-01	7.75E-05	3.82E-01	-5.97E-02	6.82E-02	5.09E-02	
group_20057	6.03E-01	3.15E-05	8.54E-01	2.26E-02	1.23E-01	1.07E-02	
group_19635	6.03E-01	1.01E-05	1.28E-01	-1.82E-01	1.19E-01	8.86E-02	
tatB	6.13E-01	6.92E-01	2.55E-01	-5.61E-02	4.91E-02	6.63E-02	
group_11507	6.06E-01	6.66E-06	2.07E-01	-1.44E-01	1.14E-01	7.34E-02	
group_18839	6.03E-01	5.75E-08	2.61E-01	-8.34E-02	7.41E-02	6.54E-02	
group_18202	5.99E-01	4.67E-06	4.60E-01	-1.45E-01	1.96E-01	4.30E-02	
group_12879	5.99E-01	4.62E-05	8.48E-01	-2.33E-02	1.22E-01	1.12E-02	
group_12407	6.03E-01	2.30E-07	8.55E-02	-1.89E-01	1.09E-01	9.99E-02	
yfcG	5.99E-01	3.70E-07	5.68E-02	-2.19E-01	1.15E-01	1.11E-01	
group_11514	6.03E-01	2.30E-07	8.55E-02	-1.89E-01	1.09E-01	9.99E-02	
group_11455	5.99E-01	4.67E-06	1.92E-01	-1.51E-01	1.15E-01	7.58E-02	
group_20389	6.03E-01	3.15E-05	5.97E-01	5.22E-02	9.85E-02	3.08E-02	
group_19646	5.96E-01	6.72E-05	8.45E-01	2.32E-02	1.19E-01	1.14E-02	
group_18757	5.99E-01	9.48E-08	2.68E-01	-8.09E-02	7.28E-02	6.45E-02	
group_16125	5.93E-01	3.19E-05	8.70E-01	-1.18E-02	7.23E-02	9.53E-03	
group_13137	5.99E-01	3.70E-07	1.03E-01	-1.77E-01	1.08E-01	9.48E-02	
group_11883	5.96E-01	7.11E-06	9.97E-01	5.61E-04	1.53E-01	2.13E-04	
group_8761	5.96E-01	2.11E-06	2.17E-01	-1.48E-01	1.19E-01	7.18E-02	
group_19639	5.93E-01	9.68E-05	8.32E-01	2.52E-02	1.19E-01	1.24E-02	
ydfH	5.96E-01	3.46E-04	7.69E-01	2.11E-02	7.18E-02	1.71E-02	
group_14693	5.96E-01	3.46E-04	7.69E-01	2.11E-02	7.18E-02	1.71E-02	
group_10024	5.96E-01	1.30E-06	8.58E-01	-1.20E-02	6.68E-02	1.05E-02	
group_19512	5.89E-01	1.60E-05	7.66E-02	-3.04E-01	1.71E-01	1.03E-01	
cysJ	5.93E-01	3.26E-06	7.41E-01	-4.42E-02	1.33E-01	1.93E-02	
apbE	5.93E-01	3.26E-06	7.41E-01	-4.42E-02	1.33E-01	1.93E-02	
group_19076	5.93E-01	3.26E-06	7.41E-01	-4.42E-02	1.33E-01	1.93E-02	
group_19075	5.93E-01	3.26E-06	7.41E-01	-4.42E-02	1.33E-01	1.93E-02	
group_19069	5.93E-01	3.26E-06	7.41E-01	-4.42E-02	1.33E-01	1.93E-02	
group_18747	5.89E-01	1.60E-05	4.67E-01	-1.42E-01	1.95E-01	4.24E-02	
group_18675	5.89E-01	1.60E-05	4.67E-01	-1.42E-01	1.95E-01	4.24E-02	
group_18552	5.89E-01	1.60E-05	4.67E-01	-1.42E-01	1.95E-01	4.24E-02	
group_18551	5.89E-01	1.60E-05	4.67E-01	-1.42E-01	1.95E-01	4.24E-02	
ycaC	5.93E-01	2.66E-04	2.63E-01	1.73E-01	1.54E-01	6.52E-02	
group_13259	5.93E-01	6.64E-04	9.68E-02	8.93E-02	5.36E-02	9.65E-02	
group_12357	5.86E-01	1.61E-05	3.58E-03	1.64E-01	5.58E-02	1.69E-01	
group_6361	5.93E-01	9.31E-07	4.21E-02	-1.95E-01	9.55E-02	1.18E-01	
group_21032	5.93E-01	2.50E-07	3.53E-01	-9.17E-02	9.86E-02	5.41E-02	
group_21020	5.93E-01	2.50E-07	3.53E-01	-9.17E-02	9.86E-02	5.41E-02	
group_21019	5.93E-01	2.50E-07	3.53E-01	-9.17E-02	9.86E-02	5.41E-02	
group_21001	5.93E-01	2.50E-07	3.53E-01	-9.17E-02	9.86E-02	5.41E-02	
group_21000	5.93E-01	2.50E-07	3.53E-01	-9.17E-02	9.86E-02	5.41E-02	
ccmB~~~ccmA	5.93E-01	2.50E-07	3.53E-01	-9.17E-02	9.86E-02	5.41E-02	
group_20980	5.93E-01	2.50E-07	3.53E-01	-9.17E-02	9.86E-02	5.41E-02	
group_20958	5.93E-01	2.50E-07	3.53E-01	-9.17E-02	9.86E-02	5.41E-02	
group_20950	5.93E-01	2.50E-07	3.53E-01	-9.17E-02	9.86E-02	5.41E-02	
group_18782	5.86E-01	2.37E-05	6.87E-01	-1.18E-01	2.91E-01	2.35E-02	
group_17761	5.86E-01	7.01E-05	3.46E-01	-1.22E-01	1.30E-01	5.49E-02	
group_16245	5.86E-01	2.37E-05	6.09E-02	-2.30E-01	1.22E-01	1.09E-01	
group_15777	5.89E-01	1.24E-03	9.43E-01	4.98E-03	6.93E-02	4.18E-03	
group_15734	5.89E-01	4.98E-04	8.56E-01	1.27E-02	7.00E-02	1.06E-02	
group_12968	5.82E-01	9.98E-07	9.18E-01	-7.65E-03	7.43E-02	6.00E-03	
tcyB	5.86E-01	2.37E-05	3.58E-01	-1.15E-01	1.25E-01	5.35E-02	
group_20693	5.86E-01	2.37E-05	8.15E-01	3.78E-02	1.61E-01	1.36E-02	
