variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
group_19759	7.97E-01	7.05E-02	1.94E-01	1.25E-01	9.59E-02	7.91E-02	
group_18936	7.93E-01	1.11E-02	7.85E-02	1.62E-01	9.14E-02	1.07E-01	
group_18933	7.93E-01	1.11E-02	7.72E-02	1.62E-01	9.13E-02	1.08E-01	
group_18475	7.82E-01	2.04E-02	6.86E-01	3.93E-02	9.72E-02	2.47E-02	
group_15279	7.93E-01	3.00E-01	9.95E-01	5.75E-04	9.62E-02	3.65E-04	
group_14066	8.01E-01	4.45E-01	9.62E-01	5.14E-03	1.06E-01	2.94E-03	
group_13631	7.97E-01	2.29E-01	1.46E-01	-1.56E-01	1.07E-01	8.85E-02	
group_11828	7.86E-01	1.28E-02	5.56E-01	5.85E-02	9.93E-02	3.59E-02	
gsiA~~~ddpF	7.79E-01	6.32E-02	6.56E-01	4.31E-02	9.66E-02	2.72E-02	
group_20652	7.86E-01	2.82E-02	4.50E-01	6.46E-02	8.53E-02	4.61E-02	
trpA	7.86E-01	7.23E-04	9.07E-02	1.90E-01	1.12E-01	1.03E-01	
group_13088	7.93E-01	1.81E-01	2.15E-01	-1.31E-01	1.05E-01	7.55E-02	
csbC	7.90E-01	7.70E-02	6.15E-01	4.92E-02	9.78E-02	3.07E-02	
group_18740	7.90E-01	7.70E-02	6.15E-01	4.92E-02	9.78E-02	3.07E-02	
group_18665	7.90E-01	7.70E-02	6.15E-01	4.92E-02	9.78E-02	3.07E-02	
group_18664	7.90E-01	7.70E-02	6.15E-01	4.92E-02	9.78E-02	3.07E-02	
group_18539	7.90E-01	7.70E-02	6.15E-01	4.92E-02	9.78E-02	3.07E-02	
holC	7.68E-01	2.22E-01	6.34E-01	-3.44E-02	7.22E-02	2.90E-02	
group_10035	7.71E-01	2.89E-03	3.95E-02	1.93E-01	9.31E-02	1.25E-01	
group_10001	7.82E-01	3.62E-03	1.37E-01	1.44E-01	9.67E-02	9.07E-02	
group_4663	7.71E-01	7.16E-03	4.94E-01	8.10E-02	1.18E-01	4.17E-02	
group_20869	7.68E-01	4.27E-01	6.81E-01	3.27E-02	7.94E-02	2.51E-02	
group_20868	7.68E-01	4.27E-01	6.81E-01	3.27E-02	7.94E-02	2.51E-02	
group_20867	7.68E-01	4.27E-01	6.81E-01	3.27E-02	7.94E-02	2.51E-02	
group_20837	7.68E-01	4.27E-01	6.81E-01	3.27E-02	7.94E-02	2.51E-02	
group_20836	7.68E-01	4.27E-01	6.81E-01	3.27E-02	7.94E-02	2.51E-02	
cynS	7.68E-01	4.27E-01	6.81E-01	3.27E-02	7.94E-02	2.51E-02	
group_17655	7.75E-01	4.72E-02	2.57E-01	9.85E-02	8.67E-02	6.91E-02	
group_16290	7.68E-01	5.16E-02	7.83E-01	-2.62E-02	9.52E-02	1.68E-02	
group_15536	7.64E-01	1.84E-02	1.97E-01	1.12E-01	8.68E-02	7.87E-02	
group_15130	7.60E-01	5.62E-02	1.37E-01	1.13E-01	7.60E-02	9.07E-02	
yiiM	7.75E-01	1.61E-01	9.63E-01	-4.43E-03	9.61E-02	2.81E-03	
group_13712	7.64E-01	5.23E-01	2.47E-01	-1.05E-01	9.05E-02	7.05E-02	
group_12647	7.68E-01	7.08E-04	6.76E-02	1.83E-01	9.96E-02	1.11E-01	
group_12350	7.82E-01	4.67E-04	5.30E-02	2.20E-01	1.13E-01	1.18E-01	
group_12178	7.53E-01	3.44E-01	8.18E-01	-1.63E-02	7.09E-02	1.40E-02	
group_11420	7.82E-01	4.67E-04	5.30E-02	2.20E-01	1.13E-01	1.18E-01	
group_11130	7.75E-01	4.25E-03	1.40E-01	1.41E-01	9.55E-02	8.99E-02	
group_10014	7.82E-01	4.67E-04	5.30E-02	2.20E-01	1.13E-01	1.18E-01	
group_7798	7.82E-01	4.67E-04	5.30E-02	2.20E-01	1.13E-01	1.18E-01	
group_7797	7.82E-01	4.67E-04	5.30E-02	2.20E-01	1.13E-01	1.18E-01	
group_4420	7.82E-01	4.67E-04	5.30E-02	2.20E-01	1.13E-01	1.18E-01	
algJ	7.75E-01	9.04E-02	6.68E-01	4.01E-02	9.34E-02	2.62E-02	
group_14133	7.60E-01	1.32E-02	1.57E-01	1.29E-01	9.08E-02	8.63E-02	
group_13247	7.64E-01	8.19E-03	5.40E-01	6.95E-02	1.13E-01	3.74E-02	
group_11235	7.68E-01	9.44E-01	5.17E-02	-1.82E-01	9.30E-02	1.18E-01	
group_10970	7.71E-01	2.89E-03	2.71E-01	1.17E-01	1.06E-01	6.72E-02	
group_10709	7.71E-01	1.64E-02	3.36E-01	9.01E-02	9.35E-02	5.86E-02	
group_19394	7.64E-01	2.26E-01	9.05E-01	1.00E-02	8.40E-02	7.29E-03	
group_16619	7.60E-01	5.70E-03	3.54E-01	1.04E-01	1.12E-01	5.65E-02	
algJ~~~ftsQ	7.71E-01	6.87E-02	5.97E-01	4.93E-02	9.33E-02	3.22E-02	
group_15690	7.71E-01	6.87E-02	5.97E-01	4.93E-02	9.33E-02	3.22E-02	
group_15651	7.71E-01	6.87E-02	5.97E-01	4.93E-02	9.33E-02	3.22E-02	
group_15496	7.71E-01	6.87E-02	5.97E-01	4.93E-02	9.33E-02	3.22E-02	
group_15398	7.71E-01	6.87E-02	5.97E-01	4.93E-02	9.33E-02	3.22E-02	
group_11296	7.60E-01	1.32E-02	6.77E-01	4.72E-02	1.13E-01	2.54E-02	
group_10968	7.75E-01	1.63E-03	1.52E-01	1.56E-01	1.09E-01	8.74E-02	
group_10476	7.68E-01	1.71E-01	6.67E-01	-4.05E-02	9.38E-02	2.63E-02	
group_9274	7.75E-01	1.63E-03	1.52E-01	1.56E-01	1.09E-01	8.74E-02	
group_8464	7.71E-01	8.36E-01	2.39E-02	-2.13E-01	9.39E-02	1.37E-01	
group_17088	7.53E-01	1.11E-01	8.08E-01	2.18E-02	8.97E-02	1.48E-02	
group_16447	7.60E-01	9.45E-05	1.07E-02	2.40E-01	9.33E-02	1.55E-01	
group_15945	7.82E-01	3.98E-01	9.12E-01	1.18E-02	1.06E-01	6.77E-03	
group_7626	7.68E-01	2.55E-02	9.09E-01	1.19E-02	1.05E-01	6.97E-03	
group_19585	7.60E-01	1.32E-02	3.87E-01	8.39E-02	9.68E-02	5.28E-02	
group_16522	7.56E-01	5.87E-05	6.28E-03	2.53E-01	9.17E-02	1.66E-01	
group_14888	7.56E-01	1.42E-01	8.83E-01	1.35E-02	9.12E-02	9.01E-03	
tet	7.60E-01	2.29E-03	2.18E-01	1.30E-01	1.05E-01	7.51E-02	
group_9706	7.53E-01	6.52E-03	4.26E-01	8.80E-02	1.10E-01	4.85E-02	
group_17017	7.60E-01	2.29E-03	1.99E-01	1.52E-01	1.18E-01	7.83E-02	
group_16568	7.60E-01	2.29E-03	1.99E-01	1.52E-01	1.18E-01	7.83E-02	
group_15475	7.42E-01	2.74E-01	3.89E-01	-5.97E-02	6.92E-02	5.25E-02	
group_11489	7.53E-01	6.52E-03	4.11E-01	9.01E-02	1.09E-01	5.01E-02	
group_11084	7.60E-01	1.32E-02	2.08E-01	1.15E-01	9.15E-02	7.66E-02	
group_10752	7.60E-01	5.62E-02	4.93E-01	6.35E-02	9.26E-02	4.18E-02	
group_10198	7.60E-01	2.29E-03	1.99E-01	1.52E-01	1.18E-01	7.83E-02	
group_8119	7.60E-01	2.29E-03	1.99E-01	1.52E-01	1.18E-01	7.83E-02	
group_8021	7.64E-01	8.19E-03	2.61E-01	1.02E-01	9.03E-02	6.85E-02	
group_15199	7.56E-01	4.20E-02	6.10E-01	4.75E-02	9.31E-02	3.11E-02	
group_15063	7.56E-01	4.20E-02	6.10E-01	4.75E-02	9.31E-02	3.11E-02	
group_14918	7.56E-01	4.20E-02	6.10E-01	4.75E-02	9.31E-02	3.11E-02	
rspR~~~gntR	7.68E-01	2.55E-02	2.09E-01	1.29E-01	1.02E-01	7.65E-02	
group_8950	7.60E-01	5.62E-02	4.93E-01	6.35E-02	9.26E-02	4.18E-02	
group_19899	7.42E-01	2.50E-02	3.67E-01	7.69E-02	8.52E-02	5.50E-02	
group_19888	7.42E-01	2.50E-02	3.67E-01	7.69E-02	8.52E-02	5.50E-02	
group_16326	7.53E-01	1.02E-03	9.10E-02	1.91E-01	1.13E-01	1.03E-01	
group_16272	7.53E-01	1.02E-03	9.10E-02	1.91E-01	1.13E-01	1.03E-01	
group_16140	7.53E-01	1.02E-03	9.10E-02	1.91E-01	1.13E-01	1.03E-01	
group_14727	7.56E-01	4.20E-02	6.10E-01	4.75E-02	9.31E-02	3.11E-02	
group_14525	7.64E-01	3.84E-02	3.17E-01	1.01E-01	1.01E-01	6.10E-02	
group_14472	7.56E-01	4.20E-02	6.10E-01	4.75E-02	9.31E-02	3.11E-02	
yacA	7.49E-01	3.82E-01	2.52E-01	-1.03E-01	8.98E-02	6.98E-02	
group_20142	7.45E-01	8.69E-01	3.84E-01	-7.09E-02	8.14E-02	5.30E-02	
group_19973	7.38E-01	1.82E-02	2.75E-01	9.22E-02	8.43E-02	6.66E-02	
group_19972	7.38E-01	1.26E-01	9.63E-01	3.96E-03	8.43E-02	2.87E-03	
group_13887	7.53E-01	6.52E-03	4.30E-01	8.83E-02	1.12E-01	4.82E-02	
group_12313	7.53E-01	6.52E-03	4.26E-01	8.99E-02	1.13E-01	4.86E-02	
gltR	7.45E-01	7.39E-03	4.69E-01	7.68E-02	1.06E-01	4.42E-02	
norB	7.53E-01	1.90E-01	5.93E-01	5.52E-02	1.03E-01	3.26E-02	
group_19618	7.42E-01	2.10E-03	1.58E-01	1.44E-01	1.01E-01	8.60E-02	
group_18758	7.53E-01	1.11E-01	3.44E-01	9.81E-02	1.04E-01	5.77E-02	
ytfE	7.53E-01	1.90E-01	5.94E-01	5.50E-02	1.03E-01	3.25E-02	
group_11374	7.45E-01	3.10E-03	2.72E-01	1.20E-01	1.09E-01	6.70E-02	
group_8118	7.45E-01	1.21E-03	9.99E-02	1.82E-01	1.10E-01	1.00E-01	
group_4956	7.45E-01	1.21E-03	9.99E-02	1.82E-01	1.10E-01	1.00E-01	
groL	7.45E-01	1.21E-03	9.99E-02	1.82E-01	1.10E-01	1.00E-01	
group_19071	7.56E-01	9.61E-01	4.99E-01	-5.28E-02	7.79E-02	4.13E-02	
group_17109	7.42E-01	2.10E-03	1.86E-01	1.41E-01	1.07E-01	8.06E-02	
group_15579	7.45E-01	1.64E-02	3.61E-01	8.47E-02	9.25E-02	5.57E-02	
group_9929	7.42E-01	7.98E-04	6.28E-02	2.01E-01	1.08E-01	1.13E-01	
group_9429	7.53E-01	6.09E-02	8.66E-01	1.53E-02	9.05E-02	1.03E-02	
bioC	7.38E-01	1.82E-02	5.39E-01	5.97E-02	9.71E-02	3.74E-02	
group_6684	7.34E-01	2.43E-03	2.75E-02	1.85E-01	8.36E-02	1.34E-01	
group_6163	7.38E-01	1.41E-03	1.35E-01	1.57E-01	1.05E-01	9.11E-02	
group_19763	7.34E-01	1.31E-02	7.07E-01	3.92E-02	1.04E-01	2.29E-02	
group_16992	7.23E-01	5.10E-01	2.31E-01	-9.92E-02	8.26E-02	7.30E-02	
group_9641	7.38E-01	5.23E-04	1.00E-01	1.61E-01	9.78E-02	1.00E-01	
group_20653	7.31E-01	4.05E-03	1.30E-01	1.29E-01	8.51E-02	9.22E-02	
group_20633	7.31E-01	9.32E-03	6.00E-01	5.55E-02	1.06E-01	3.20E-02	
group_13739	7.31E-01	4.05E-03	3.27E-01	1.05E-01	1.07E-01	5.98E-02	
group_13134	7.31E-01	4.05E-03	3.27E-01	1.05E-01	1.07E-01	5.98E-02	
group_12402	7.31E-01	4.05E-03	3.27E-01	1.05E-01	1.07E-01	5.98E-02	
catB	7.34E-01	9.40E-04	7.12E-02	1.90E-01	1.05E-01	1.10E-01	
tuf~~~tufA	7.23E-01	4.84E-01	1.98E-01	-8.74E-02	6.78E-02	7.84E-02	
nirK	7.34E-01	9.79E-02	5.00E-01	6.60E-02	9.77E-02	4.11E-02	
group_20640	7.34E-01	9.79E-02	5.00E-01	6.60E-02	9.77E-02	4.11E-02	
group_20634	7.27E-01	1.45E-02	7.92E-01	2.75E-02	1.04E-01	1.61E-02	
group_19725	7.27E-01	6.57E-03	4.16E-01	8.52E-02	1.05E-01	4.96E-02	
group_19713	7.23E-01	6.68E-01	9.65E-01	-3.21E-03	7.22E-02	2.71E-03	
group_19478	7.31E-01	1.64E-03	6.81E-02	1.66E-01	9.08E-02	1.11E-01	
group_14826	7.27E-01	1.45E-02	7.27E-01	3.67E-02	1.05E-01	2.13E-02	
group_11504	7.27E-01	2.78E-03	2.48E-01	1.22E-01	1.06E-01	7.05E-02	
group_10414	7.27E-01	2.78E-03	2.48E-01	1.22E-01	1.06E-01	7.05E-02	
group_9663	7.27E-01	2.99E-02	9.89E-01	1.39E-03	1.01E-01	8.42E-04	
group_8744	7.34E-01	7.81E-01	1.97E-01	-1.10E-01	8.53E-02	7.86E-02	
group_8478	7.27E-01	2.78E-03	2.48E-01	1.22E-01	1.06E-01	7.05E-02	
dctP	7.34E-01	7.81E-01	1.97E-01	-1.10E-01	8.53E-02	7.86E-02	
group_20631	7.23E-01	1.04E-02	6.58E-01	4.57E-02	1.03E-01	2.70E-02	
group_19948	7.23E-01	4.58E-03	3.24E-01	1.02E-01	1.03E-01	6.02E-02	
group_19283	7.23E-01	1.04E-02	5.81E-01	5.71E-02	1.03E-01	3.37E-02	
group_16630	7.23E-01	4.58E-03	3.25E-01	1.02E-01	1.03E-01	6.00E-02	
group_13532	7.23E-01	2.20E-02	8.95E-01	1.37E-02	1.04E-01	8.05E-03	
group_11699	7.23E-01	1.89E-03	1.84E-01	1.39E-01	1.04E-01	8.09E-02	
group_11569	7.23E-01	1.89E-03	1.84E-01	1.39E-01	1.04E-01	8.09E-02	
group_10228	7.23E-01	1.89E-03	1.84E-01	1.39E-01	1.04E-01	8.09E-02	
group_10136	7.31E-01	8.95E-01	1.41E-01	-1.24E-01	8.42E-02	8.96E-02	
ppk2	7.23E-01	4.58E-03	3.50E-01	9.70E-02	1.04E-01	5.70E-02	
group_19563	7.23E-01	1.04E-02	5.75E-01	5.64E-02	1.00E-01	3.42E-02	
nadA	7.20E-01	3.16E-03	2.69E-01	1.13E-01	1.02E-01	6.74E-02	
group_8020	7.27E-01	9.90E-01	1.13E-01	-1.33E-01	8.36E-02	9.65E-02	
group_18874	7.20E-01	3.24E-02	8.98E-01	-1.27E-02	9.95E-02	7.81E-03	
group_17025	7.27E-01	2.99E-02	6.75E-02	1.33E-01	7.23E-02	1.11E-01	
group_13591	7.16E-01	8.47E-04	6.91E-02	1.75E-01	9.60E-02	1.11E-01	
group_13159	7.16E-01	7.12E-01	1.59E-01	-1.16E-01	8.20E-02	8.57E-02	
group_12938	7.16E-01	2.40E-02	8.83E-01	1.47E-02	1.00E-01	8.94E-03	
group_20987	7.23E-01	8.06E-02	4.40E-01	7.39E-02	9.56E-02	4.71E-02	
group_17608	7.12E-01	3.57E-03	1.82E-01	1.26E-01	9.42E-02	8.13E-02	
group_17580	7.12E-01	8.17E-03	5.00E-01	6.71E-02	9.92E-02	4.12E-02	
group_11913	7.12E-01	3.57E-03	2.70E-01	1.09E-01	9.86E-02	6.73E-02	
group_8184	7.05E-01	4.01E-03	1.48E-01	1.31E-01	9.04E-02	8.80E-02	
group_4819	7.20E-01	9.78E-01	1.00E-01	-1.34E-01	8.15E-02	1.00E-01	
group_20970	7.20E-01	1.85E-01	9.41E-01	7.17E-03	9.63E-02	4.54E-03	
group_17905	7.08E-01	5.76E-03	4.14E-01	8.04E-02	9.83E-02	4.98E-02	
group_16424	7.16E-01	1.15E-02	5.95E-01	5.36E-02	1.01E-01	3.24E-02	
group_14382	7.05E-01	3.13E-01	8.19E-01	-1.83E-02	7.99E-02	1.39E-02	
group_13286	7.16E-01	8.57E-02	7.26E-01	-3.35E-02	9.55E-02	2.14E-02	
group_12648	7.16E-01	8.57E-02	4.49E-01	6.28E-02	8.29E-02	4.62E-02	
group_10415	7.12E-01	3.57E-03	2.64E-01	1.10E-01	9.86E-02	6.81E-02	
group_1908	7.16E-01	8.65E-01	7.69E-02	-1.44E-01	8.10E-02	1.08E-01	
group_20086	7.01E-01	4.66E-01	6.34E-01	-3.36E-02	7.04E-02	2.91E-02	
group_19838	7.01E-01	4.66E-01	6.34E-01	-3.36E-02	7.04E-02	2.91E-02	
group_11824	7.20E-01	1.60E-02	3.01E-01	9.76E-02	9.42E-02	6.31E-02	
group_20327	6.97E-01	3.87E-01	4.95E-01	-4.79E-02	7.00E-02	4.17E-02	
group_20326	6.97E-01	3.87E-01	4.95E-01	-4.79E-02	7.00E-02	4.17E-02	
group_19735	6.97E-01	5.48E-01	7.54E-01	-2.20E-02	7.02E-02	1.91E-02	
rhaT~~~eamA~~~yedA	7.16E-01	1.15E-02	1.76E-01	1.30E-01	9.57E-02	8.24E-02	
group_10696	7.05E-01	4.01E-03	2.52E-01	1.12E-01	9.76E-02	6.98E-02	
nosD	7.08E-01	1.55E-01	9.64E-01	4.25E-03	9.45E-02	2.74E-03	
nosZ	7.08E-01	1.55E-01	9.64E-01	4.25E-03	9.45E-02	2.74E-03	
ccmA~~~nosF~~~drrA	7.08E-01	1.55E-01	9.64E-01	4.25E-03	9.45E-02	2.74E-03	
nosR	7.08E-01	1.55E-01	9.64E-01	4.25E-03	9.45E-02	2.74E-03	
copZ~~~nosL	7.08E-01	1.55E-01	9.64E-01	4.25E-03	9.45E-02	2.74E-03	
group_20638	7.05E-01	7.03E-02	7.17E-01	3.49E-02	9.63E-02	2.21E-02	
group_15695	6.86E-01	5.73E-01	9.28E-01	5.97E-03	6.56E-02	5.54E-03	
group_10671	7.08E-01	8.54E-01	1.13E-01	-1.29E-01	8.07E-02	9.66E-02	
nosY	7.08E-01	1.55E-01	9.64E-01	4.25E-03	9.45E-02	2.74E-03	
group_19604	7.01E-01	2.77E-03	1.70E-01	1.30E-01	9.46E-02	8.36E-02	
group_13686	6.94E-01	3.04E-02	8.12E-01	2.19E-02	9.19E-02	1.45E-02	
group_11532	7.01E-01	1.62E-01	9.08E-01	9.23E-03	7.95E-02	7.08E-03	
group_9828	7.05E-01	7.46E-01	8.40E-02	-1.39E-01	8.01E-02	1.05E-01	
group_7498	7.05E-01	9.54E-01	1.54E-01	-1.14E-01	8.00E-02	8.69E-02	
group_12681	7.05E-01	3.78E-02	2.11E-01	1.00E-01	8.00E-02	7.62E-02	
ycxB	7.08E-01	5.02E-02	2.63E-01	9.08E-02	8.09E-02	6.83E-02	
group_6206	7.01E-01	8.44E-01	1.14E-01	-1.26E-01	7.94E-02	9.62E-02	
group_11688	6.90E-01	4.97E-03	1.09E-01	1.25E-01	7.75E-02	9.75E-02	
group_19898	6.86E-01	1.64E-02	3.11E-01	7.99E-02	7.87E-02	6.18E-02	
group_7773	6.83E-01	2.27E-01	6.25E-01	-3.67E-02	7.49E-02	2.98E-02	
group_15851	6.94E-01	1.51E-02	2.20E-01	1.09E-01	8.87E-02	7.47E-02	
phlB	7.05E-01	9.04E-03	2.29E-01	1.14E-01	9.48E-02	7.33E-02	
hisJ~~~yhdW	6.94E-01	3.10E-03	2.05E-01	1.23E-01	9.71E-02	7.73E-02	
group_20776	6.94E-01	3.10E-03	2.05E-01	1.23E-01	9.71E-02	7.73E-02	
wspC~~~cheR	6.97E-01	2.07E-02	6.07E-01	4.89E-02	9.49E-02	3.14E-02	
group_12782	6.79E-01	8.53E-03	1.13E-01	1.22E-01	7.66E-02	9.64E-02	
group_11997	6.79E-01	8.53E-03	1.13E-01	1.22E-01	7.66E-02	9.64E-02	
group_11476	6.79E-01	1.78E-02	4.75E-01	6.20E-02	8.67E-02	4.35E-02	
group_10909	6.79E-01	8.53E-03	1.13E-01	1.22E-01	7.66E-02	9.64E-02	
group_20969	6.83E-01	2.42E-02	5.50E-01	5.61E-02	9.38E-02	3.64E-02	
group_20639	6.75E-01	2.36E-01	6.16E-01	-4.43E-02	8.82E-02	3.06E-02	
ybgD~~~lpfA~~~stdA	6.68E-01	5.24E-02	7.83E-01	2.27E-02	8.23E-02	1.68E-02	
group_13944	6.75E-01	6.05E-03	8.80E-02	1.30E-01	7.59E-02	1.04E-01	
group_13797	6.75E-01	6.05E-03	8.80E-02	1.30E-01	7.59E-02	1.04E-01	
group_13408	6.75E-01	6.05E-03	8.80E-02	1.30E-01	7.59E-02	1.04E-01	
group_13201	6.75E-01	6.05E-03	8.80E-02	1.30E-01	7.59E-02	1.04E-01	
group_12493	6.75E-01	6.05E-03	8.80E-02	1.30E-01	7.59E-02	1.04E-01	
prfH~~~rtcB	6.72E-01	5.98E-01	5.87E-01	-4.15E-02	7.63E-02	3.32E-02	
group_20733	6.86E-01	3.46E-03	2.17E-01	1.18E-01	9.51E-02	7.52E-02	
syrM~~~lysR	6.68E-01	1.23E-03	2.30E-03	2.34E-01	7.61E-02	1.84E-01	
group_10799	6.83E-01	2.42E-02	6.00E-01	5.01E-02	9.54E-02	3.20E-02	
group_18749	6.61E-01	2.52E-01	8.59E-01	-1.39E-02	7.82E-02	1.08E-02	
group_17324	6.83E-01	1.19E-02	4.75E-01	6.85E-02	9.59E-02	4.35E-02	
group_17322	6.83E-01	1.19E-02	4.75E-01	6.85E-02	9.59E-02	4.35E-02	
group_17321	6.83E-01	1.19E-02	4.75E-01	6.85E-02	9.59E-02	4.35E-02	
group_16260	6.72E-01	3.73E-02	9.71E-01	3.16E-03	8.69E-02	2.22E-03	
group_15642	6.83E-01	5.50E-03	2.64E-01	1.07E-01	9.57E-02	6.80E-02	
group_15571	6.83E-01	5.50E-03	2.64E-01	1.07E-01	9.57E-02	6.80E-02	
group_15486	6.83E-01	5.50E-03	2.64E-01	1.07E-01	9.57E-02	6.80E-02	
group_15383	6.83E-01	5.50E-03	2.64E-01	1.07E-01	9.57E-02	6.80E-02	
group_15255	6.83E-01	5.50E-03	2.64E-01	1.07E-01	9.57E-02	6.80E-02	
nikE~~~nikD~~~dppD	6.83E-01	5.50E-03	2.64E-01	1.07E-01	9.57E-02	6.80E-02	
group_14531	6.79E-01	6.45E-04	1.17E-01	1.68E-01	1.07E-01	9.55E-02	
group_14239	6.79E-01	6.45E-04	1.17E-01	1.68E-01	1.07E-01	9.55E-02	
metN	6.83E-01	1.19E-02	4.75E-01	6.85E-02	9.59E-02	4.35E-02	
group_12079	6.83E-01	1.19E-02	4.75E-01	6.85E-02	9.59E-02	4.35E-02	
group_11475	6.79E-01	2.40E-04	4.31E-02	2.10E-01	1.03E-01	1.23E-01	
group_11034	6.83E-01	1.19E-02	4.75E-01	6.85E-02	9.59E-02	4.35E-02	
group_15657	6.46E-01	7.33E-01	9.43E-01	4.58E-03	6.38E-02	4.37E-03	
sfnC~~~hsaA	6.79E-01	8.53E-03	4.16E-01	7.84E-02	9.62E-02	4.97E-02	
group_9528	6.75E-01	4.24E-04	7.47E-02	1.87E-01	1.04E-01	1.08E-01	
group_8644	6.75E-01	4.24E-04	7.47E-02	1.87E-01	1.04E-01	1.08E-01	
group_8642	6.75E-01	4.24E-04	7.47E-02	1.87E-01	1.04E-01	1.08E-01	
yhdW	6.75E-01	4.24E-04	7.47E-02	1.87E-01	1.04E-01	1.08E-01	
group_20596	6.61E-01	5.13E-01	1.82E-01	-9.97E-02	7.45E-02	8.13E-02	
group_19599	6.72E-01	1.82E-03	2.86E-01	1.16E-01	1.08E-01	6.51E-02	
clcA	6.72E-01	1.82E-03	2.86E-01	1.16E-01	1.08E-01	6.51E-02	
sutR~~~pezA	6.53E-01	7.21E-01	7.25E-01	2.51E-02	7.15E-02	2.14E-02	
ccmF~~~dsbE~~~ccmG	6.49E-01	1.34E-01	5.29E-01	4.67E-02	7.41E-02	3.84E-02	
group_20308	6.49E-01	1.34E-01	5.29E-01	4.67E-02	7.41E-02	3.84E-02	
ccmD~~~ccmC	6.49E-01	1.34E-01	5.29E-01	4.67E-02	7.41E-02	3.84E-02	
group_18629	6.68E-01	2.94E-03	3.99E-01	8.95E-02	1.06E-01	5.14E-02	
lysR~~~gcvA	6.68E-01	1.40E-02	3.82E-01	8.04E-02	9.18E-02	5.33E-02	
group_20488	6.46E-01	1.74E-01	6.23E-01	3.63E-02	7.38E-02	3.00E-02	
group_14367	6.53E-01	8.27E-05	1.43E-03	2.36E-01	7.32E-02	1.93E-01	
group_18906	6.64E-01	4.66E-03	2.99E-01	1.03E-01	9.92E-02	6.33E-02	
torA	6.38E-01	1.11E-01	4.14E-01	5.98E-02	7.31E-02	4.98E-02	
group_19417	6.46E-01	7.33E-01	3.25E-01	6.33E-02	6.42E-02	6.00E-02	
group_18734	6.57E-01	9.24E-04	1.56E-01	1.44E-01	1.01E-01	8.65E-02	
group_14752	6.57E-01	2.24E-03	3.15E-01	1.06E-01	1.06E-01	6.12E-02	
group_14500	6.57E-01	2.24E-03	3.15E-01	1.06E-01	1.06E-01	6.12E-02	
group_14221	6.57E-01	2.24E-03	3.15E-01	1.06E-01	1.06E-01	6.12E-02	
group_13874	6.57E-01	2.24E-03	3.15E-01	1.06E-01	1.06E-01	6.12E-02	
group_13310	6.57E-01	2.24E-03	3.15E-01	1.06E-01	1.06E-01	6.12E-02	
group_13059	6.57E-01	2.24E-03	3.03E-01	1.06E-01	1.03E-01	6.28E-02	
group_12738	6.38E-01	7.44E-01	5.62E-01	-4.20E-02	7.24E-02	3.54E-02	
group_12632	6.57E-01	2.24E-03	3.15E-01	1.06E-01	1.06E-01	6.12E-02	
group_11815	6.57E-01	2.24E-03	3.15E-01	1.06E-01	1.06E-01	6.12E-02	
group_10557	6.61E-01	3.25E-03	4.13E-01	8.48E-02	1.03E-01	4.99E-02	
group_10318	6.72E-01	1.82E-03	8.29E-02	1.55E-01	8.92E-02	1.06E-01	
group_6583	6.31E-01	4.15E-01	7.85E-01	2.01E-02	7.37E-02	1.67E-02	
group_21086	6.61E-01	1.37E-03	9.60E-02	1.61E-01	9.64E-02	1.01E-01	
group_20849	6.57E-01	1.10E-02	5.18E-01	6.23E-02	9.61E-02	3.95E-02	
group_20821	6.57E-01	5.11E-03	2.88E-01	1.02E-01	9.56E-02	6.48E-02	
group_20524	6.61E-01	1.37E-03	9.95E-02	1.60E-01	9.66E-02	1.00E-01	
group_20360	6.61E-01	1.37E-03	9.95E-02	1.60E-01	9.66E-02	1.00E-01	
group_20358	6.61E-01	1.37E-03	9.60E-02	1.61E-01	9.64E-02	1.01E-01	
group_17056	6.31E-01	7.56E-01	3.38E-01	-7.06E-02	7.35E-02	5.85E-02	
group_11232	6.53E-01	6.14E-04	1.02E-01	1.65E-01	1.00E-01	9.96E-02	
torC	6.31E-01	1.87E-01	6.51E-01	3.26E-02	7.20E-02	2.76E-02	
group_19579	6.61E-01	5.46E-04	1.09E-01	1.70E-01	1.05E-01	9.76E-02	
group_13907	6.57E-01	3.58E-04	5.40E-02	1.85E-01	9.56E-02	1.17E-01	
group_11353	6.53E-01	3.57E-03	4.15E-01	8.20E-02	1.00E-01	4.98E-02	
group_10678	6.53E-01	3.57E-03	4.15E-01	8.20E-02	1.00E-01	4.98E-02	
group_9888	6.53E-01	3.57E-03	4.15E-01	8.20E-02	1.00E-01	4.98E-02	
group_9887	6.53E-01	3.57E-03	4.15E-01	8.20E-02	1.00E-01	4.98E-02	
group_8060	6.53E-01	3.57E-03	4.15E-01	8.20E-02	1.00E-01	4.98E-02	
group_7625	6.53E-01	3.57E-03	4.15E-01	8.20E-02	1.00E-01	4.98E-02	
group_7624	6.53E-01	3.57E-03	4.15E-01	8.20E-02	1.00E-01	4.98E-02	
caiA	6.53E-01	3.57E-03	4.15E-01	8.20E-02	1.00E-01	4.98E-02	
