variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
group_18834	9.48E-01	8.31E-01	5.63E-01	-8.20E-02	1.42E-01	3.53E-02	
group_17553	9.48E-01	7.36E-01	7.70E-01	-4.04E-02	1.38E-01	1.79E-02	
group_15503	9.48E-01	1.51E-01	8.29E-01	-4.26E-02	1.97E-01	1.32E-02	
group_15290	9.48E-01	1.51E-01	8.96E-01	-2.50E-02	1.90E-01	8.01E-03	
group_15271	9.48E-01	8.31E-01	9.45E-01	-9.33E-03	1.35E-01	4.23E-03	
prmA	9.48E-01	3.75E-01	3.57E-01	1.24E-01	1.34E-01	5.62E-02	
ycfP	9.48E-01	1.51E-01	1.15E-01	2.12E-01	1.34E-01	9.61E-02	
mpl	9.48E-01	1.51E-01	1.15E-01	2.12E-01	1.34E-01	9.61E-02	
group_14198	9.48E-01	4.46E-01	1.46E-01	-2.07E-01	1.42E-01	8.85E-02	
resA~~~tlpA~~~trxA	9.48E-01	1.51E-01	1.15E-01	2.12E-01	1.34E-01	9.61E-02	
group_13785	9.48E-01	4.46E-01	6.45E-01	-6.23E-02	1.35E-01	2.81E-02	
group_13643	9.48E-01	1.51E-01	1.15E-01	2.12E-01	1.34E-01	9.61E-02	
group_13565	9.48E-01	1.51E-01	1.15E-01	2.12E-01	1.34E-01	9.61E-02	
mnmA	9.48E-01	4.46E-01	6.45E-01	-6.23E-02	1.35E-01	2.81E-02	
group_12986	9.48E-01	1.51E-01	1.42E-01	1.97E-01	1.34E-01	8.94E-02	
group_12490	9.48E-01	1.51E-01	3.25E-01	1.37E-01	1.39E-01	6.00E-02	
lysM~~~fimV~~~rsgI2	9.45E-01	9.64E-01	8.76E-01	-2.07E-02	1.33E-01	9.51E-03	
group_19126	9.48E-01	1.89E-01	1.95E-01	-1.74E-01	1.34E-01	7.89E-02	
group_19117	9.48E-01	3.75E-01	7.83E-01	3.88E-02	1.41E-01	1.68E-02	
group_19077	9.48E-01	6.26E-02	1.31E-02	-3.38E-01	1.35E-01	1.50E-01	
ddpA~~~oppA	9.48E-01	1.12E-02	1.33E-01	2.30E-01	1.52E-01	9.16E-02	
group_17951	9.48E-01	8.31E-01	7.31E-01	-4.72E-02	1.37E-01	2.10E-02	
group_16590	9.48E-01	1.12E-02	1.74E-01	2.16E-01	1.58E-01	8.29E-02	
group_15588	9.45E-01	1.01E-01	8.25E-01	4.04E-02	1.82E-01	1.35E-02	
djlA~~~terB	9.45E-01	5.64E-01	3.25E-01	1.29E-01	1.31E-01	6.00E-02	
group_15159	9.45E-01	1.01E-01	8.47E-01	3.43E-02	1.78E-01	1.18E-02	
group_15143	9.45E-01	2.97E-02	4.97E-02	2.56E-01	1.30E-01	1.19E-01	
group_15106	9.48E-01	1.12E-02	1.26E-01	2.33E-01	1.52E-01	9.31E-02	
axyZ~~~amrR~~~ttgR	9.48E-01	2.03E-03	4.52E-02	3.14E-01	1.56E-01	1.22E-01	bad-chisq
group_14864	9.48E-01	1.12E-02	1.40E-01	2.19E-01	1.48E-01	9.00E-02	
cytC556	9.45E-01	6.26E-01	9.51E-01	-8.08E-03	1.31E-01	3.76E-03	
group_14473	9.45E-01	3.08E-01	8.46E-02	-2.37E-01	1.37E-01	1.05E-01	
group_14433	9.45E-01	3.08E-01	4.83E-01	-9.17E-02	1.30E-01	4.28E-02	
group_14158	9.45E-01	3.08E-01	4.35E-01	-1.03E-01	1.32E-01	4.76E-02	
group_14087	9.48E-01	2.03E-03	4.27E-02	3.26E-01	1.60E-01	1.23E-01	bad-chisq
group_13253	9.48E-01	2.03E-03	4.34E-02	3.34E-01	1.64E-01	1.23E-01	bad-chisq
group_12576	9.48E-01	2.03E-03	4.34E-02	3.34E-01	1.64E-01	1.23E-01	bad-chisq
paaY	9.48E-01	1.51E-01	6.25E-01	7.31E-02	1.50E-01	2.98E-02	
purA	9.45E-01	1.21E-01	1.78E-01	-1.76E-01	1.30E-01	8.20E-02	
group_9147	9.45E-01	1.01E-01	1.70E-01	1.91E-01	1.39E-01	8.37E-02	
group_8692	9.48E-01	1.12E-02	1.27E-01	2.29E-01	1.50E-01	9.29E-02	
group_8588	9.48E-01	2.03E-03	4.34E-02	3.34E-01	1.64E-01	1.23E-01	bad-chisq
group_20646	9.48E-01	3.75E-01	8.74E-01	2.61E-02	1.64E-01	9.67E-03	
group_20434	9.48E-01	3.75E-01	8.82E-01	-2.50E-02	1.68E-01	9.06E-03	
tetR~~~yxaF	9.48E-01	3.75E-01	8.82E-01	-2.50E-02	1.68E-01	9.06E-03	
group_19769	9.48E-01	1.51E-01	4.79E-01	1.19E-01	1.68E-01	4.31E-02	
eAL~~~rcsC	9.48E-01	1.51E-01	4.79E-01	1.19E-01	1.68E-01	4.31E-02	
group_19672	9.45E-01	6.81E-03	1.15E-01	2.31E-01	1.46E-01	9.60E-02	
group_19630	9.45E-01	6.81E-03	1.40E-01	2.22E-01	1.50E-01	9.00E-02	
group_19463	9.48E-01	2.03E-03	3.80E-02	3.28E-01	1.58E-01	1.26E-01	bad-chisq
group_19422	9.45E-01	2.67E-01	2.98E-01	1.37E-01	1.32E-01	6.34E-02	
group_18926	9.48E-01	3.75E-01	5.23E-01	-1.30E-01	2.04E-01	3.90E-02	
group_18878	9.48E-01	3.75E-01	5.23E-01	-1.30E-01	2.04E-01	3.90E-02	
group_18856	9.48E-01	3.75E-01	5.23E-01	-1.30E-01	2.04E-01	3.90E-02	
group_17888	9.45E-01	2.97E-02	2.69E-01	1.74E-01	1.57E-01	6.74E-02	
perM~~~ydiK	9.41E-01	2.07E-01	3.30E-01	-1.25E-01	1.28E-01	5.94E-02	
group_16848	9.48E-01	4.46E-01	7.57E-01	-4.19E-02	1.35E-01	1.89E-02	
group_16832	9.41E-01	1.87E-01	8.37E-01	-3.45E-02	1.68E-01	1.25E-02	
nIF3	9.45E-01	9.64E-01	7.75E-01	3.73E-02	1.30E-01	1.74E-02	
group_16783	9.45E-01	3.08E-01	5.51E-01	-7.86E-02	1.31E-01	3.64E-02	
group_15985	9.45E-01	6.81E-03	5.64E-02	2.76E-01	1.44E-01	1.16E-01	
group_15964	9.45E-01	6.81E-03	5.64E-02	2.76E-01	1.44E-01	1.16E-01	
group_15953	9.41E-01	1.87E-01	2.59E-01	1.50E-01	1.32E-01	6.88E-02	
group_15952	9.45E-01	6.81E-03	5.64E-02	2.76E-01	1.44E-01	1.16E-01	
group_15938	9.45E-01	6.81E-03	5.64E-02	2.76E-01	1.44E-01	1.16E-01	
group_15513	9.48E-01	7.36E-01	5.41E-01	-1.00E-01	1.64E-01	3.73E-02	
tex	9.45E-01	9.64E-01	9.31E-01	1.16E-02	1.32E-01	5.32E-03	
group_15423	9.48E-01	7.36E-01	5.41E-01	-1.00E-01	1.64E-01	3.73E-02	
group_15305	9.48E-01	7.36E-01	5.41E-01	-1.00E-01	1.64E-01	3.73E-02	
group_15218	9.45E-01	1.01E-01	5.59E-01	8.36E-02	1.43E-01	3.57E-02	
group_15200	9.41E-01	4.56E-01	1.43E-01	-1.96E-01	1.34E-01	8.91E-02	
group_15078	9.48E-01	4.46E-01	8.46E-01	-2.65E-02	1.36E-01	1.18E-02	
vacB	9.45E-01	2.67E-01	2.01E-01	1.67E-01	1.30E-01	7.79E-02	
group_14798	9.48E-01	1.51E-01	5.24E-01	9.71E-02	1.52E-01	3.89E-02	
group_14560	9.48E-01	1.51E-01	5.24E-01	9.71E-02	1.52E-01	3.89E-02	
sfcA	9.41E-01	4.21E-01	7.03E-01	4.87E-02	1.28E-01	2.32E-02	
fliJ	9.41E-01	8.19E-01	9.74E-01	4.20E-03	1.27E-01	2.02E-03	
group_13903	9.48E-01	3.75E-01	8.63E-01	2.83E-02	1.65E-01	1.05E-02	
plcC	9.45E-01	2.97E-02	3.05E-01	1.82E-01	1.77E-01	6.25E-02	
yhfF	9.48E-01	2.03E-03	5.81E-02	3.04E-01	1.60E-01	1.15E-01	bad-chisq
group_13036	9.45E-01	1.20E-03	4.35E-02	3.32E-01	1.64E-01	1.23E-01	bad-chisq
group_12948	9.48E-01	1.12E-02	2.00E-01	2.07E-01	1.61E-01	7.81E-02	
group_12517	9.48E-01	3.75E-01	7.13E-01	-6.37E-02	1.73E-01	2.24E-02	
group_12292	9.45E-01	1.20E-03	4.35E-02	3.32E-01	1.64E-01	1.23E-01	bad-chisq
livM~~~livH	9.45E-01	1.20E-03	4.35E-02	3.32E-01	1.64E-01	1.23E-01	bad-chisq
group_11799	9.41E-01	1.87E-01	9.61E-01	-8.22E-03	1.69E-01	2.97E-03	
group_11745	9.45E-01	1.20E-03	2.76E-02	3.46E-01	1.56E-01	1.34E-01	bad-chisq
group_11617	9.41E-01	8.19E-01	8.97E-01	-1.65E-02	1.27E-01	7.88E-03	
group_11351	9.45E-01	1.20E-03	4.35E-02	3.32E-01	1.64E-01	1.23E-01	bad-chisq
group_10492	9.48E-01	2.03E-03	4.34E-02	3.34E-01	1.64E-01	1.23E-01	bad-chisq
group_8741	9.41E-01	2.07E-01	3.14E-01	-1.27E-01	1.26E-01	6.13E-02	
group_21136	9.45E-01	2.97E-02	2.64E-01	1.64E-01	1.46E-01	6.81E-02	
group_21126	9.45E-01	5.64E-01	3.43E-01	-1.79E-01	1.88E-01	5.78E-02	
group_20880	9.45E-01	1.01E-01	2.45E-01	1.81E-01	1.56E-01	7.08E-02	
group_20879	9.45E-01	1.01E-01	2.45E-01	1.81E-01	1.56E-01	7.08E-02	
group_20878	9.45E-01	1.01E-01	2.45E-01	1.81E-01	1.56E-01	7.08E-02	
group_20809	9.41E-01	4.21E-01	6.97E-01	5.17E-02	1.33E-01	2.37E-02	
group_20761	9.41E-01	4.21E-01	6.97E-01	5.17E-02	1.33E-01	2.37E-02	
group_20715	9.41E-01	4.21E-01	6.97E-01	5.17E-02	1.33E-01	2.37E-02	
group_20713	9.41E-01	4.21E-01	6.97E-01	5.17E-02	1.33E-01	2.37E-02	
mdtD~~~emrB	9.48E-01	3.75E-01	8.82E-01	-2.50E-02	1.68E-01	9.06E-03	
ankX~~~aNKYR	9.48E-01	8.31E-01	5.88E-01	-7.51E-02	1.38E-01	3.31E-02	
group_19728	9.45E-01	1.01E-01	3.92E-01	1.40E-01	1.64E-01	5.22E-02	
group_19387	9.45E-01	5.64E-01	2.94E-01	-1.98E-01	1.88E-01	6.40E-02	
ybjG~~~pgpB	9.37E-01	1.16E-02	4.74E-03	3.47E-01	1.22E-01	1.71E-01	
group_18877	9.45E-01	2.67E-01	7.98E-01	-4.82E-02	1.88E-01	1.56E-02	
group_18748	9.41E-01	1.87E-01	6.91E-01	5.57E-02	1.40E-01	2.43E-02	
group_18741	9.45E-01	9.64E-01	1.62E-01	-2.28E-01	1.62E-01	8.51E-02	
rutB~~~yecD	9.45E-01	5.64E-01	2.94E-01	-1.98E-01	1.88E-01	6.40E-02	
group_18169	9.48E-01	3.75E-01	5.23E-01	-1.30E-01	2.04E-01	3.90E-02	
group_18168	9.48E-01	3.75E-01	5.23E-01	-1.30E-01	2.04E-01	3.90E-02	
group_17942	9.48E-01	3.75E-01	5.23E-01	-1.30E-01	2.04E-01	3.90E-02	
group_17681	9.45E-01	5.64E-01	3.45E-01	-1.78E-01	1.88E-01	5.76E-02	
group_17552	9.37E-01	6.26E-01	7.64E-01	-3.70E-02	1.23E-01	1.83E-02	
group_17480	9.45E-01	5.64E-01	2.94E-01	-1.98E-01	1.88E-01	6.40E-02	
group_17423	9.45E-01	5.64E-01	2.94E-01	-1.98E-01	1.88E-01	6.40E-02	
group_17263	9.45E-01	5.64E-01	3.45E-01	-1.78E-01	1.88E-01	5.76E-02	
group_16942	9.45E-01	5.64E-01	3.45E-01	-1.78E-01	1.88E-01	5.76E-02	
group_16937	9.45E-01	1.20E-03	2.71E-02	3.24E-01	1.46E-01	1.34E-01	bad-chisq
trmL	9.41E-01	7.74E-01	8.52E-01	2.55E-02	1.37E-01	1.14E-02	
group_15600	9.45E-01	9.64E-01	3.36E-01	-1.50E-01	1.56E-01	5.86E-02	
group_15577	9.41E-01	6.63E-02	4.10E-01	1.18E-01	1.44E-01	5.02E-02	
group_15337	9.45E-01	2.67E-01	3.38E-01	1.29E-01	1.34E-01	5.84E-02	
nagR	9.45E-01	9.64E-01	3.83E-01	-1.36E-01	1.56E-01	5.32E-02	
group_15083	9.41E-01	1.87E-01	7.93E-01	3.62E-02	1.38E-01	1.60E-02	
group_15025	9.45E-01	9.64E-01	3.83E-01	-1.36E-01	1.56E-01	5.32E-02	
group_14981	9.45E-01	2.67E-01	7.82E-01	4.03E-02	1.46E-01	1.68E-02	
group_14881	9.45E-01	9.64E-01	3.83E-01	-1.36E-01	1.56E-01	5.32E-02	
group_14683	9.45E-01	9.64E-01	3.83E-01	-1.36E-01	1.56E-01	5.32E-02	
group_14666	9.41E-01	6.63E-02	4.70E-01	1.08E-01	1.50E-01	4.40E-02	
group_14643	9.37E-01	9.88E-01	8.17E-01	-2.94E-02	1.27E-01	1.41E-02	
group_14419	9.45E-01	9.64E-01	3.83E-01	-1.36E-01	1.56E-01	5.32E-02	
group_14404	9.41E-01	6.63E-02	4.70E-01	1.08E-01	1.50E-01	4.40E-02	
atoC~~~dctD	9.45E-01	6.81E-03	1.28E-01	2.29E-01	1.50E-01	9.27E-02	
group_14144	9.45E-01	9.64E-01	3.83E-01	-1.36E-01	1.56E-01	5.32E-02	
group_14132	9.41E-01	6.63E-02	4.70E-01	1.08E-01	1.50E-01	4.40E-02	
group_13764	9.45E-01	9.64E-01	3.83E-01	-1.36E-01	1.56E-01	5.32E-02	
group_13749	9.41E-01	6.63E-02	4.70E-01	1.08E-01	1.50E-01	4.40E-02	
group_13708	9.41E-01	7.12E-04	3.19E-02	3.47E-01	1.61E-01	1.30E-01	bad-chisq
group_13592	9.41E-01	7.12E-04	2.94E-02	3.47E-01	1.59E-01	1.32E-01	bad-chisq
tapA	9.45E-01	2.97E-02	4.34E-01	1.27E-01	1.62E-01	4.78E-02	
group_10979	9.41E-01	4.12E-03	6.37E-02	2.71E-01	1.45E-01	1.13E-01	
group_10510	9.37E-01	1.16E-02	2.39E-02	2.79E-01	1.23E-01	1.37E-01	
group_21129	9.41E-01	4.21E-01	4.62E-01	-1.34E-01	1.82E-01	4.49E-02	
hdfR~~~argP~~~lysR	9.41E-01	4.21E-01	4.62E-01	-1.34E-01	1.82E-01	4.49E-02	
group_20856	9.41E-01	6.63E-02	1.94E-01	1.96E-01	1.51E-01	7.91E-02	
group_19757	9.41E-01	6.63E-02	3.34E-01	1.54E-01	1.60E-01	5.88E-02	
group_19746	9.41E-01	6.63E-02	3.34E-01	1.54E-01	1.60E-01	5.88E-02	
ompR~~~phoP~~~baeR~~~mprA	9.41E-01	6.63E-02	3.34E-01	1.54E-01	1.60E-01	5.88E-02	
group_19740	9.41E-01	6.63E-02	3.34E-01	1.54E-01	1.60E-01	5.88E-02	
group_19739	9.45E-01	2.67E-01	7.62E-01	4.42E-02	1.46E-01	1.85E-02	
group_19660	9.41E-01	1.87E-01	8.67E-01	2.96E-02	1.76E-01	1.02E-02	
group_19592	9.41E-01	1.87E-01	8.67E-01	2.96E-02	1.76E-01	1.02E-02	
ubiK	9.34E-01	7.18E-03	5.03E-04	4.19E-01	1.19E-01	2.10E-01	
ogt	9.34E-01	7.18E-03	2.37E-03	3.63E-01	1.18E-01	1.84E-01	
group_18663	9.41E-01	1.87E-01	9.41E-01	1.31E-02	1.76E-01	4.53E-03	
lutR~~~gntR~~~fadR	9.41E-01	4.21E-01	5.36E-01	-1.09E-01	1.76E-01	3.78E-02	
group_16687	9.34E-01	8.08E-01	9.65E-01	-5.33E-03	1.20E-01	2.71E-03	
degQ~~~degS	9.34E-01	8.08E-01	9.29E-01	1.07E-02	1.20E-01	5.42E-03	
luxN~~~atoC	9.41E-01	4.21E-01	6.34E-01	-8.37E-02	1.76E-01	2.90E-02	
pbuX~~~xanP	9.37E-01	4.32E-02	2.09E-01	1.65E-01	1.31E-01	7.66E-02	
group_15461	9.41E-01	4.21E-01	5.80E-01	-9.76E-02	1.76E-01	3.38E-02	
group_15352	9.41E-01	4.21E-01	5.80E-01	-9.76E-02	1.76E-01	3.38E-02	
group_15219	9.41E-01	4.21E-01	5.80E-01	-9.76E-02	1.76E-01	3.38E-02	
group_15110	9.41E-01	4.21E-01	9.40E-01	-1.07E-02	1.40E-01	4.63E-03	
group_15087	9.41E-01	4.21E-01	5.80E-01	-9.76E-02	1.76E-01	3.38E-02	
group_15067	9.41E-01	4.21E-01	4.57E-01	-1.36E-01	1.82E-01	4.54E-02	
group_14867	9.37E-01	4.32E-02	3.05E-01	1.48E-01	1.44E-01	6.26E-02	
group_14541	9.37E-01	1.36E-01	3.46E-01	-1.17E-01	1.24E-01	5.74E-02	
group_14517	9.34E-01	8.06E-01	9.98E-01	-2.35E-04	1.24E-01	1.15E-04	
group_13349	9.41E-01	1.87E-01	9.29E-01	-1.52E-02	1.71E-01	5.44E-03	
group_12463	9.41E-01	7.74E-01	6.20E-01	-7.40E-02	1.49E-01	3.03E-02	
group_11941	9.37E-01	4.32E-02	6.91E-01	6.44E-02	1.62E-01	2.43E-02	
group_11552	9.34E-01	2.78E-02	3.05E-01	1.58E-01	1.54E-01	6.25E-02	
group_11276	9.37E-01	9.88E-01	6.99E-01	-5.27E-02	1.36E-01	2.36E-02	
group_6268	9.37E-01	1.28E-01	8.46E-01	-3.11E-02	1.61E-01	1.18E-02	
group_21130	9.37E-01	3.08E-01	7.60E-01	-5.21E-02	1.71E-01	1.86E-02	
group_21127	9.34E-01	1.49E-03	4.83E-02	3.02E-01	1.52E-01	1.20E-01	
group_20936	9.34E-01	1.49E-03	5.61E-02	2.78E-01	1.45E-01	1.16E-01	
group_20817	9.41E-01	4.21E-01	8.97E-01	1.93E-02	1.49E-01	7.88E-03	
group_19624	9.37E-01	1.28E-01	6.17E-01	8.31E-02	1.66E-01	3.05E-02	
group_18908	9.37E-01	6.05E-01	4.00E-01	-1.40E-01	1.66E-01	5.13E-02	
group_18854	9.41E-01	1.87E-01	9.49E-01	-1.17E-02	1.81E-01	3.94E-03	
yvaK	9.37E-01	1.16E-02	2.27E-01	1.82E-01	1.50E-01	7.36E-02	
group_18081	9.37E-01	6.26E-01	2.30E-01	-1.72E-01	1.43E-01	7.31E-02	
group_18028	9.37E-01	1.28E-01	8.96E-01	-2.44E-02	1.87E-01	7.96E-03	
group_17972	9.37E-01	3.08E-01	9.40E-01	-1.25E-02	1.66E-01	4.59E-03	
group_17807	9.37E-01	6.05E-01	3.54E-01	-1.54E-01	1.66E-01	5.66E-02	
group_17806	9.37E-01	1.28E-01	8.96E-01	-2.44E-02	1.87E-01	7.96E-03	
group_17741	9.37E-01	1.28E-01	8.96E-01	-2.44E-02	1.87E-01	7.96E-03	
group_17740	9.37E-01	1.28E-01	8.96E-01	-2.44E-02	1.87E-01	7.96E-03	
group_17662	9.37E-01	3.08E-01	9.40E-01	-1.25E-02	1.66E-01	4.59E-03	
group_17467	9.37E-01	1.28E-01	8.96E-01	-2.44E-02	1.87E-01	7.96E-03	
nrtD~~~tauB	9.37E-01	4.20E-04	1.93E-02	3.71E-01	1.57E-01	1.42E-01	bad-chisq
group_17246	9.37E-01	3.08E-01	9.40E-01	-1.25E-02	1.66E-01	4.59E-03	
artM~~~hisP	9.37E-01	3.08E-01	9.40E-01	-1.25E-02	1.66E-01	4.59E-03	
group_15918	9.34E-01	7.18E-03	6.30E-02	2.42E-01	1.30E-01	1.13E-01	
group_13654	9.30E-01	1.49E-01	3.36E-01	-1.13E-01	1.17E-01	5.86E-02	
tatC	9.30E-01	6.25E-01	8.50E-01	-2.21E-02	1.17E-01	1.15E-02	
group_13149	9.34E-01	8.71E-02	5.26E-01	8.77E-02	1.38E-01	3.87E-02	
ompV	9.34E-01	7.18E-03	1.74E-01	2.06E-01	1.51E-01	8.29E-02	
msbA~~~cydC	9.34E-01	2.22E-01	8.66E-01	-2.83E-02	1.67E-01	1.03E-02	
group_21088	9.30E-01	4.41E-03	7.17E-02	2.75E-01	1.52E-01	1.10E-01	
group_20903	9.34E-01	4.63E-01	8.03E-01	3.44E-02	1.38E-01	1.52E-02	
group_20855	9.34E-01	4.63E-01	9.45E-01	-9.68E-03	1.40E-01	4.22E-03	
group_20765	9.34E-01	4.63E-01	8.54E-01	2.54E-02	1.38E-01	1.12E-02	
alaX	9.30E-01	9.90E-01	5.42E-01	-7.42E-02	1.22E-01	3.72E-02	
yqjC	9.26E-01	7.97E-01	8.12E-01	2.73E-02	1.15E-01	1.45E-02	
group_18555	9.30E-01	1.56E-01	4.90E-01	8.65E-02	1.25E-01	4.22E-02	
group_18425	9.30E-01	1.56E-01	4.90E-01	8.65E-02	1.25E-01	4.22E-02	
group_18424	9.30E-01	1.56E-01	4.90E-01	8.65E-02	1.25E-01	4.22E-02	
group_18263	9.30E-01	1.56E-01	4.90E-01	8.65E-02	1.25E-01	4.22E-02	
group_17848	9.30E-01	3.34E-01	3.69E-01	-1.06E-01	1.17E-01	5.48E-02	
group_17646	9.34E-01	2.47E-04	1.06E-02	3.76E-01	1.46E-01	1.55E-01	bad-chisq
group_15946	9.34E-01	4.63E-01	6.06E-01	-8.13E-02	1.57E-01	3.15E-02	
group_15391	9.34E-01	4.63E-01	6.69E-01	-6.73E-02	1.57E-01	2.61E-02	
group_15049	9.34E-01	2.22E-01	5.29E-01	7.84E-02	1.24E-01	3.84E-02	
group_13175	9.37E-01	6.05E-01	8.79E-01	-2.18E-02	1.43E-01	9.31E-03	
iclR~~~tctC	9.30E-01	1.56E-01	8.12E-01	-3.51E-02	1.48E-01	1.45E-02	
metQ	9.34E-01	2.22E-01	8.21E-01	-3.81E-02	1.68E-01	1.38E-02	
glcE	9.30E-01	3.47E-01	6.24E-01	6.11E-02	1.24E-01	2.99E-02	
group_11114	9.34E-01	2.22E-01	8.21E-01	-3.81E-02	1.68E-01	1.38E-02	
citB~~~rcsB~~~luxR	9.26E-01	2.70E-03	9.52E-02	2.51E-01	1.50E-01	1.02E-01	
yobV~~~yafY~~~pafB	9.26E-01	2.70E-03	7.79E-02	2.39E-01	1.35E-01	1.07E-01	
group_20914	9.30E-01	1.56E-01	7.19E-01	5.52E-02	1.54E-01	2.19E-02	
group_20786	9.30E-01	1.56E-01	7.58E-01	4.75E-02	1.54E-01	1.88E-02	
group_18897	9.30E-01	3.47E-01	4.73E-01	-1.18E-01	1.64E-01	4.38E-02	
group_18851	9.30E-01	3.47E-01	6.62E-01	-6.98E-02	1.59E-01	2.67E-02	
group_18846	9.30E-01	3.47E-01	4.73E-01	-1.18E-01	1.64E-01	4.38E-02	
urcA~~~psiF	9.34E-01	8.06E-01	1.85E-01	-2.10E-01	1.58E-01	8.08E-02	
group_18567	9.30E-01	9.90E-01	1.36E-01	-2.24E-01	1.50E-01	9.08E-02	
group_18433	9.30E-01	9.90E-01	1.36E-01	-2.24E-01	1.50E-01	9.08E-02	
group_18379	9.26E-01	1.13E-02	3.01E-01	1.62E-01	1.57E-01	6.30E-02	
group_18206	9.26E-01	1.13E-02	3.01E-01	1.62E-01	1.57E-01	6.30E-02	
group_18124	9.34E-01	7.18E-03	1.90E-01	2.07E-01	1.58E-01	7.99E-02	
group_17878	9.30E-01	4.41E-03	7.13E-02	2.49E-01	1.38E-01	1.10E-01	
group_17877	9.30E-01	4.41E-03	7.13E-02	2.49E-01	1.38E-01	1.10E-01	
group_17760	9.26E-01	8.35E-01	7.14E-01	-4.45E-02	1.21E-01	2.24E-02	
group_17545	9.30E-01	4.41E-03	7.13E-02	2.49E-01	1.38E-01	1.10E-01	
group_17303	9.34E-01	2.22E-01	9.93E-01	1.39E-03	1.62E-01	5.23E-04	
group_17072	9.30E-01	4.41E-03	7.13E-02	2.49E-01	1.38E-01	1.10E-01	
group_17071	9.30E-01	4.41E-03	7.13E-02	2.49E-01	1.38E-01	1.10E-01	
group_16868	9.30E-01	4.41E-03	7.13E-02	2.49E-01	1.38E-01	1.10E-01	
group_16813	9.26E-01	8.35E-01	7.14E-01	-4.45E-02	1.21E-01	2.24E-02	
group_16029	9.23E-01	6.76E-01	7.05E-01	-4.42E-02	1.16E-01	2.31E-02	
lysR~~~gbpR~~~hdfR	9.30E-01	1.78E-02	2.62E-01	1.53E-01	1.36E-01	6.84E-02	
group_16003	9.30E-01	4.41E-03	7.39E-02	2.39E-01	1.33E-01	1.09E-01	
group_15930	9.30E-01	3.47E-01	7.24E-01	-5.43E-02	1.54E-01	2.15E-02	
group_15905	9.30E-01	3.47E-01	7.24E-01	-5.43E-02	1.54E-01	2.15E-02	
group_15855	9.30E-01	3.47E-01	7.24E-01	-5.43E-02	1.54E-01	2.15E-02	
group_15823	9.30E-01	3.47E-01	7.24E-01	-5.43E-02	1.54E-01	2.15E-02	
group_15149	9.26E-01	8.35E-01	7.14E-01	-4.45E-02	1.21E-01	2.24E-02	
group_14817	9.34E-01	2.78E-02	4.30E-02	2.59E-01	1.27E-01	1.23E-01	
dinG~~~dnaQ	9.26E-01	8.35E-01	7.14E-01	-4.45E-02	1.21E-01	2.24E-02	
iclR~~~kipR	9.26E-01	1.09E-01	6.18E-01	6.52E-02	1.30E-01	3.05E-02	
bdlA~~~pAS	9.26E-01	8.35E-01	7.14E-01	-4.45E-02	1.21E-01	2.24E-02	
group_13677	9.26E-01	8.35E-01	7.14E-01	-4.45E-02	1.21E-01	2.24E-02	
group_13676	9.26E-01	8.35E-01	7.14E-01	-4.45E-02	1.21E-01	2.24E-02	
cdhR~~~glxA~~~rhaS	9.26E-01	8.35E-01	7.14E-01	-4.45E-02	1.21E-01	2.24E-02	
group_11996	9.30E-01	1.56E-01	9.58E-01	8.51E-03	1.63E-01	3.19E-03	
group_11576	9.30E-01	6.42E-01	8.18E-01	-3.07E-02	1.33E-01	1.40E-02	
glnK	9.23E-01	1.84E-01	3.37E-02	2.41E-01	1.13E-01	1.29E-01	
group_20925	9.30E-01	3.47E-01	8.92E-01	1.66E-02	1.22E-01	8.30E-03	
group_20719	9.30E-01	3.47E-01	8.21E-01	3.05E-02	1.34E-01	1.38E-02	
group_20349	9.26E-01	4.70E-01	2.09E-01	-1.62E-01	1.29E-01	7.65E-02	
group_20113	9.26E-01	3.85E-02	5.07E-01	1.11E-01	1.68E-01	4.05E-02	
group_18810	9.34E-01	4.63E-01	4.82E-01	-1.12E-01	1.58E-01	4.29E-02	
group_18678	9.23E-01	7.07E-03	2.26E-01	1.79E-01	1.48E-01	7.37E-02	
group_18529	9.23E-01	7.07E-03	3.75E-01	1.58E-01	1.77E-01	5.41E-02	
group_18360	9.34E-01	8.71E-02	5.28E-01	1.00E-01	1.58E-01	3.85E-02	
tssM~~~icmF	9.23E-01	7.07E-03	3.75E-01	1.58E-01	1.77E-01	5.41E-02	
group_18208	9.26E-01	3.85E-02	6.24E-01	8.71E-02	1.78E-01	2.99E-02	
group_18096	9.23E-01	1.64E-03	7.56E-02	3.16E-01	1.77E-01	1.08E-01	
kefA~~~mscS~~~mscK	9.23E-01	9.71E-01	4.86E-01	-8.29E-02	1.19E-01	4.25E-02	
group_16748	9.23E-01	7.07E-03	3.05E-01	1.83E-01	1.78E-01	6.26E-02	
cytB	9.23E-01	3.44E-01	4.93E-01	-7.64E-02	1.11E-01	4.18E-02	
group_16234	9.26E-01	3.85E-02	2.84E-01	1.58E-01	1.47E-01	6.53E-02	
yhdG~~~ybaT	9.26E-01	3.85E-02	3.35E-01	1.46E-01	1.52E-01	5.88E-02	
group_15959	9.26E-01	5.01E-01	4.21E-01	-1.21E-01	1.50E-01	4.91E-02	
group_15881	9.26E-01	5.01E-01	5.40E-01	-9.01E-02	1.47E-01	3.74E-02	
